subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
xjj6169992,Mon Oct 12 2020 12:07:24 GMT-0500 (Central Daylight Time),2020-10-12,12:7:24,19,0,Female,Yes,Asian,Somewhat better than average,
