subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
9n2zx4l71w,Fri Nov 27 2020 22:11:56 GMT-0600 (Central Standard Time),2020-11-27,22:11:56,19,0,Female,No,Black or African-American,Other,Average,
