subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
ncvh9gjt7m,Mon Oct 19 2020 15:41:57 GMT-0500 (Central Daylight Time),2020-10-19,15:41:57,19,1,Female,Yes,White,Average,
