subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
3nuzjj2pzw,Tue Oct 20 2020 02:51:35 GMT-0500 (Central Daylight Time),2020-10-20,2:51:35,19,1,Male,No,Asian,Average,
