subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
bxhktm870n,Sat Oct 17 2020 13:04:00 GMT-0500 (Central Daylight Time),2020-10-17,13:4:0,21,2,Female,No,Asian,White,Somewhat better than average,
