subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
qtosf1u795,Wed Dec 02 2020 17:20:19 GMT-0600 (Central Standard Time),2020-12-2,17:20:19,19,1,Female,Yes,Other,Somewhat better than average,
