subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
fujvvnj8te,Sun Oct 11 2020 20:10:01 GMT-0500 (Central Daylight Time),2020-10-11,20:10:1,18,0,Female,Yes,Black or African-American,Somewhat better than average,
