subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
f0z16s8nsl,Tue Dec 01 2020 11:44:44 GMT-0600 (CST),2020-12-1,11:44:44,20,3,Female,No,White,Average,
