subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
727cglltq7,Wed Jan 06 2021 10:26:13 GMT-0700 (Mountain Standard Time),2021-1-6,10:26:13,73,6,Male,No,White,Somewhat worse than average,
