subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
xhprytsz27,Mon Oct 26 2020 01:06:15 GMT-0500 (CDT),2020-10-26,1:6:15,18,0,Female,Yes,Other,Average,
