subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
sav8n93j1t,Tue Oct 06 2020 18:44:27 GMT-0500 (Central Daylight Time),2020-10-6,18:44:27,19,0,Female,No,Asian,White,Average,
