#subj_idx response rt stim
6 1 1.9144 1
6 1 0.7054000001 1
6 1 0.8274000001 1
6 1 0.6752000003 1
6 0 0.9915 1
6 1 0.6405999999 1
6 1 1.0108 1
6 0 1.0728 1
6 1 0.7454000001 1
6 1 0.9124000001 1
6 1 0.6659000001 1
6 1 0.7670999999 1
6 1 0.7746000004 1
6 1 0.7270999999 1
6 1 0.6466999998 1
6 1 0.5604000001 1
6 1 0.5808999996 1
6 1 0.8776999998 1
6 1 0.9871999998 1
6 1 0.9069000001 1
6 0 1.1937 1
6 1 1.0434 1
6 1 1.4991 1
6 1 1.1232 1
6 1 0.8726000004 1
6 1 0.7847999997 1
6 1 1.1321 1
6 1 0.8671999998 1
6 1 0.9931000004 1
6 1 0.6815999999 1
6 1 0.744 1
6 0 0.9944000001 1
6 1 0.7718000002 1
6 1 0.9304000001 1
6 1 0.7855 1
6 1 1.1864 1
6 1 0.8710999999 1
6 1 0.793 1
6 1 0.9305999999 1
6 1 0.9853000002 1
6 1 0.9587000003 1
6 0 0.8134000001 1
6 0 0.9048000002 1
6 0 0.6225999999 1
6 1 0.784 1
6 1 0.7733999996 1
6 0 0.7690999999 1
6 0 0.8153000002 1
6 0 0.8074000001 1
6 1 1.1616 1
6 1 0.8230999999 1
6 1 0.8253999996 1
6 1 0.8309000001 1
