#subj_idx response rt stim
3 1 0.8144000001 0
3 0 2.0109 0
3 1 1.94 0
3 1 1.3075 0
3 1 1.1087 0
3 1 1.1871 0
3 1 0.7476000001 0
3 1 0.9681000001 0
3 1 0.9218 0
3 1 1.0748 0
3 1 1.1058 0
3 1 0.6657 0
3 1 0.7542 0
3 1 1.2858 0
3 1 0.6335999999 0
3 1 1.0823 0
3 1 0.9003 0
3 1 1.3623 0
3 0 1.1051 0
3 1 0.9758 0
3 1 1.0816 0
3 1 0.7937 0
3 1 0.8243 0
3 1 1.0626 0
3 1 0.9099000001 0
3 0 1.199 0
3 1 1.5944 0
3 1 0.6250999999 0
3 1 0.9085 0
3 0 0.8625999999 0
3 0 0.7998 0
3 1 1.0201 0
3 1 0.6599000001 0
3 1 1.0537 0
3 0 1.6841 0
3 1 1.1318 0
3 1 1.483 0
3 1 0.7705999999 0
3 1 0.967 0
3 1 0.626 0
3 0 1.0489 0
3 1 0.8658 0
3 1 0.8239000001 0
3 1 1.0551 0
3 0 0.9689000001 0
3 1 0.9832 0
3 1 0.9042 0
3 0 0.7919000001 0
3 1 1.0606 0
3 1 0.9758999999 0
3 1 1.3775 0
3 1 1.1602 0
3 1 0.745 0
3 1 0.9601000001 0
3 1 0.9038 0
3 1 0.8297 0
3 1 1.1291 0
3 1 0.7690999999 0
3 0 0.688 0
3 1 0.9297 0
