"subj_idx","rt","response","tgtPos","rwdType","colMatch","correct"
0,0.822,"true",0,2,2,1
0,1.24360000014305,"true",0,2,1,1
0,0.698,"true",0,1,1,1
0,0.716,"true",0,2,2,1
0,0.667,"true",0,0,0,1
0,0.795099999904633,"true",1,1,1,1
0,0.715699999809265,"true",0,1,1,1
0,0.733399999856949,"true",0,0,0,1
0,0.941599999904633,"true",0,0,0,1
0,0.932100000143051,"true",0,1,2,1
0,0.694700000047684,"true",1,0,0,1
0,1.15579999995232,"true",0,1,1,1
0,0.800700000047684,"true",0,1,2,1
0,0.739199999809265,"true",1,1,1,1
0,0.901600000143051,"true",1,1,1,1
0,0.796299999952316,"true",1,0,0,1
0,0.708700000047684,"true",0,1,1,1
0,1.35709999990463,"true",0,1,2,1
0,1.40290000009537,"true",0,1,2,1
0,0.754700000047684,"true",0,2,1,1
0,1.00440000009537,"true",1,1,1,1
0,1.10840000009537,"true",1,1,1,1
0,0.837799999952316,"true",0,2,1,1
0,1.12479999995232,"true",1,0,0,1
0,1.12309999990463,"true",0,2,1,1
0,1.46679999995232,"true",0,1,1,1
0,0.747599999904633,"true",1,1,1,1
0,1.11620000004768,"true",0,1,2,1
0,1.07609999990463,"true",0,1,2,1
0,0.697900000095367,"true",1,2,1,1
0,1.00390000009537,"true",0,1,2,1
0,0.843900000095367,"true",1,1,1,1
0,0.787100000143051,"true",1,2,1,1
0,0.785900000095367,"true",0,2,1,1
0,1.0215,"true",0,2,1,1
0,0.739700000047684,"true",1,0,0,1
0,1.02789999985695,"false",1,1,1,0
0,1.1465,"true",1,2,1,1
0,0.980900000095367,"true",0,1,1,1
0,0.923100000143051,"true",1,2,1,1
0,0.947899999856949,"true",0,2,2,1
0,1.17090000009537,"true",1,2,1,1
0,0.883699999809265,"true",1,2,1,1
0,0.660299999952316,"true",0,0,0,1
0,1.18780000019073,"true",0,2,1,1
0,0.6575,"true",1,2,1,1
0,1.1635,"true",0,2,1,1
0,1.13970000004768,"true",0,2,1,1
0,0.948100000143051,"true",1,0,0,1
0,0.852299999952316,"true",0,2,1,1
