"subj_idx","rt","response","tgtPos","rwdType","colMatch","correct"
0,1.24360000014305,"true",0,2,1,1
0,0.698,"true",0,1,1,1
0,0.715699999809265,"true",0,1,1,1
0,1.15579999995232,"true",0,1,1,1
0,0.708700000047684,"true",0,1,1,1
0,0.754700000047684,"true",0,2,1,1
0,0.837799999952316,"true",0,2,1,1
0,1.12309999990463,"true",0,2,1,1
0,1.46679999995232,"true",0,1,1,1
0,0.785900000095367,"true",0,2,1,1
0,1.0215,"true",0,2,1,1
0,0.980900000095367,"true",0,1,1,1
0,1.18780000019073,"true",0,2,1,1
0,1.1635,"true",0,2,1,1
0,1.13970000004768,"true",0,2,1,1
0,0.852299999952316,"true",0,2,1,1
0,1.05109999990463,"true",0,2,1,1
0,0.979899999856949,"true",0,1,1,1
0,1.03470000004768,"true",0,2,1,1
0,0.570700000047684,"true",0,2,1,1
0,1.01040000009537,"true",0,2,1,1
0,1.00079999995232,"true",0,1,1,1
0,1.05879999995232,"true",0,2,1,1
0,1.106,"true",0,1,1,1
0,0.946299999952316,"true",0,2,1,1
0,0.858899999856949,"true",0,1,1,1
0,1.41690000009537,"true",0,1,1,1
0,1.148,"true",0,1,1,1
0,0.700099999904633,"true",0,1,1,1
0,0.988700000047684,"true",0,2,1,1
0,0.946400000095367,"true",0,1,1,1
0,0.754200000047684,"true",0,1,1,1
0,0.833799999952316,"true",0,1,1,1
0,0.746200000047684,"true",0,1,1,1
0,0.793400000095367,"true",0,2,1,1
0,0.7935,"true",0,2,1,1
0,0.569899999856949,"true",0,1,1,1
0,0.648099999904633,"true",0,2,1,1
0,0.704200000047684,"true",0,1,1,1
0,0.714299999952316,"true",0,2,1,1
0,0.527099999904633,"true",0,1,1,1
0,0.577700000047684,"true",0,1,1,1
0,1.3615,"false",0,1,1,0
0,0.626200000047684,"true",0,1,1,1
0,0.874299999952316,"true",0,2,1,1
0,1.30740000009537,"false",0,2,1,0
0,0.614200000047684,"true",0,1,1,1
0,0.783,"true",0,1,1,1
0,0.775600000143051,"true",0,2,1,1
0,0.9605,"true",0,1,1,1
0,0.745599999904633,"true",0,1,1,1
0,0.6105,"true",0,2,1,1
0,0.655699999809265,"true",0,2,1,1
0,0.682099999904633,"true",0,2,1,1
0,0.679200000047684,"true",0,2,1,1
0,0.728599999904633,"false",0,1,1,0
0,0.6905,"true",0,1,1,1
0,0.799,"false",0,1,1,0
0,0.695799999952316,"true",0,2,1,1
0,0.769599999904633,"true",0,2,1,1
0,1.25609999990463,"true",0,2,1,1
0,0.728099999904633,"true",0,1,1,1
0,0.665199999809265,"true",0,1,1,1
0,0.726799999952316,"true",0,1,1,1
0,0.847400000095367,"true",0,1,1,1
0,1.1765,"true",0,1,1,1
0,0.613600000143051,"true",0,2,1,1
0,0.501900000095367,"true",0,2,1,1
0,1.51980000019073,"true",0,2,1,1
0,0.958600000143051,"true",0,2,1,1
0,0.729799999952316,"true",0,2,1,1
0,0.808399999856949,"true",0,1,1,1
1,0.6185,"true",0,1,1,1
1,0.81020000000298,"false",0,1,1,0
1,0.38459999999404,"true",0,1,1,1
1,0.912399999991059,"true",0,2,1,1
1,1.03140000000596,"false",0,2,1,0
1,0.863,"true",0,2,1,1
1,0.87059999999404,"true",0,2,1,1
1,1.12509999999404,"false",0,1,1,0
1,0.99729999999702,"false",0,2,1,0
1,0.95890000000596,"true",0,1,1,1
1,0.991100000008941,"true",0,2,1,1
1,0.40840000000596,"true",0,2,1,1
1,0.927899999991059,"true",0,1,1,1
1,1.00790000000596,"true",0,1,1,1
1,0.647599999994039,"true",0,1,1,1
1,1.18409999999404,"true",0,2,1,1
1,0.95970000000298,"false",0,1,1,0
1,0.65359999999404,"true",0,1,1,1
1,1.06180000001192,"true",0,2,1,1
1,0.7925,"true",0,1,1,1
1,0.54220000000298,"true",0,2,1,1
1,0.542300000011921,"true",0,1,1,1
1,1.01670000000298,"false",0,2,1,0
1,0.68279999999702,"true",0,1,1,1
1,0.69390000000596,"true",0,2,1,1
1,0.615899999991059,"true",0,1,1,1
1,0.46329999999702,"true",0,2,1,1
1,0.73179999999702,"true",0,2,1,1
1,0.68670000000298,"true",0,2,1,1
1,0.67579999999702,"true",0,2,1,1
1,0.95759999999404,"true",0,2,1,1
1,0.517199999988079,"true",0,1,1,1
1,0.42120000000298,"true",0,1,1,1
1,0.78120000000298,"true",0,1,1,1
1,0.61429999999702,"true",0,1,1,1
1,0.70820000000298,"true",0,2,1,1
1,0.94359999999404,"false",0,2,1,0
1,1.16570000000298,"false",0,1,1,0
1,0.959,"false",0,1,1,0
1,0.7575,"true",0,1,1,1
1,0.722699999988079,"true",0,1,1,1
1,0.38920000000298,"true",0,2,1,1
1,0.91770000000298,"true",0,2,1,1
1,0.693,"true",0,2,1,1
1,0.4355,"true",0,2,1,1
1,0.49209999999404,"true",0,2,1,1
1,0.804,"true",0,2,1,1
1,0.733800000011921,"true",0,2,1,1
1,0.84629999999702,"true",0,1,1,1
1,1.05590000000596,"false",0,2,1,0
1,0.66029999999702,"false",0,1,1,0
1,0.84440000000596,"false",0,2,1,0
1,0.868,"true",0,1,1,1
1,0.81440000000596,"true",0,1,1,1
1,0.717,"true",0,2,1,1
1,1.01229999999702,"true",0,2,1,1
1,0.676,"true",0,2,1,1
1,0.862100000008941,"false",0,1,1,0
1,0.66140000000596,"false",0,2,1,0
1,0.762800000011921,"true",0,2,1,1
1,0.63729999999702,"true",0,1,1,1
1,0.57359999999404,"true",0,2,1,1
1,0.66829999999702,"false",0,1,1,0
1,0.76979999999702,"true",0,1,1,1
1,0.77220000000298,"true",0,1,1,1
1,0.68470000000298,"false",0,1,1,0
1,0.52370000000298,"true",0,2,1,1
1,0.86529999999702,"false",0,1,1,0
1,0.90859999999404,"true",0,1,1,1
1,1.17309999999404,"false",0,1,1,0
1,0.773,"true",0,2,1,1
1,0.685100000008941,"true",0,1,1,1
2,1.88,"true",0,1,1,1
2,1.0532000002861,"true",0,2,1,1
2,0.901199999809265,"false",0,1,1,0
2,1.20740000009537,"false",0,1,1,0
2,0.694900000095367,"false",0,2,1,0
2,1.35909999990463,"true",0,2,1,1
2,0.829299999713898,"true",0,2,1,1
2,0.494199999809265,"true",0,1,1,1
2,0.671799999713898,"false",0,1,1,0
2,0.668199999809265,"false",0,1,1,0
2,0.7805,"false",0,1,1,0
2,0.629800000190735,"false",0,2,1,0
2,1.2135,"true",0,2,1,1
