subj_idx,rwdType,rt,response,tgtPos,colMatch
30,0,0.3449,1,1,0
30,2,0.8718,1,0,1
30,1,0.6329,1,1,1
30,1,0.4879,1,1,1
30,2,0.3762,1,1,1
30,0,0.4095,0,0,0
30,1,0.3905,0,1,1
30,0,0.5032,0,0,0
30,0,1.3198,0,0,0
30,2,0.3451,1,0,1
30,0,0.3289,1,1,0
30,2,0.6327,0,1,1
30,0,0.3598,1,1,0
30,2,0.3301,0,0,2
30,1,0.3625,1,0,2
30,1,0.3775,1,1,1
30,1,0.3799,0,0,1
30,0,0.3923,0,1,0
30,2,0.5207,0,0,1
30,0,0.4078,1,1,0
30,0,0.3132,1,0,0
30,1,0.4423,0,1,1
30,0,0.4062,0,0,0
30,2,0.3296,1,0,1
30,1,0.4401,0,0,1
30,2,0.3775,1,1,1
30,2,0.4085,1,1,1
30,2,0.4572,1,1,1
30,2,0.8732,0,0,1
30,2,0.9519,0,0,1
30,1,0.3276,0,0,1
30,0,0.3273,0,0,0
30,1,0.5499,0,0,2
30,1,0.4218,1,1,1
30,1,0.3419,0,0,1
30,2,0.4234,1,0,2
30,0,1.706,1,1,0
30,2,0.3462,0,0,1
30,0,0.3293,1,1,0
30,1,0.3921,1,0,1
30,0,0.3775,0,0,0
30,2,0.5354,1,1,1
30,1,0.4254,1,1,1
30,1,0.3602,0,0,1
30,2,0.5202,1,0,2
30,0,0.6796,0,1,0
30,0,0.4547,1,0,0
30,0,0.3452,1,0,0
30,2,0.3121,1,1,1
30,0,0.4727,0,0,0
30,1,0.313,0,1,1
30,2,0.3597,1,1,1
30,1,0.3446,0,1,1
30,1,0.3558,0,0,1
30,0,0.5042,0,1,0
30,0,1.1273,1,1,0
30,2,0.3095,0,1,1
30,2,0.6945,1,0,1
30,2,1.8011,1,1,1
30,1,0.5038,1,0,2
30,0,0.5042,1,1,0
30,2,0.7285,1,0,1
30,2,0.6956,1,1,1
30,1,0.6806,1,0,2
30,2,0.4867,0,0,1
30,1,0.4867,1,0,1
30,2,0.3609,1,1,1
30,1,0.5031,0,0,1
30,1,0.4238,1,1,1
30,2,0.3113,0,0,2
30,2,0.3429,1,0,1
30,1,0.4068,0,0,2
30,1,0.5189,1,0,1
30,0,0.3901,0,0,0
30,0,0.3595,1,1,0
30,2,0.3426,1,0,1
30,0,0.5489,0,0,0
30,1,0.4063,1,0,1
30,1,0.411,0,0,1
30,2,0.4856,0,0,1
30,0,0.5666,0,0,0
30,2,0.5673,0,0,1
30,0,0.4072,0,1,0
30,2,0.4871,0,0,2
30,1,0.3583,1,0,1
31,0,0.8311,1,1,0
31,1,1.2366,1,0,1
31,2,1.2855,1,0,2
31,0,1.0624,1,1,0
31,0,0.9893,1,1,0
31,1,1.1501,1,1,1
31,1,1.1892,1,1,1
31,1,1.41,1,0,2
31,0,1.2794,1,1,0
31,0,1.2212,0,1,0
31,1,0.8828,0,0,2
31,1,0.9351,1,1,1
31,1,0.9509,0,0,1
31,2,1.0461,1,0,1
31,2,1.3908,1,0,2
31,1,1.5106,1,1,1
31,1,1.0148,1,0,1
31,2,1.5581,1,0,1
31,2,0.8925,0,0,1
31,0,1.0523,1,0,0
31,1,1.0851,1,0,1
31,2,1.3876,1,0,2
31,1,1.2936,0,0,2
31,2,1.1825,1,1,1
31,0,1.1113,1,0,0
31,2,1.2789,1,1,1
31,1,0.7588,1,0,1
31,0,1.1102,1,1,0
31,1,1.0871,0,0,1
31,0,1.3343,1,0,0
31,2,1.0946,0,0,1
31,2,0.9263,1,1,1
31,0,0.9196,1,0,0
31,1,0.7623,1,1,1
31,2,1.007,1,0,2
31,1,1.2064,0,1,1
31,2,1.6227,1,0,2
31,1,0.6786,1,1,1
31,2,1.7445,1,0,1
31,1,0.8607,1,1,1
31,1,1.0239,1,1,1
31,2,1.5158,1,0,1
31,2,1.0652,1,0,1
31,0,0.9482,1,0,0
31,2,0.6631,1,1,1
31,1,0.9182,1,0,1
31,2,1.0215,1,1,1
31,0,0.7006,1,1,0
31,2,0.6566,1,1,1
31,0,1.0062,1,0,0
31,2,0.719,1,0,1
31,1,0.8685,1,1,1
31,0,0.7416,1,1,0
31,1,0.8337,0,0,1
31,2,0.7173,1,0,1
31,1,0.918,1,0,1
31,0,0.9336,1,0,0
31,0,0.7245,0,1,0
31,0,0.7335,1,0,0
31,1,0.9501,1,0,2
31,1,0.7622,0,0,2
31,1,0.8552,0,0,1
31,2,0.7686,1,1,1
31,2,0.9395,1,0,1
31,0,0.8646,1,1,0
31,2,0.9094,1,1,1
31,2,1.0132,1,0,2
31,0,1.0314,1,0,0
31,1,0.9391,0,0,2
31,2,0.7814,1,1,1
31,0,1.2029,1,0,0
31,1,0.7418,0,1,1
31,1,1.3893,1,0,1
31,1,0.8182,1,1,1
31,0,1.1329,1,0,0
31,2,0.7888,1,0,1
31,1,0.8785,1,1,1
31,1,1.1413,0,0,1
31,1,1.3272,1,0,2
31,0,0.6045,1,0,0
31,2,0.8128,0,1,1
31,0,0.8205,1,0,0
31,2,0.877,1,1,1
31,1,1.4053,1,0,1
31,0,0.8309,1,0,0
31,0,0.7897,1,0,0
31,1,1.0853,1,0,1
31,2,0.851,1,1,1
31,2,0.7328,1,0,2
31,0,0.8046,1,0,0
31,1,0.9667,0,1,1
31,2,1.1245,1,1,1
31,1,0.6913,1,0,2
31,2,0.8106,1,1,1
31,2,0.6546,1,0,1
31,1,0.7158,1,0,1
31,2,0.8674,1,1,1
31,1,0.9083,0,0,2
31,1,0.8697,1,1,1
31,1,0.6278,1,0,2
31,2,0.8517,0,0,1
31,1,1.1258,1,0,1
31,2,0.7742,1,1,1
31,1,1.221,0,0,1
31,0,0.9279,1,1,0
31,2,1.0605,1,1,1
31,1,1.228,1,1,1
31,1,0.9409,0,0,1
31,2,0.939,1,1,1
31,0,0.9154,1,0,0
31,2,1.1207,1,0,2
31,2,0.7911,1,0,1
31,2,0.8502,1,0,1
31,2,0.8167,1,1,1
31,2,1.0858,1,1,1
31,2,1.2337,1,0,1
31,2,1.0058,1,0,2
31,2,1.083,0,0,1
31,1,0.8994,1,1,1
31,1,0.9885,1,1,1
31,2,0.7813,1,0,1
31,2,0.5963,1,1,1
31,1,0.9661,1,1,1
31,2,1.0047,1,0,1
31,2,1.2277,1,0,2
31,2,0.8776,0,1,1
31,0,0.7939,1,0,0
31,1,1.3257,1,0,2
31,1,0.8776,1,1,1
31,2,0.8555,1,0,1
31,2,1.0512,1,0,1
31,2,0.7752,1,0,1
31,2,0.852,1,1,1
31,2,0.8988,1,0,1
31,0,0.8997,1,1,0
31,2,1.0562,0,0,2
31,1,0.8039,1,0,1
31,2,0.6705,1,0,1
31,1,0.8292,0,1,1
31,2,0.9421,1,0,2
31,0,1.0871,0,1,0
31,0,0.6894,1,1,0
31,0,0.8857,1,0,0
31,2,0.7802,1,1,1
31,2,0.8053,1,0,2
31,0,0.7709,1,1,0
31,1,0.6755,0,0,1
31,1,0.859,1,1,1
31,2,0.7629,1,1,1
31,0,1.2363,1,0,0
31,1,0.6686,1,0,1
31,1,0.659,0,0,2
31,2,1.3171,1,1,1
31,0,1.0036,1,1,0
31,0,0.949,1,0,0
31,1,0.6215,1,1,1
31,0,0.7236,1,1,0
31,0,0.7237,1,0,0
31,1,0.7234,1,0,1
31,0,0.5961,1,1,0
31,1,0.8769,1,0,1
31,1,0.9403,1,0,2
31,1,1.2178,1,0,1
31,2,0.7478,1,1,1
31,1,1.0674,1,0,1
31,2,0.8832,1,1,1
31,1,0.9166,1,1,1
31,2,1.0192,1,0,1
31,2,0.9717,1,0,2
31,0,0.9592,1,0,0
31,1,1.1825,1,0,1
31,1,0.8433,0,1,1
31,1,1.224,1,1,1
31,2,1.1821,1,0,2
31,0,1.1237,1,0,0
31,0,0.9072,0,0,0
31,2,1.0125,0,0,1
31,1,0.8514,1,0,1
31,1,0.8358,1,0,1
31,2,0.7956,0,0,1
31,1,0.8684,0,1,1
31,1,0.6187,1,1,1
31,0,1.0987,0,0,0
31,0,0.6989,1,0,0
31,0,0.6911,1,1,0
31,2,0.9234,1,0,1
31,0,0.7475,0,0,0
31,0,0.7563,1,0,0
31,2,0.8124,1,1,1
31,0,0.7305,1,1,0
31,2,0.9244,0,0,2
31,1,1.058,0,0,1
31,1,0.6604,1,1,1
31,2,0.7532,1,1,1
31,1,0.7092,1,0,2
31,1,0.6596,1,1,1
31,0,0.9163,0,0,0
31,0,1.0832,1,0,0
31,2,0.9956,0,0,2
31,0,0.7928,1,0,0
31,0,0.941,1,1,0
31,2,0.6487,0,0,1
31,1,1.0269,1,0,1
31,1,1.1525,1,0,2
31,0,0.8838,1,0,0
31,2,0.6673,1,0,1
31,1,1.1165,1,0,1
31,2,0.7465,1,1,1
31,1,0.7156,1,1,1
31,0,0.922,1,0,0
31,2,1.3212,1,1,1
31,2,0.8528,1,0,2
31,1,0.7859,1,0,2
31,1,0.7965,0,1,1
31,1,1.2832,0,0,2
31,1,0.882,1,1,1
31,1,0.7217,1,0,1
31,2,0.9473,1,0,1
31,1,1.0806,1,1,1
31,2,0.8023,1,1,1
31,2,0.9569,1,0,1
31,0,0.7303,0,1,0
31,1,0.868,1,0,1
31,2,1.1213,1,0,1
31,1,0.7337,1,1,1
31,1,0.8103,1,0,1
31,2,0.9787,0,1,1
31,1,0.7462,1,1,1
31,1,1.0427,1,0,1
31,0,0.677,1,0,0
31,0,0.755,1,0,0
31,1,0.5057,1,0,2
31,0,1.1477,0,1,0
31,2,0.6746,1,0,1
31,2,0.8664,0,1,1
31,2,1.1542,1,1,1
31,2,1.2148,1,0,1
31,0,1.1697,0,1,0
31,1,0.6417,1,0,1
31,2,1.0243,0,0,1
32,0,0.9695,1,1,0
32,0,1.0952,1,0,0
32,1,1.0132,1,1,1
32,1,1.3365,1,0,1
32,2,1.1608,0,0,1
32,2,0.8791,1,0,2
32,0,1.7769,0,0,0
32,0,0.8002,0,0,0
32,1,0.5954,1,0,1
32,1,1.081,1,0,2
32,2,1.1929,0,1,1
32,2,1.1061,0,1,1
32,1,0.731,1,0,1
32,0,1.2273,1,1,0
32,2,0.9712,1,0,1
32,0,0.7612,1,1,0
32,0,1.1478,1,0,0
32,2,0.8492,1,0,1
32,1,1.0423,1,1,1
32,1,1.2982,1,1,1
32,0,0.8884,1,1,0
32,1,1.3909,1,0,1
32,1,1.7777,0,0,2
32,1,1.5671,1,1,1
32,0,0.9781,1,0,0
32,0,1.185,1,1,0
32,0,0.7605,1,0,0
32,1,1.0646,1,1,1
32,2,1.107,1,0,1
32,0,0.88,1,1,0
32,0,0.8649,1,1,0
32,2,1.0334,1,0,1
32,1,1.3542,1,0,1
32,2,0.697,1,1,1
32,1,0.8585,1,1,1
32,2,1.1169,0,1,1
32,0,1.0662,0,0,0
32,0,0.7927,1,0,0
32,0,1.6581,1,1,0
32,2,0.7622,1,1,1
32,0,0.6517,1,0,0
32,1,0.6827,1,1,1
32,0,1.1453,0,0,0
32,1,1.3445,0,0,1
32,2,1.0153,1,1,1
32,0,1.1607,0,1,0
32,2,0.9407,0,1,1
32,1,1.5124,1,1,1
32,0,1.0027,1,0,0
32,2,1.009,1,0,1
32,1,0.8386,1,0,1
32,2,1.0093,1,1,1
32,0,1.7863,1,0,0
32,1,0.8976,1,0,2
32,2,1.3859,1,1,1
32,2,1.2987,0,1,1
32,2,0.7699,1,0,1
32,0,0.7616,1,0,0
32,2,0.8566,1,1,1
32,1,0.6483,1,0,2
32,1,1.2951,1,1,1
32,1,1.4093,1,1,1
32,1,1.1183,1,0,1
32,1,1.241,1,0,1
32,1,1.0438,1,0,1
32,0,1.5372,1,1,0
32,1,1.0092,1,1,1
32,2,1.1121,1,0,1
32,2,2.0165,0,0,2
32,0,0.7605,1,1,0
32,0,0.7318,1,1,0
32,2,0.8977,0,1,1
32,1,1.7929,1,1,1
32,0,1.3842,1,0,0
32,2,0.9999,1,1,1
32,1,1.4666,1,0,1
32,1,0.8564,1,1,1
32,1,0.8944,1,1,1
32,0,0.8406,1,1,0
32,2,0.7997,1,0,2
32,2,0.9854,1,0,2
32,0,0.8719,1,1,0
32,2,1.0587,1,0,1
32,2,0.6909,1,1,1
32,1,1.241,1,0,1
32,2,0.9069,1,0,2
32,0,0.8568,1,0,0
32,2,0.9932,1,0,1
32,2,1.7065,1,1,1
32,0,0.7916,1,1,0
32,1,1.3289,1,1,1
32,2,1.3462,1,0,2
32,0,0.9519,1,0,0
32,0,1.0017,1,0,0
32,1,0.828,1,0,1
32,2,1.0252,1,1,1
32,2,0.984,0,0,2
32,2,0.7769,1,0,1
32,0,0.8263,1,1,0
32,1,0.9536,1,0,2
32,2,0.9139,0,0,2
32,1,0.8504,1,1,1
32,0,0.6437,1,0,0
32,2,1.1776,1,0,1
32,0,1.0017,1,1,0
32,2,0.6564,1,0,1
32,2,0.9688,1,1,1
32,2,0.6623,1,1,1
32,2,0.7679,1,0,2
32,1,1.2422,1,0,1
32,0,0.6308,1,0,0
32,2,1.0249,1,0,2
32,2,0.819,1,1,1
32,1,0.7978,1,1,1
32,2,0.6964,1,1,1
32,1,1.1356,1,1,1
32,2,1.2567,1,0,2
32,1,1.3774,1,0,1
32,1,0.6543,1,0,1
32,1,0.8433,1,0,2
32,2,0.9827,1,0,1
32,1,0.5918,1,1,1
32,1,0.8021,1,1,1
32,0,1.1049,1,0,0
32,1,0.6012,1,0,1
32,2,1.2478,1,0,2
32,0,0.9603,1,0,0
32,2,0.9928,1,0,1
32,1,0.8812,1,0,1
32,2,0.8237,1,0,2
32,0,1.2099,1,1,0
32,0,0.8878,1,0,0
32,1,0.7447,1,0,2
32,0,1.4329,1,1,0
32,1,0.7329,1,0,1
32,2,0.6826,1,0,2
32,2,1.4455,0,1,1
32,1,1.4644,1,1,1
32,1,0.6949,1,0,1
32,2,0.8958,1,0,1
32,2,0.8807,1,1,1
32,2,0.976,1,0,1
32,2,1.552,1,0,2
32,2,0.8222,0,1,1
32,0,1.6879,1,0,0
32,2,0.8078,1,0,1
32,1,0.991,1,0,2
32,2,1.1204,1,0,1
32,2,1.399,1,1,1
32,1,0.9,1,1,1
32,1,1.2727,1,1,1
32,1,1.1116,1,1,1
32,1,1.1348,0,0,1
32,2,1.1834,1,0,2
32,2,0.6514,1,0,1
32,1,0.5932,1,0,1
32,2,0.8554,1,0,1
32,0,0.9281,1,0,0
32,0,0.9288,1,0,0
32,0,0.7833,1,0,0
32,1,1.1108,1,0,2
32,2,1.1353,0,1,1
32,1,1.2476,0,0,1
32,2,0.9418,1,1,1
32,2,0.9124,1,0,1
32,2,0.751,1,0,1
32,1,1.2961,1,0,2
32,1,0.9116,1,0,2
32,2,1.1029,1,0,1
32,1,1.005,1,1,1
32,1,0.7008,1,0,2
32,2,0.7227,1,0,1
32,2,1.4571,1,1,1
32,2,0.7058,1,0,1
32,2,0.5418,1,0,1
32,2,1.2715,1,0,1
32,1,0.6067,1,0,1
32,1,0.7601,1,0,1
32,1,1.0955,0,0,1
32,0,0.671,1,0,0
32,1,0.7923,1,0,2
32,1,1.1828,1,0,2
32,2,0.974,1,0,1
32,1,0.7995,1,0,1
32,2,0.9828,1,1,1
32,1,0.7338,1,0,2
32,2,0.7329,1,0,1
32,0,0.9985,0,0,0
32,0,1.1526,1,0,0
32,2,0.9685,1,1,1
32,1,0.9524,1,1,1
32,1,0.694,1,0,1
32,1,1.2888,1,1,1
32,1,0.7534,1,0,2
32,0,0.6299,1,0,0
32,0,0.937,1,1,0
32,1,1.1522,1,1,1
32,1,0.9724,1,1,1
32,1,0.8784,1,1,1
32,1,0.8562,1,1,1
32,1,1.5408,1,1,1
32,1,1.0923,1,0,1
32,1,0.8295,1,1,1
32,1,1.2616,1,1,1
32,1,0.942,1,0,1
32,1,1.2679,1,1,1
32,1,0.8871,1,0,1
32,2,1.0529,1,0,1
32,1,0.9281,1,0,1
32,0,0.7203,1,0,0
32,2,1.3017,0,1,1
32,2,0.7657,1,0,2
32,0,0.8139,1,0,0
32,2,0.9267,1,1,1
32,1,1.0111,1,0,1
32,0,0.7187,1,0,0
32,2,0.8068,1,0,1
32,2,1.4639,0,1,1
32,1,1.4187,0,0,2
32,2,0.9997,1,0,1
32,2,1.6879,1,1,1
32,1,0.79,1,0,1
32,2,0.6788,1,0,1
32,2,0.9264,1,0,1
32,0,1.3594,1,1,0
32,0,0.6738,1,0,0
32,0,1.1107,1,0,0
32,2,1.0382,1,1,1
32,0,1.063,1,1,0
32,2,1.182,1,0,1
32,0,1.2067,1,1,0
32,1,0.855,1,0,1
32,0,0.7558,1,0,0
32,2,1.4967,1,1,1
32,1,0.7811,1,1,1
32,2,0.8167,1,0,2
32,1,0.9911,1,0,2
32,1,0.6942,1,0,1
32,2,0.7485,1,1,1
33,1,1.2873,0,0,1
33,1,1.0188,1,1,1
33,2,1.4916,1,0,1
33,2,0.9208,1,0,1
33,1,1.026,1,0,1
33,2,1.1763,1,0,1
33,1,0.5248,1,1,1
33,0,1.0098,0,1,0
33,1,1.2508,0,1,1
33,2,0.7533,1,1,1
33,1,1.099,1,0,1
33,2,0.6733,1,1,1
33,1,1.3559,0,0,1
33,2,0.9136,1,0,1
33,1,0.739,0,1,1
33,1,1.1011,0,1,1
33,1,0.5324,0,0,1
33,1,1.0093,1,1,1
33,0,1.2349,0,0,0
33,0,1.2255,1,0,0
33,0,0.9614,1,1,0
33,2,2.2976,0,0,2
33,1,0.6981,1,1,1
33,1,1.0249,1,1,1
33,2,1.4188,1,1,1
33,2,0.8379,1,0,1
33,2,0.7224,1,0,1
33,0,1.022,1,0,0
33,1,0.9651,1,1,1
33,0,0.7927,1,1,0
33,2,1.052,1,0,1
33,0,1.0968,1,0,0
33,0,1.3308,1,1,0
33,1,0.9708,1,0,1
33,0,0.9538,0,0,0
33,1,0.7611,0,1,1
33,1,1.2898,1,1,1
33,0,1.3717,1,1,0
33,2,0.7647,0,1,1
33,1,1.0022,1,0,2
33,2,0.9163,1,0,1
33,1,1.4304,0,0,1
33,2,1.0652,1,1,1
33,0,0.7677,1,0,0
33,0,1.0421,1,1,0
33,2,0.9605,1,1,1
33,1,0.7704,1,1,1
33,2,0.8346,1,1,1
33,0,1.0229,1,0,0
33,1,1.1762,0,0,1
33,1,0.9688,1,0,1
33,2,1.291,1,1,1
33,1,0.7444,1,0,2
33,1,0.9359,1,1,1
33,1,1.2025,1,0,1
33,1,0.9136,1,1,1
33,1,0.8585,0,0,1
33,1,1.3755,1,0,2
33,2,0.9121,1,0,1
33,1,1.3821,1,0,2
33,2,1.0921,1,0,2
33,1,1.1612,1,0,1
33,1,1.5457,1,1,1
33,0,0.7042,1,1,0
33,1,0.793,1,1,1
33,1,1.6578,0,1,1
33,1,0.5371,0,0,1
33,1,1.3199,1,1,1
33,1,0.8572,1,0,2
33,2,0.8174,0,0,1
33,1,1.0892,0,0,1
33,2,0.9291,0,1,1
33,2,1.1061,1,0,2
33,1,0.9652,0,0,1
33,2,1.219,1,1,1
33,0,0.8103,1,0,0
33,1,0.823,0,0,1
33,1,0.7068,1,0,1
33,2,0.8226,1,0,1
33,1,0.7606,0,1,1
33,2,1.1673,1,1,1
33,1,0.9335,1,0,1
33,1,0.7926,0,1,1
33,2,2.0159,0,0,2
33,1,0.6635,1,0,1
33,0,1.4329,0,0,0
33,1,1.4238,1,0,1
33,1,0.945,1,0,2
33,2,0.8828,0,0,2
33,0,0.9916,1,0,0
33,0,1.0642,0,0,0
33,0,0.4326,0,1,0
33,2,0.5051,1,1,1
33,0,0.785,0,0,0
33,0,0.6493,0,1,0
33,2,0.3927,0,0,1
33,1,0.8021,1,0,2
33,0,1.0328,1,1,0
33,2,1.0232,1,1,1
33,0,0.9591,1,0,0
33,0,0.9355,0,0,0
33,1,0.882,1,1,1
33,1,0.8645,1,0,2
33,0,1.6359,1,1,0
33,1,1.2172,0,1,1
33,0,1.4655,0,0,0
33,0,0.8099,0,1,0
33,1,0.9536,0,0,2
33,1,0.6812,1,1,1
33,1,1.0721,1,0,2
33,1,0.7454,1,1,1
33,2,0.928,1,0,2
33,2,0.921,1,0,1
33,0,0.9924,1,0,0
33,0,1.0871,0,1,0
33,2,1.346,1,1,1
33,2,0.7843,0,0,1
33,0,0.7249,1,1,0
33,0,0.8096,1,1,0
33,2,1.1192,0,1,1
33,2,2.4088,0,0,1
33,0,0.9437,0,1,0
33,0,1.0783,1,1,0
33,2,0.682,1,0,2
33,2,0.6651,0,0,1
33,2,0.9612,0,0,1
33,0,0.9283,0,0,0
33,2,1.294,0,0,1
33,2,0.8802,1,1,1
33,2,1.04,1,0,2
33,2,0.895,1,0,2
33,1,0.9922,1,1,1
33,1,0.8897,1,0,1
33,1,0.8798,0,0,1
33,1,1.0483,0,0,2
33,2,0.5603,1,0,2
33,2,0.7776,1,1,1
33,2,0.9459,1,1,1
33,0,0.8949,1,0,0
33,1,0.8557,0,0,1
33,2,0.4546,1,0,2
33,1,0.7115,1,1,1
33,1,0.6566,1,0,2
33,0,0.794,1,1,0
33,2,1.1616,1,1,1
33,0,0.5475,1,0,0
33,1,0.7283,1,0,2
33,2,1.3525,0,0,1
33,1,1.1563,0,0,1
33,0,1.2472,0,1,0
33,2,0.7979,1,1,1
33,0,0.6173,1,0,0
33,2,1.4982,0,0,1
33,0,1.5352,1,1,0
33,0,1.5402,0,0,0
33,0,0.95,1,1,0
33,2,0.6797,0,0,1
33,2,0.4139,1,0,2
33,2,0.5867,1,1,1
33,0,1.0709,0,0,0
33,1,0.6871,1,1,1
33,2,0.6946,0,0,1
33,2,0.6396,1,1,1
33,1,1.006,1,1,1
33,2,0.4405,0,1,1
33,1,0.4549,0,0,2
33,2,1.8391,0,1,1
33,0,0.3177,0,0,0
33,2,0.6772,0,0,1
33,2,0.7039,1,1,1
33,2,0.9193,0,0,1
33,1,0.7926,1,1,1
33,1,0.359,1,0,2
33,2,0.7762,1,1,1
33,2,1.1749,1,0,2
33,0,0.7391,1,0,0
33,2,1.2067,1,0,1
33,0,0.6404,1,0,0
33,2,0.8897,0,0,1
33,2,0.8496,0,0,1
33,2,0.694,1,1,1
33,0,0.4079,1,0,0
33,0,0.5845,1,0,0
33,1,1.1421,1,1,1
33,0,0.7925,0,0,0
33,0,0.3626,0,1,0
33,2,0.5257,1,0,1
33,0,0.6316,1,0,0
33,1,1.1917,1,1,1
33,1,1.0077,0,0,1
33,1,1.6649,1,1,1
33,0,0.9416,0,0,0
33,1,0.8946,0,0,1
33,1,0.727,1,1,1
33,2,0.9827,0,0,2
33,1,1.04,0,1,1
33,2,0.934,1,1,1
33,0,1.0952,1,1,0
33,1,0.9682,1,0,1
33,1,0.8559,1,0,1
33,1,0.9732,0,0,1
33,2,1.2147,1,0,2
33,1,0.9669,1,0,1
33,1,1.0393,1,0,1
33,1,0.5591,1,0,1
33,0,1.4724,0,0,0
33,2,1.022,1,1,1
33,2,0.7351,0,1,1
33,2,0.6792,0,1,1
33,2,2.3906,1,0,1
33,0,0.8125,1,0,0
33,1,1.5271,0,0,2
33,0,0.9346,1,0,0
33,0,0.9587,0,0,0
33,0,1.9589,0,0,0
33,2,0.7052,1,1,1
33,2,0.6458,0,0,1
33,2,0.6046,0,0,1
33,2,0.5625,1,1,1
33,0,0.5317,1,0,0
33,1,1.1672,1,0,2
33,2,0.6228,0,0,2
33,2,0.6798,0,0,1
33,1,0.4552,1,0,2
33,0,1.5508,0,1,0
33,2,0.9759,1,0,2
33,1,0.8455,0,0,1
33,2,1.5768,1,0,1
33,2,0.7585,1,0,1
33,1,2.0463,1,0,1
33,2,0.6269,1,0,1
33,2,0.3584,1,0,2
33,2,1.5737,0,1,1
34,0,1.1229,1,0,0
34,2,1.0673,1,0,1
34,2,0.8256,1,0,1
34,1,0.7131,1,0,2
34,2,0.5717,1,0,2
34,1,0.6905,1,0,1
34,1,0.6257,1,1,1
34,0,0.6971,1,0,0
34,1,0.6422,0,0,1
34,1,0.7289,1,0,2
34,1,0.833,1,1,1
34,0,0.8236,0,0,0
34,1,0.6674,1,1,1
34,2,0.9041,1,0,2
34,1,0.5644,1,1,1
34,1,0.8257,0,0,1
34,1,0.6368,1,1,1
34,0,0.8918,1,0,0
34,2,0.8519,1,0,1
34,0,0.6178,1,0,0
34,1,0.5545,0,0,2
34,1,0.7413,1,1,1
34,1,0.6592,1,0,1
34,1,0.7851,0,1,1
34,0,0.6819,1,1,0
34,0,0.6044,1,0,0
34,1,0.7055,1,1,1
34,1,0.7397,1,0,1
34,0,0.5228,1,0,0
34,2,0.6176,1,0,1
34,0,0.7155,1,0,0
34,2,0.5719,1,0,1
34,0,0.9958,1,0,0
34,1,0.8433,1,1,1
34,0,0.7785,0,0,0
34,2,0.7382,0,1,1
34,2,0.7625,1,1,1
34,1,0.5377,1,0,1
34,1,0.5795,1,0,2
34,1,0.4504,1,0,1
34,0,0.7143,0,0,0
34,2,0.6982,1,1,1
34,1,0.6901,0,0,2
34,2,0.6316,1,1,1
34,0,0.8746,1,0,0
34,0,0.6891,1,0,0
34,2,0.8259,1,1,1
34,2,0.8573,1,0,1
34,1,0.5072,1,0,1
34,0,0.5051,1,0,0
34,2,0.4079,1,0,2
34,0,0.5469,1,0,0
34,1,0.5703,1,0,2
34,1,0.9473,1,1,1
34,2,0.7285,1,1,1
34,2,0.8026,1,1,1
34,1,0.7379,1,0,1
34,1,0.6246,1,0,1
34,2,0.7155,0,0,1
34,2,0.8672,1,1,1
34,1,0.6972,1,0,1
34,1,0.6583,1,0,1
34,1,0.4574,1,0,1
34,0,0.5941,1,0,0
34,0,0.5923,1,1,0
34,1,0.5771,1,0,1
34,0,0.8573,1,0,0
34,0,0.6544,1,1,0
34,2,0.5784,1,0,2
34,2,0.7786,0,0,1
34,1,0.6416,0,1,1
34,1,0.9716,1,1,1
34,0,0.8478,1,1,0
34,1,0.9053,1,0,1
34,0,0.7529,1,0,0
34,1,0.7117,1,1,1
34,2,0.739,0,1,1
34,1,0.7449,1,0,1
34,1,0.8271,0,0,1
34,2,1.2006,0,0,1
34,1,0.6674,1,1,1
34,2,1.1602,1,1,1
34,2,0.8022,1,1,1
34,2,0.6412,0,1,1
34,2,1.0428,1,1,1
34,2,0.8346,1,1,1
34,1,0.6568,1,0,1
34,1,1.3215,0,0,1
34,0,1.0173,1,0,0
34,1,0.7057,1,0,2
34,0,0.4973,1,1,0
34,0,0.7512,1,1,0
34,0,0.4176,1,1,0
34,2,0.7629,1,1,1
34,2,0.9074,1,0,1
34,1,0.8004,0,0,2
34,0,0.5303,1,1,0
34,1,0.9771,1,1,1
34,1,0.596,1,0,2
34,1,0.6811,1,1,1
34,2,0.5618,1,0,2
34,0,0.8172,0,1,0
34,2,0.5688,1,0,1
34,0,1.0478,0,1,0
34,2,0.6004,1,0,2
34,2,0.6084,1,0,1
34,0,0.6815,1,0,0
34,0,0.7776,1,1,0
34,2,0.7866,1,1,1
34,0,0.6631,1,1,0
34,0,0.6812,1,1,0
34,2,0.689,1,0,2
34,1,0.61,1,1,1
34,1,0.89,1,0,2
34,1,1.4405,0,0,1
34,0,0.6005,1,0,0
34,1,0.6663,1,0,2
34,0,0.5128,1,0,0
34,1,0.8254,1,1,1
34,1,0.6961,0,1,1
34,2,0.5372,1,1,1
34,2,0.4152,1,0,2
34,1,0.454,1,0,1
34,2,0.6233,1,0,1
34,1,0.6414,1,0,2
34,1,0.5926,1,0,2
34,1,0.6016,1,1,1
34,2,0.8808,1,1,1
34,1,1.5579,0,0,1
34,1,0.7519,1,0,1
34,0,0.6406,1,0,0
34,2,1.0167,1,0,1
34,2,0.5123,1,0,1
34,2,0.7137,1,1,1
34,2,0.9685,1,0,1
34,2,0.4854,1,0,1
34,2,0.6953,0,0,1
34,1,0.6904,1,0,1
34,1,0.6316,1,1,1
34,1,0.7192,1,1,1
