subj_idx,rwdType,rt,response,tgtPos,colMatch
2,2,0.6091,0,1,1
2,0,0.5551,1,0,0
2,1,0.4958,0,0,1
2,1,0.6991,1,0,2
2,1,0.543,1,1,1
2,1,0.5762,0,1,1
2,0,0.8505,1,0,0
2,0,0.64,1,1,0
2,0,0.6766,1,0,0
2,2,0.5699,0,0,2
2,2,0.6747,1,0,1
2,2,0.4088,1,0,1
2,1,0.6911,1,0,1
2,1,0.5483,1,0,1
2,1,0.8346,0,1,1
2,2,0.5313,0,0,1
2,1,0.7542,0,1,1
2,0,0.7704,1,0,0
2,2,0.7947,1,1,1
2,0,0.632,1,0,0
2,2,1.2536,1,0,1
2,1,0.69,1,1,1
2,2,1.3459,1,1,1
3,0,0.8144,1,0,0
3,0,1.483,1,1,0
3,1,0.9537,1,1,1
3,2,0.7952,1,1,1
3,2,0.9737,0,0,1
3,0,2.0109,0,0,0
3,1,0.8133,1,1,1
3,1,0.8043,1,1,1
3,2,0.7151,1,1,1
3,0,1.94,1,0,0
3,2,0.9592,1,1,1
3,0,1.3075,1,0,0
3,2,1.0657,1,1,1
3,0,1.1087,1,0,0
3,1,1.0045,1,0,1
3,2,0.8908,1,0,2
3,2,0.9297,1,1,1
3,0,1.1871,1,0,0
3,1,0.8195,1,0,1
3,1,0.8405,1,1,1
3,2,0.7687,1,0,2
3,2,0.5946,1,0,1
3,2,1.0192,0,0,1
3,1,0.9484,1,0,1
3,1,1.3237,1,0,2
3,2,0.7452,1,1,1
3,1,0.8752,1,1,1
3,1,0.78,1,1,1
3,1,0.8032,1,1,1
3,1,0.7317,1,1,1
3,1,0.8966,0,1,1
3,2,0.7152,0,0,1
3,0,0.7476,1,0,0
3,0,0.9681,1,0,0
3,1,1.1075,1,1,1
3,1,1.1081,0,0,1
3,2,0.9381,1,0,1
3,2,1.0982,0,1,1
3,1,0.8975,1,1,1
3,1,1.2748,1,0,1
3,2,0.8897,1,1,1
3,0,0.7706,1,1,0
3,0,0.9218,1,0,0
3,0,1.0748,1,0,0
3,2,1.2409,0,0,1
3,2,0.93,1,0,1
3,1,2.1123,0,1,1
3,1,1.5375,0,1,1
3,1,0.8898,1,0,1
3,1,0.9408,1,0,1
3,1,0.8552,1,1,1
3,1,0.809,0,0,1
3,0,1.1058,1,0,0
3,2,1.1952,1,1,1
3,1,0.7494,1,1,1
3,2,0.8587,1,0,1
3,0,0.967,1,1,0
3,2,0.9084,1,0,1
3,2,1.1625,1,0,1
3,1,0.8431,1,0,1
3,1,0.7027,1,1,1
3,1,0.8259,0,1,1
3,0,0.6657,1,0,0
3,1,0.7299,1,1,1
3,1,1.3629,1,0,1
3,0,0.626,1,1,0
3,0,1.0489,0,1,0
3,1,0.9231,1,0,1
3,0,0.7542,1,0,0
3,1,0.6977,1,0,1
3,2,0.6799,1,0,2
3,2,0.933,0,0,1
3,1,1.3859,1,0,2
3,0,1.2858,1,0,0
3,1,1.5149,1,0,1
3,2,0.7577,1,0,2
3,0,0.6336,1,0,0
3,2,1.225,0,1,1
3,2,0.6971,1,1,1
3,2,0.9775,1,1,1
3,0,0.8658,1,1,0
3,2,0.8482,0,0,1
3,2,1.273,1,0,1
3,1,1.28,1,0,1
3,0,0.8239,1,1,0
3,0,1.0551,1,1,0
3,1,1.552,1,0,2
3,0,0.9689,0,1,0
3,1,1.001,0,0,2
3,1,0.7045,1,0,2
3,1,0.8129,1,1,1
3,0,1.0823,1,0,0
3,2,1.5842,1,0,2
3,2,0.9688,1,0,2
3,0,0.9003,1,0,0
3,1,0.7772,1,0,2
3,1,0.7914,1,0,2
3,0,1.3623,1,0,0
3,2,1.8246,1,1,1
3,0,0.9832,1,1,0
3,2,0.729,1,1,1
3,2,1.0482,0,0,1
3,1,1.3944,0,0,1
3,1,1.1222,1,0,1
3,1,0.9026,0,0,1
3,2,0.8965,0,1,1
3,0,0.9042,1,1,0
3,1,1.0009,1,0,2
3,0,1.1051,0,0,0
3,1,0.5375,1,0,2
3,2,0.8142,1,0,2
3,1,1.2157,0,0,1
3,2,1.1756,0,0,1
3,0,0.7919,0,1,0
3,2,0.9524,0,1,1
3,2,0.8804,0,1,1
3,2,1.1118,1,0,1
3,2,0.9285,0,1,1
3,1,0.5529,1,1,1
3,0,0.9758,1,0,0
3,1,1.3284,1,1,1
3,2,0.8808,1,0,2
3,2,0.9283,1,0,1
3,2,0.9351,1,0,1
3,1,1.1932,1,1,1
3,0,1.0606,1,1,0
3,0,1.0816,1,0,0
3,0,0.9759,1,1,0
3,0,1.3775,1,1,0
3,2,1.114,1,0,1
3,1,0.8679,1,0,1
3,1,0.777,1,0,1
3,1,1.0084,1,1,1
3,2,0.7763,1,0,1
3,1,0.9883,1,1,1
3,2,0.8481,1,0,2
3,1,0.9215,1,1,1
3,2,0.7746,1,0,1
3,1,1.0408,1,0,1
3,2,1.2228,0,1,1
3,0,0.7937,1,0,0
3,0,0.8243,1,0,0
3,0,1.1602,1,1,0
3,0,1.0626,1,0,0
3,0,0.9099,1,0,0
3,1,0.8649,1,0,2
3,0,1.199,0,0,0
3,0,1.5944,1,0,0
3,0,0.745,1,1,0
3,0,0.6251,1,0,0
3,2,1.0151,1,0,1
3,2,1.1516,1,1,1
3,0,0.9601,1,1,0
3,2,0.895,1,0,1
3,1,1.182,1,0,1
3,0,0.9038,1,1,0
3,1,0.833,1,0,1
3,1,1.0777,1,0,2
3,1,0.7747,1,1,1
3,1,0.9331,1,0,1
3,1,1.4404,1,1,1
3,2,0.6414,1,0,1
3,2,1.096,1,1,1
3,2,1.0727,1,0,1
3,0,0.8297,1,1,0
3,1,0.9124,1,1,1
3,0,0.9085,1,0,0
3,0,0.8626,0,0,0
3,2,0.9667,1,0,2
3,0,0.7998,0,0,0
3,2,0.8969,1,1,1
3,2,1.0322,1,0,1
3,2,0.8812,1,1,1
3,2,0.7855,1,1,1
3,2,0.7125,1,1,1
3,1,0.9829,1,1,1
3,1,0.9284,1,0,1
3,2,0.8072,1,1,1
3,1,1.1523,1,0,2
3,2,1.0743,0,0,1
3,1,0.7375,1,0,1
3,0,1.1291,1,1,0
3,2,1.1032,1,1,1
3,2,0.8254,1,0,2
3,2,0.969,0,1,1
3,1,1.191,1,0,2
3,2,1.179,1,1,1
3,0,1.0201,1,0,0
3,1,1.1837,1,1,1
3,2,1.0127,1,1,1
3,1,1.0175,1,1,1
3,2,1.0798,1,0,1
3,0,0.7691,1,1,0
3,1,0.8218,1,1,1
3,2,1.1743,0,0,2
3,0,0.6599,1,0,0
3,2,0.7839,1,0,1
3,1,1.2224,0,0,1
3,1,0.8627,1,0,1
3,0,1.0537,1,0,0
3,0,0.688,0,1,0
3,1,0.8252,1,0,2
3,2,0.7763,1,0,1
3,1,0.7697,1,0,1
3,1,0.8378,1,0,1
3,2,1.0686,1,1,1
3,1,1.0225,1,1,1
3,0,0.9297,1,1,0
3,1,1.1338,1,0,2
3,1,0.7653,1,1,1
3,1,0.8427,1,0,1
3,1,0.9219,0,0,2
3,2,1.1579,1,0,1
3,2,0.7911,1,0,2
3,2,0.939,0,0,1
