"subj_idx","rt","response","rwdType","tgtPos","colPos","colMatch"
4,0.526,1,1,3,1,1
4,0.84,0,1,1,2,1
4,0.569,1,1,1,3,1
4,0.616,1,1,3,1,1
5,0.683065,1,0,2,0,0
5,0.839745,1,1,2,1,1
5,0.7769500001,1,0,2,0,0
5,0.875545,1,1,2,3,1
5,0.676215,1,0,2,0,0
5,0.53605,1,1,3,2,1
5,0.6085950001,1,1,1,3,1
5,0.6934099998,1,1,3,2,1
5,0.4428300001,1,0,2,0,0
5,0.531375,1,0,3,0,0
5,0.4410000001,1,1,3,2,1
5,0.4329899999,1,1,3,2,1
5,0.3851450002,1,1,3,2,1
5,0.5699200002,1,1,1,2,1
5,0.4112799999,1,1,3,1,1
5,0.716035,1,1,1,2,1
5,0.5583299999,1,1,1,3,1
5,0.39549,1,0,3,0,0
5,0.616345,1,0,3,0,0
5,0.4496500001,1,0,3,0,0
5,0.5929050001,1,0,1,0,0
5,0.5224650002,1,0,1,0,0
5,0.8690849999,0,1,3,1,1
5,0.8534949999,1,1,2,1,1
5,0.47251,1,0,3,0,0
5,0.6811149998,1,1,1,2,1
5,0.9445549999,1,1,1,3,1
5,0.3660199998,1,1,3,1,1
5,0.4859849999,1,1,3,2,1
5,0.763425,0,1,2,1,1
5,1.159105,1,1,3,2,1
5,0.4961000001,1,1,2,3,1
5,0.3979499999,1,1,3,1,1
5,0.66411,1,1,1,2,1
5,0.5709599999,1,0,1,0,0
5,0.6213250002,1,0,1,0,0
5,0.4877799999,1,1,2,1,1
5,0.423215,1,1,3,1,1
5,0.6418299999,1,1,2,3,1
5,0.621575,1,0,1,0,0
5,0.5353400002,1,1,1,3,1
5,0.6554,1,0,1,0,0
5,0.667905,1,0,2,0,0
5,0.5669499999,1,1,2,1,1
5,0.8325450001,1,1,1,2,1
5,0.7119049998,1,1,1,2,1
5,0.6100300001,1,0,2,0,0
5,0.4852,1,1,3,1,1
5,0.450465,1,0,3,0,0
5,0.6529699999,1,0,1,0,0
5,1.76228,0,1,2,1,1
5,0.6276200002,1,1,2,1,1
5,0.61347,1,1,2,3,1
5,0.7806500001,1,1,1,3,1
5,0.5437400001,1,0,3,0,0
5,0.563905,1,1,2,3,1
5,0.536355,0,1,1,3,1
5,0.6312249999,1,0,1,0,0
5,0.399305,1,0,3,0,0
5,0.3752049999,1,1,3,1,1
5,0.6076700001,1,1,1,3,1
5,0.4420950001,1,1,3,2,1
5,0.5093700001,1,1,1,2,1
5,0.377935,1,1,3,2,1
5,0.458875,1,1,3,1,1
5,0.6180800002,1,1,2,3,1
5,0.5062149998,1,0,1,0,0
5,0.5751499999,1,1,1,2,1
5,0.5978399999,0,0,2,0,0
5,0.568825,1,1,2,3,1
5,0.6439349998,0,0,2,0,0
5,0.8231899999,1,1,3,2,1
5,0.5823649999,1,0,2,0,0
5,0.5436500001,1,0,2,0,0
5,0.505165,1,1,2,1,1
5,1.912575,1,0,3,0,0
5,0.7164150001,1,1,3,1,1
5,0.7494350001,1,1,2,1,1
5,0.7398599999,1,1,2,3,1
5,0.7699450001,1,1,1,2,1
5,0.573995,1,1,1,2,1
5,0.4601949998,1,1,3,1,1
5,0.53636,1,1,1,3,1
5,0.633955,1,1,1,3,1
5,0.6851550001,1,1,1,3,1
5,0.623045,1,1,2,3,1
5,0.5984200002,1,1,2,1,1
5,0.6699900001,0,0,1,0,0
5,0.450835,1,1,2,3,1
5,0.4034899999,1,0,3,0,0
6,1.097,1,1,1,3,1
6,1.118,1,1,3,1,1
6,1.156,1,0,2,0,0
6,2.096,0,1,3,1,1
6,0.687,1,1,3,1,1
6,1.067,1,0,1,0,0
6,1.101,0,1,1,3,1
6,1.061,1,1,1,3,1
6,0.479,1,1,3,1,1
6,1.151,0,1,2,1,1
6,1.06,1,1,2,3,1
6,0.887,0,0,2,0,0
6,0.983,1,0,2,0,0
6,1.12,1,1,3,2,1
6,1.055,1,1,1,3,1
6,1.025,1,1,1,2,1
6,0.835,1,1,3,1,1
6,0.998,1,0,1,0,0
6,0.869,1,0,1,0,0
6,0.919,1,1,1,2,1
6,0.914,1,1,1,2,1
6,0.573,1,1,1,2,1
6,1.262,1,1,2,3,1
6,0.728,1,0,3,0,0
6,0.826,1,0,3,0,0
6,1.091,1,0,3,0,0
6,1.036,1,1,1,3,1
6,0.782,1,0,2,0,0
6,0.816,0,1,3,1,1
6,1.007,1,0,3,0,0
6,0.864,1,1,3,2,1
6,1.235,0,1,2,1,1
6,1.178,1,0,2,0,0
6,0.699,1,0,3,0,0
6,1.308,1,1,2,3,1
6,0.787,1,1,2,1,1
6,1.513,0,1,1,2,1
6,1.298,1,1,3,2,1
6,1.21,0,1,1,3,1
6,1.08,1,0,2,0,0
6,1.296,1,1,1,3,1
6,1.134,1,0,1,0,0
6,1.043,0,0,2,0,0
6,1.063,1,1,3,2,1
6,0.934,0,1,1,2,1
6,0.91,1,1,2,3,1
6,0.94,1,1,2,3,1
6,1.096,1,1,1,2,1
6,1.163,1,1,1,3,1
6,1.14,1,1,3,2,1
6,1.158,0,1,2,1,1
6,1.413,1,1,2,3,1
6,0.912,0,1,2,3,1
6,0.96,1,1,1,2,1
6,0.897,1,1,1,2,1
6,0.505,1,1,3,2,1
6,0.53,1,1,3,2,1
6,0.678,1,0,3,0,0
6,0.501,1,1,3,1,1
6,0.786,0,0,2,0,0
6,0.908,1,1,2,1,1
6,1.284,1,1,3,2,1
6,1.05,1,1,1,2,1
6,0.477,0,0,3,0,0
6,0.882,1,1,3,2,1
6,1.04,1,1,1,3,1
6,0.94,1,0,3,0,0
6,0.662,1,0,1,0,0
6,0.905,1,0,1,0,0
6,0.532,1,1,1,3,1
6,1.176,0,0,1,0,0
6,0.911,1,0,3,0,0
6,0.757,1,1,2,1,1
6,0.912,1,1,2,1,1
6,0.457,1,1,3,1,1
6,0.683,0,0,1,0,0
6,0.892,0,0,2,0,0
6,1.155,0,1,2,3,1
6,1.127,1,0,3,0,0
6,1.171,1,1,2,1,1
6,1.051,1,1,3,2,1
6,0.954,1,1,2,3,1
6,0.991,0,0,2,0,0
6,1.142,1,0,1,0,0
6,0.792,0,1,2,1,1
6,0.816,1,1,2,3,1
6,0.728,1,1,3,1,1
6,0.836,1,1,2,1,1
6,0.564,1,1,3,1,1
6,0.639,1,0,1,0,0
7,0.56813,1,0,1,0,0
7,0.945675,0,0,2,0,0
7,1.02725,1,1,3,2,1
7,0.88745,1,1,3,1,1
7,0.900825,1,1,2,3,1
7,0.88909,0,1,3,1,1
7,0.732125,1,1,1,3,1
7,0.716715,1,0,1,0,0
7,1.07334,0,1,2,3,1
7,0.656515,1,0,3,0,0
7,1.22868,1,1,2,1,1
7,0.908715,1,1,2,1,1
7,0.796045,1,1,2,3,1
7,0.715255,1,1,1,2,1
7,0.803185,1,1,1,2,1
7,1.2536,1,0,1,0,0
7,0.61992,1,1,3,2,1
7,1.01015,1,1,1,2,1
7,0.93847,1,1,1,3,1
7,1.409925,1,1,2,1,1
7,0.732845,1,0,3,0,0
7,1.233865,1,1,1,3,1
7,0.83749,1,0,3,0,0
7,0.75443,1,1,3,2,1
7,0.84629,1,1,1,3,1
7,0.750245,1,1,3,1,1
7,1.50095,1,1,2,1,1
7,0.63791,1,1,1,2,1
7,0.65184,1,1,3,2,1
7,1.05308,1,0,2,0,0
7,0.74923,1,1,1,3,1
7,0.66779,1,1,3,1,1
7,0.819345,1,0,1,0,0
7,0.88005,1,1,1,2,1
7,0.738125,1,1,3,1,1
7,0.655135,1,0,2,0,0
7,0.669425,1,0,1,0,0
7,1.1315,0,1,2,3,1
7,0.865985,1,1,3,1,1
7,0.70001,1,0,3,0,0
7,0.68726,1,1,1,3,1
7,0.807135,0,1,2,3,1
7,0.70925,0,0,2,0,0
7,0.660635,1,0,3,0,0
7,0.71557,1,1,2,1,1
7,0.934615,0,1,2,3,1
7,0.78024,1,1,1,2,1
7,0.768205,1,1,3,2,1
7,0.79432,1,0,2,0,0
7,0.79791,1,1,1,3,1
7,0.829225,1,1,1,3,1
7,0.94249,0,0,1,0,0
7,0.68523,1,0,3,0,0
7,1.176315,1,1,1,2,1
7,0.805475,1,1,2,1,1
7,0.832085,0,1,2,1,1
7,0.966025,1,1,3,1,1
7,0.57025,1,0,1,0,0
7,0.62465,1,1,2,3,1
7,0.73972,1,0,1,0,0
7,0.62384,0,1,3,2,1
7,0.70415,1,1,3,2,1
7,1.008895,1,0,3,0,0
7,1.129925,1,1,2,1,1
7,0.543755,1,1,1,3,1
7,0.97371,1,0,2,0,0
7,0.60234,1,0,1,0,0
7,0.58308,1,0,3,0,0
7,0.76634,1,0,3,0,0
7,0.520405,1,1,3,2,1
7,0.65751,1,0,3,0,0
7,1.011545,0,1,3,1,1
7,0.49763,1,1,1,2,1
7,0.508395,1,1,3,2,1
7,0.619465,0,0,2,0,0
7,0.880675,1,1,2,3,1
7,0.971145,1,0,1,0,0
7,0.58199,1,1,1,3,1
7,0.821015,1,1,2,1,1
7,0.78096,0,1,2,1,1
7,0.80987,1,1,1,2,1
7,0.617725,1,1,3,2,1
7,0.50148,1,1,3,1,1
7,0.69037,1,1,1,2,1
7,0.46432,1,0,2,0,0
7,0.61257,0,1,3,1,1
7,0.686875,1,0,2,0,0
7,0.680625,1,1,2,3,1
7,0.856515,1,0,2,0,0
7,0.81135,1,1,2,3,1
8,1.192645,1,1,1,2,1
8,1.12702,0,0,1,0,0
8,0.67812,1,1,3,2,1
8,0.618615,1,0,1,0,0
8,0.594995,1,1,3,1,1
8,0.671425,1,1,1,2,1
8,0.5604,1,1,2,1,1
8,0.52624,1,1,3,1,1
8,0.51088,1,1,2,3,1
8,0.45046,1,1,3,2,1
8,0.50421,1,1,1,3,1
8,0.49182,1,1,2,1,1
8,0.54052,1,0,1,0,0
8,0.41991,1,1,3,1,1
8,0.534275,1,1,1,3,1
8,0.587845,0,1,2,1,1
8,0.423055,1,0,1,0,0
8,0.508555,1,0,3,0,0
8,0.52645,1,0,3,0,0
8,0.630985,1,1,2,3,1
8,0.64945,1,1,1,3,1
8,0.473775,1,1,2,3,1
8,0.65361,1,1,1,3,1
8,0.427925,1,0,3,0,0
8,0.773315,1,1,2,1,1
8,0.479065,1,1,2,3,1
8,0.643075,1,0,1,0,0
8,0.84907,1,1,1,3,1
8,0.52666,1,1,3,2,1
8,0.609315,1,1,1,2,1
8,0.76236,0,1,1,3,1
8,0.594115,1,0,3,0,0
8,0.58067,1,0,3,0,0
8,0.586745,1,0,2,0,0
8,0.52435,1,1,3,1,1
8,0.540965,1,0,2,0,0
8,0.478595,1,0,3,0,0
8,0.63658,1,0,1,0,0
8,0.54881,1,1,2,3,1
8,0.448025,1,1,1,2,1
8,0.42296,0,0,1,0,0
8,0.373535,1,1,3,1,1
8,0.47654,1,0,2,0,0
8,0.471305,1,0,2,0,0
8,0.45093,1,0,3,0,0
8,0.43115,1,1,2,3,1
8,0.53742,1,1,2,3,1
8,0.488605,1,1,3,2,1
8,0.454485,1,1,3,2,1
