subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
gom4o4y8j1,Sun Jan 03 2021 19:53:48 GMT-0600 (Central Standard Time),2021-1-3,19:53:48,23,4,Male,No,Asian,Somewhat better than average,
