subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
5a29kudnup,Sun Nov 29 2020 13:12:51 GMT-0600 (Central Standard Time),2020-11-29,13:12:51,21,3,Female,No,White,Average,
