subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
p4wur85y84,Thu Nov 26 2020 01:38:44 GMT-0600 (Central Standard Time),2020-11-26,1:38:44,18,0,Female,No,White,Somewhat better than average,
