subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
1wk5nb576c,Fri Nov 13 2020 13:53:40 GMT-0600 (Central Standard Time),2020-11-13,13:53:40,19,0,Female,No,White,Average,
