subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
q3g43y1652,Sun Oct 18 2020 22:24:09 GMT-0500 (Central Daylight Time),2020-10-18,22:24:9,20,1,Male,Yes,Other,Average,
