subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
mod1cqscv5,Thu Oct 15 2020 04:39:01 GMT+0700 (Waktu Indonesia Barat),2020-10-15,4:39:1,18,0,Male,No,Asian,Much better than average,
