subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
g0knlou2tk,Sun Nov 08 2020 16:02:41 GMT-0600 (Central Standard Time),2020-11-8,16:2:41,18,0,Female,No,Black or African-American,White,Somewhat worse than average,
