subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
jukoautf4t,Sat Nov 28 2020 16:09:01 GMT-0600 (Central Standard Time),2020-11-28,16:9:1,22,4,Female,Yes,Other,Somewhat better than average,
