subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
zvfr5cya33,Sun Nov 29 2020 15:46:43 GMT-0600 (Central Standard Time),2020-11-29,15:46:43,21,3,Male,No,White,Average,
