subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
qkp0amewkh,Mon Nov 02 2020 12:32:10 GMT-0600 (CST),2020-11-2,12:32:10,18,0,Female,No,White,Average,
