subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
0pwoplrk4z,Wed Oct 28 2020 13:12:40 GMT-0500 (Central Daylight Time),2020-10-28,13:12:40,18,0,Female,No,Asian,White,Average,
