subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
ym5vmock4z,Mon Oct 26 2020 18:59:49 GMT-0500 (CDT),2020-10-26,18:59:49,20,2,Female,Yes,White,Average,
