SubNum,SubNum_demo,Exp_start_time,Exp_today_date,Exp_today_time,TrialNum,FaceID,FaceImg,Name,Response,NameAcc,RespTime,StudyTrialNum,StudyFaceID,StudyFaceImg,StudyFamCond,StudyTime,TestTrialNum,TestFaceID,TestFaceImg,TestFamCond,TestStatusCond,TestResponse,TestResponseTime,Exp_end_time,Distractor_1_duration,Distractor_1_numT,Distractor_1_acc,Distractor_2_duration,Distractor_2_numT,Distractor_2_acc,StudyButtonRespTime,StudyButtonRespTime_mean,q1,q2,q3,
kc00ljq919,727cglltq7,Wed Jan 06 2021 10:27:07 GMT-0700 (Mountain Standard Time),2021-1-6,10:27:7,1,37,7,ZOEY,ZOEY,true,9492.989999940619,1,24,6,1,4000,1,40,1,0,0,0,7621.76000000909,11:7:40,149954.69999988563,24,92,117217.17500011437,48,56,1760.2699999697506,51111.319999967236,No,No,,
kc00ljq919,undefined,undefined,undefined,undefined,2,36,7,SARAH,SARAH,true,7420.515000121668,2,34,6,1,4000,2,14,1,1,1,5,7169.60999998264,undefined,154016.39000000432,20,50,122084.15000000969,undefined,undefined,198473.48499996588,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,3,24,7,JESSICA,JESSICA,true,12604.435000102967,3,38,6,0,4000,3,11,1,1,0,5,2880.1750000566244,undefined,291646.5399998706,undefined,undefined,undefined,undefined,undefined,2584.3849999364465,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,4,33,7,LAUREN,LAUREN,true,7519.125000108033,4,19,6,0,4000,4,28,1,0,0,5,2622.444999869913,undefined,120888.70000001043,undefined,undefined,undefined,undefined,undefined,1627.1399999968708,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,5,2,7,KEVIN,KEVIN,true,7020.1699999161065,5,20,6,1,4000,5,15,1,0,1,0,3141.5950001683086,undefined,274905.07499990053,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,6,25,7,EVELYN,EVELYN,true,10473.250000039116,6,11,6,1,4000,6,35,1,0,1,4,4555.690000066534,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,7,3,7,NICK,NICK,true,5421.719999983907,7,17,6,0,4000,7,25,1,1,1,5,1822.3900001030415,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,8,26,7,DENISE,DENISE,true,5511.715000029653,8,5,6,0,4000,8,13,1,0,1,5,2263.8299998361617,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,9,22,7,NATALIE,NATALIE,true,7323.205000022426,9,8,6,1,4000,9,18,1,0,1,4,2355.8100000955164,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,10,6,7,CHRIS,CHRIS,true,5869.424999924377,10,40,6,0,4000,10,39,1,0,1,0,3119.3649999331683,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,11,11,7,CARTER,CARTER,true,5594.294999958947,11,28,6,0,4000,11,33,1,1,0,5,3119.609999936074,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,12,7,7,BRANDON,BRANDON,true,6288.779999827966,12,26,6,1,4000,12,1,1,1,1,5,1960.7299999333918,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,13,1,7,GABRIEL,GABRIEL,true,8207.57000008598,13,33,6,1,4000,13,17,1,0,0,0,3411.809999961406,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,14,23,7,DIANA,DIANA,true,5605.444999877363,14,9,6,0,4000,14,22,1,1,1,5,2276.7800001893193,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,15,14,7,ALLEN,ALLEN,true,5656.650000018999,15,27,6,0,4000,15,36,1,1,0,5,3892.7099998109043,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,16,30,7,JUDY,JUDY,true,7212.320000166073,16,7,6,1,4000,16,5,1,0,0,0,2384.624999947846,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,17,4,7,ANDREW,ANDREW,true,5925.414999946952,17,36,6,1,4000,17,32,1,0,0,4,4480.6300001218915,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,18,8,7,WAYNE,WAYNE,true,5421.679999912158,18,10,6,0,4000,18,34,1,1,0,5,2845.614999998361,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,19,20,7,JACOB,JACOB,true,5664.720000000671,19,32,6,0,4000,19,24,1,1,0,3,2441.404999932274,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,20,34,7,CHLOE,CHLOE,true,5826.555000152439,20,2,6,1,4000,20,23,1,1,1,5,2846.075000008568,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,21,37,2,ZOEY,CHLOE,false,15394.9249999132,undefined,undefined,undefined,undefined,undefined,21,4,1,1,1,5,1274.330000160262,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,22,36,2,SARAH,NATALIE,false,10624.57500002347,undefined,undefined,undefined,undefined,undefined,22,12,1,0,1,1,2654.2650000192225,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,23,24,2,JESSICA,KATE,false,10203.509999904782,undefined,undefined,undefined,undefined,undefined,23,6,1,1,1,5,2182.3549999389797,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,24,33,2,LAUREN,ZOEY,false,14386.915000155568,undefined,undefined,undefined,undefined,undefined,24,29,1,0,1,0,2947.34499999322,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,25,2,2,KEVIN,NICK,false,9833.464999916032,undefined,undefined,undefined,undefined,undefined,25,16,1,0,1,0,1916.6550000663847,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,26,25,2,EVELYN,KATE,false,12971.07999981381,undefined,undefined,undefined,undefined,undefined,26,30,1,1,1,5,2046.7000000644475,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
kc00ljq919,undefined,undefined,undefined,undefined,27,3,2,NICK,NICK,true,10106.099999975413,undefined,undefined,undefined,undefined,undefined,27,7,1,1,0,5,1205.4199997801334,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
