SubNum,SubNum_demo,Exp_start_time,Exp_today_date,Exp_today_time,TrialNum,FaceID,FaceImg,Name,Response,NameAcc,RespTime,StudyTrialNum,StudyFaceID,StudyFaceImg,StudyFamCond,StudyTime,TestTrialNum,TestFaceID,TestFaceImg,TestFamCond,TestStatusCond,TestResponse,TestResponseTime,Exp_end_time,Distractor_1_duration,Distractor_1_numT,Distractor_1_acc,Distractor_2_duration,Distractor_2_numT,Distractor_2_acc,StudyButtonRespTime,StudyButtonRespTime_mean,q1,q2,q3,
87h90rd5n6,58pj96ojx9,Tue Jan 05 2021 10:10:03 GMT-0800 (Pacific Standard Time),2021-1-5,10:10:3,1,32,4,LORY,LORY,true,23369.624999992084,1,29,1,1,4000,1,40,6,1,1,0,3433.0300000146963,10:45:11,144093.74500002014,31,97,118370.20499998471,50,82,2315.2049999916926,2278.7499999976717,No,,This experiment violated my safe space,
87h90rd5n6,undefined,undefined,undefined,undefined,2,17,4,ANDREW,ANDREW,true,3055.049999966286,2,9,1,1,4000,2,39,6,0,0,4,6306.964999996126,undefined,153030.51000001142,19,74,121999.54499996966,undefined,undefined,2156.360000022687,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,3,10,4,JOHN,JOHN,true,2173.6849999870174,3,1,1,0,4000,3,11,6,0,1,1,6007.345000049099,undefined,299419.36499997973,undefined,undefined,undefined,undefined,undefined,2230.554999958258,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,4,18,4,OLIVER,OLIVER,true,10702.789999952074,4,7,1,0,4000,4,21,6,1,0,5,2003.1999999773689,undefined,146388.96999997087,undefined,undefined,undefined,undefined,undefined,2412.880000018049,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,5,35,4,EVELYN,EVELYN,true,2437.915000016801,5,22,1,1,4000,5,1,6,0,0,5,1810.715000028722,undefined,299419.4199999911,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,6,40,4,DIANA,DIANA,true,3760.3799999924377,6,23,1,0,4000,6,4,6,1,1,0,6082.050000026356,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,7,21,4,NATALIE,NATALIE,true,6599.335000035353,7,39,1,0,4000,7,20,6,0,0,5,1680.2649999735877,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,8,2,4,JACOB,JACOB,true,9411.28000000026,8,24,1,1,4000,8,25,6,0,1,4,4720.66500002984,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,9,14,4,WAYNE,WAYNE,true,1672.0449999556877,9,30,1,1,4000,9,37,6,0,1,0,5145.279999997001,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,10,30,4,SARAH,SARAH,true,6510.164999985136,10,20,1,0,4000,10,29,6,1,0,5,1826.7600000253879,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,11,27,4,GRACE,GRACE,true,4368.515000038315,11,5,1,0,4000,11,34,6,1,1,4,4574.939999962226,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,12,34,4,LAUREN,LAUREN,true,5324.299999978393,12,17,1,1,4000,12,3,6,1,1,0,1855.6700000190176,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,13,3,4,KEVIN,KEVIN,true,3363.1750000058673,13,13,1,0,4000,13,19,6,1,1,5,2056.54499999946,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,14,22,4,JUDY,JUDY,true,2325.230000016745,14,33,1,0,4000,14,23,6,0,0,4,2632.735000050161,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,15,24,4,JESSICA,JESSICA,true,3251.730000018142,15,21,1,1,4000,15,16,6,1,0,5,1471.6200000257231,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,16,9,4,ALLEN,ALLEN,true,1716.6100000031292,16,18,1,1,4000,16,31,6,0,1,4,11496.58500001533,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,17,16,4,ROBERT,ROBERT,true,2271.100000012666,17,38,1,0,4000,17,38,6,0,0,4,3138.6749999946915,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
87h90rd5n6,undefined,undefined,undefined,undefined,18,29,4,ROSE,ROSE,true,3112.4499999568798,18,26,1,0,4000,18,28,6,0,1,5,2969.5599999977276,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
