subNum_demo,start_time,today_date,today_time,age,college,gender,ethnicity,race,health,
hbvj02dbm5,Sun Oct 18 2020 20:10:42 GMT-0500 (Central Daylight Time),2020-10-18,20:10:42,18,0,Female,No,Asian,White,Average,
