"subj_idx","rt","response","tgtPos","rwdType","colMatch"
0,1.24360000014305,1,0,2,1
0,0.698,1,0,1,1
0,0.667,1,0,0,0
0,0.715699999809265,1,0,1,1
0,0.733399999856949,1,0,0,0
0,0.941599999904633,1,0,0,0
0,1.15579999995232,1,0,1,1
0,0.708700000047684,1,0,1,1
0,0.754700000047684,1,0,2,1
0,0.837799999952316,1,0,2,1
0,1.12309999990463,1,0,2,1
0,1.46679999995232,1,0,1,1
0,0.785900000095367,1,0,2,1
0,1.0215,1,0,2,1
0,0.980900000095367,1,0,1,1
0,0.660299999952316,1,0,0,0
0,1.18780000019073,1,0,2,1
0,1.1635,1,0,2,1
0,1.13970000004768,1,0,2,1
0,0.852299999952316,1,0,2,1
0,0.747700000047684,1,0,0,0
0,1.05109999990463,1,0,2,1
0,1.73139999985695,0,0,0,0
0,1.13059999990463,1,0,0,0
0,0.979899999856949,1,0,1,1
0,1.03470000004768,1,0,2,1
0,0.570700000047684,1,0,2,1
0,0.940400000095367,1,0,0,0
0,1.3865,1,0,0,0
0,1.01040000009537,1,0,2,1
0,0.722099999904633,1,0,0,0
0,1.00079999995232,1,0,1,1
0,1.05879999995232,1,0,2,1
0,0.7785,1,0,0,0
0,0.851099999904633,1,0,0,0
0,1.106,1,0,1,1
0,0.946299999952316,1,0,2,1
0,0.762200000047684,1,0,0,0
0,0.858899999856949,1,0,1,1
0,1.41690000009537,1,0,1,1
0,1.148,1,0,1,1
0,0.700099999904633,1,0,1,1
0,0.988700000047684,1,0,2,1
0,0.946400000095367,1,0,1,1
0,0.754200000047684,1,0,1,1
0,0.859100000143051,1,0,0,0
0,0.833799999952316,1,0,1,1
0,0.746200000047684,1,0,1,1
0,1.00959999990463,1,0,0,0
0,0.793400000095367,1,0,2,1
0,0.817300000190735,1,0,0,0
0,0.849899999856949,1,0,0,0
0,0.7935,1,0,2,1
0,0.569899999856949,1,0,1,1
0,0.648099999904633,1,0,2,1
0,0.704200000047684,1,0,1,1
0,0.720799999952316,1,0,0,0
0,0.714299999952316,1,0,2,1
0,0.527099999904633,1,0,1,1
0,0.713200000047684,1,0,0,0
0,0.577700000047684,1,0,1,1
0,1.3615,0,0,1,1
0,0.626200000047684,1,0,1,1
0,0.618099999904633,1,0,0,0
0,0.657599999904633,1,0,0,0
0,0.681700000047684,1,0,0,0
0,0.395799999952316,1,0,0,0
0,0.874299999952316,1,0,2,1
0,1.30740000009537,0,0,2,1
0,0.614200000047684,1,0,1,1
0,0.943199999809265,1,0,0,0
0,0.4345,1,0,0,0
0,0.673,1,0,0,0
0,0.783,1,0,1,1
0,0.775600000143051,1,0,2,1
0,0.9605,1,0,1,1
0,0.745599999904633,1,0,1,1
0,0.6105,1,0,2,1
0,0.655699999809265,1,0,2,1
0,0.682099999904633,1,0,2,1
0,0.679200000047684,1,0,2,1
0,0.728599999904633,0,0,1,1
0,0.6905,1,0,1,1
0,0.799,0,0,1,1
0,1.22110000014305,1,0,0,0
0,0.894100000143051,1,0,0,0
0,0.695799999952316,1,0,2,1
0,0.769599999904633,1,0,2,1
0,1.25609999990463,1,0,2,1
0,0.864700000047684,1,0,0,0
0,0.888299999952316,1,0,0,0
0,0.992,1,0,0,0
0,0.728099999904633,1,0,1,1
0,0.7535,1,0,0,0
0,0.665199999809265,1,0,1,1
0,0.634900000095367,1,0,0,0
0,0.726799999952316,1,0,1,1
0,0.847400000095367,1,0,1,1
0,1.1765,1,0,1,1
0,0.7285,1,0,0,0
0,0.613600000143051,1,0,2,1
0,0.501900000095367,1,0,2,1
0,0.670899999856949,1,0,0,0
0,0.622400000095367,1,0,0,0
0,1.51980000019073,1,0,2,1
0,0.958600000143051,1,0,2,1
0,0.729799999952316,1,0,2,1
0,0.808399999856949,1,0,1,1
1,0.6185,1,0,1,1
1,0.81020000000298,0,0,1,1
1,0.6895,0,0,0,0
1,0.38459999999404,1,0,1,1
1,0.912399999991059,1,0,2,1
1,1.03140000000596,0,0,2,1
1,0.863,1,0,2,1
1,0.7925,1,0,0,0
1,0.50209999999404,1,0,0,0
1,0.87059999999404,1,0,2,1
1,0.623899999991059,1,0,0,0
1,1.12509999999404,0,0,1,1
1,0.62279999999702,1,0,0,0
1,0.422699999988079,1,0,0,0
