#subj_idx response rt stim
6 0 1.0838 0
6 0 1.2113 0
6 0 1.6353 0
6 1 0.7541999998 0
6 1 0.5148000002 0
6 1 0.6656999998 0
6 1 0.7951000004 0
6 1 0.6902000003 0
6 1 0.6781999998 0
6 1 0.9787999997 0
6 1 0.9279000001 0
6 1 0.8433000002 0
6 1 0.5663999996 0
6 1 0.5945999999 0
6 1 1.0883 0
6 1 0.7457999997 0
6 0 0.528 0
6 1 0.5684000001 0
6 1 0.744 0
6 0 0.9042999997 0
6 1 1.1773 0
6 0 0.9675999999 0
6 1 0.6479000001 0
6 1 0.5913000002 0
6 1 0.8595 0
6 1 0.5372000003 0
6 1 0.9276999998 0
6 1 0.7598000002 0
6 1 0.9897999997 0
6 1 0.9740999999 0
6 1 0.6943000002 0
6 1 0.9205 0
6 1 0.6955 0
6 1 0.7917999997 0
6 1 0.759 0
6 1 0.9179000001 0
6 1 0.898 0
6 1 0.9069000001 0
6 1 1.6102 0
6 1 0.9134000001 0
6 1 0.8501999998 0
6 1 0.7408000002 0
6 1 0.9364000001 0
6 0 1.0494 0
6 1 0.7615 0
6 1 0.9032999997 0
6 1 0.809 0
6 1 0.7712000003 0
6 1 0.8020999999 0
6 1 0.7155999999 0
6 1 1.0422 0
6 0 0.3135 0
6 0 0.7835 0
6 1 0.7855999999 0
6 0 0.8627999997 0
6 1 0.8783000002 0
6 1 0.8069000001 0
6 1 0.7857000003 0
6 1 0.8555999999 0
6 1 0.7631999998 0
