#subj_idx response rt stim
0 1 0.667 0
0 1 0.7333999999 0
0 1 0.9415999999 0
0 1 0.6603 0
0 1 0.7477 0
0 0 1.7314 0
0 1 1.1306 0
0 1 0.9404000001 0
0 1 1.3865 0
0 1 0.7220999999 0
0 1 0.7785 0
0 1 0.8510999999 0
0 1 0.7622 0
0 1 0.8591000001 0
0 1 1.0096 0
0 1 0.8173000002 0
0 1 0.8498999999 0
0 1 0.7208 0
0 1 0.7132 0
0 1 0.6180999999 0
0 1 0.6575999999 0
0 1 0.6817 0
0 1 0.3958 0
0 1 0.9431999998 0
0 1 0.4345 0
0 1 0.673 0
0 1 1.2211 0
0 1 0.8941000001 0
0 1 0.8647 0
0 1 0.8883 0
0 1 0.992 0
0 1 0.7535 0
0 1 0.6349000001 0
0 1 0.7285 0
0 1 0.6708999999 0
0 1 0.6224000001 0
0 1 0.6947 0
0 1 0.7963 0
0 1 1.1248 0
0 1 0.7397 0
0 1 0.9481000001 0
0 1 1.389 0
0 1 0.8029000001 0
0 1 0.651 0
0 1 0.7705 0
0 1 0.7863 0
0 1 0.5917 0
0 1 0.5210999999 0
0 0 0.9783 0
0 1 0.7913000002 0
0 1 0.5794000001 0
0 1 0.6583999999 0
0 1 0.7277 0
0 1 0.8902 0
0 1 0.8082 0
0 1 0.639 0
0 1 0.6725 0
0 1 0.5595 0
0 1 0.6409000001 0
0 1 0.7115 0
