"subID","rt","correct","tgtPos","rwdType","colMatch"
1,1.38729999999702,1,1,0,0
1,1.27520000000298,0,1,2,1
1,0.79240000000596,1,0,2,1
1,0.73429999999702,0,0,2,1
1,1.187,0,0,1,1
1,0.98459999999404,1,1,2,1
1,0.85890000000596,1,1,2,1
1,0.82829999999702,1,0,2,2
1,0.842399999991059,0,0,0,0
1,0.956,1,1,2,1
1,0.72770000000298,1,0,2,1
1,0.72440000000596,1,0,2,1
1,1.01959999999404,0,0,1,1
1,1.20820000000298,1,1,1,1
1,1.21739999999106,1,1,1,1
1,0.824899999991059,1,0,2,2
1,1.32390000000596,1,0,1,1
1,0.412,1,0,2,1
1,0.661899999991059,1,0,2,2
1,0.81420000000298,1,1,2,1
1,0.84990000000596,1,0,2,2
1,0.8115,1,0,2,2
1,0.70970000000298,1,1,2,1
1,0.91820000000298,0,0,1,1
1,0.96270000000298,1,0,1,1
1,0.90879999999702,0,0,0,0
1,1.04320000000298,0,1,0,0
1,0.81970000000298,1,1,2,1
1,1.37020000000298,0,0,1,1
1,0.71509999999404,1,1,1,1
1,0.762899999991059,1,0,0,0
1,0.77140000000596,1,1,0,0
1,0.82690000000596,1,0,2,1
1,0.73290000000596,1,0,0,0
1,0.4035,0,0,0,0
1,0.74459999999404,1,0,2,2
1,0.68220000000298,0,1,1,1
1,0.96929999999702,1,0,2,1
1,0.8185,0,0,2,2
1,0.8415,0,0,0,0
1,0.6005,1,0,2,2
1,0.89079999999702,1,0,2,1
1,0.554900000005961,0,1,2,1
1,0.74679999999702,1,1,1,1
1,0.8375,1,1,0,0
1,0.5545,1,0,0,0
1,0.699099999994039,0,0,2,2
1,0.60420000000298,1,0,0,0
1,0.449300000011921,1,0,0,0
1,0.40979999999702,1,0,0,0
1,0.38720000000298,1,0,1,2
1,1.85229999999702,1,1,1,1
1,0.55959999999404,1,0,1,2
1,0.476100000008941,1,0,0,0
1,0.538800000011921,1,0,2,1
1,0.64370000000298,1,1,0,0
1,0.50620000000298,0,1,0,0
1,0.62770000000298,0,0,2,1
1,0.764,1,1,0,0
1,0.529800000011921,1,0,1,1
1,0.61820000000298,1,1,0,0
1,0.64870000000298,1,0,1,1
1,0.4655,0,1,1,1
1,0.8415,1,1,2,1
1,0.698199999988079,1,1,1,1
1,0.62529999999702,0,1,2,1
1,0.569800000011921,1,0,1,1
1,0.67440000000596,1,0,1,1
1,0.960300000011921,1,0,1,1
1,0.379100000008941,1,0,0,0
1,0.537,1,0,2,1
1,0.67929999999702,1,1,1,1
1,0.729,1,0,1,2
1,0.64279999999702,0,0,2,1
1,0.75379999999702,1,0,2,1
1,0.74659999999404,0,0,2,2
1,1.04269999998808,0,1,1,1
1,0.47879999999702,1,0,0,0
1,0.838300000011921,1,1,0,0
1,0.417,1,0,2,2
1,0.720899999991059,1,0,0,0
1,0.57059999999404,0,0,0,0
1,0.80079999999702,1,0,2,1
1,0.6585,1,0,1,2
1,0.609199999988079,1,1,2,1
1,0.634399999991059,1,1,1,1
1,0.59359999999404,0,1,1,1
1,0.744800000011921,1,0,2,1
1,1.03319999998808,0,0,1,2
1,0.63429999999702,1,0,0,0
1,0.5935,1,0,0,0
1,0.77829999999702,1,1,1,1
1,0.679300000011921,0,1,1,1
1,0.554699999988079,1,0,1,1
1,0.769,1,0,1,1
1,0.745199999988079,0,0,1,1
1,1.01060000000894,1,1,2,1
1,0.46529999999702,1,0,1,1
1,0.710399999991059,0,0,2,1
1,0.63520000000298,0,0,2,1
1,0.48979999999702,1,0,2,1
1,0.642100000008941,1,0,1,2
1,0.514199999988079,1,0,2,2
1,0.683399999991059,1,1,1,1
1,0.634199999988079,0,1,0,0
1,0.8515,0,0,2,1
1,0.834800000011921,0,1,0,0
1,0.451600000008941,1,0,0,0
1,0.64870000000298,1,1,1,1
1,1.08889999999106,0,0,1,2
1,0.842300000011921,0,0,1,1
1,0.57179999999702,0,1,2,1
1,0.63390000000596,1,0,1,1
1,0.62270000000298,1,1,0,0
1,0.687300000011921,1,1,1,1
1,0.78490000000596,1,0,0,0
1,0.776399999991059,1,1,2,1
1,0.688300000011921,1,1,2,1
1,0.553899999991059,0,1,2,1
1,0.5535,1,1,2,1
1,0.82440000000596,1,0,1,2
1,0.706,0,0,0,0
1,0.47290000000596,1,0,2,2
1,0.536,0,0,1,1
1,0.72920000000298,1,0,2,1
1,0.79259999999404,0,0,2,1
1,0.7285,0,1,2,1
1,0.64129999999702,0,0,2,1
1,0.78459999999404,1,0,1,2
1,0.56240000000596,1,0,2,2
1,0.415100000008941,1,0,2,2
1,0.489800000011921,1,0,2,1
1,0.786899999991059,0,1,2,1
1,0.58579999999702,1,0,1,1
1,0.66559999999404,1,1,0,0
1,0.5045,0,1,1,1
1,0.56929999999702,1,1,0,0
1,0.45859999999404,1,0,0,0
1,0.696099999994039,1,1,2,1
1,0.544900000005961,1,1,0,0
1,0.889300000011921,1,1,1,1
1,0.674,1,1,0,0
1,0.78020000000298,1,0,0,0
1,0.5275,1,0,1,1
1,0.539100000008941,0,0,0,0
1,0.71290000000596,1,0,1,1
1,0.47320000000298,0,0,2,1
1,0.83459999999404,0,0,2,1
1,0.60279999999702,1,0,1,1
1,0.4785,0,0,2,1
1,0.69720000000298,1,0,1,2
1,0.45809999999404,1,0,0,0
1,0.84990000000596,1,0,1,1
1,0.691199999988079,0,1,1,1
1,0.666600000008941,1,0,1,2
1,0.51090000000596,1,0,2,1
1,0.714,0,0,1,1
1,0.78390000000596,0,1,0,0
1,0.832,1,0,2,2
1,0.41559999999404,1,0,2,2
1,0.723899999991059,1,1,2,1
1,0.69570000000298,1,1,0,0
1,0.54479999999702,1,0,2,1
1,0.55079999999702,1,0,0,0
1,0.37790000000596,1,0,2,2
1,0.56779999999702,0,0,0,0
1,0.77640000000596,0,0,1,1
1,0.681600000008941,1,0,0,0
1,0.601600000008941,1,1,1,1
1,0.629899999991059,0,1,1,1
1,0.807600000008941,1,0,2,1
1,0.456,1,0,1,2
1,0.45570000000298,0,0,2,1
1,0.407,1,0,1,1
1,0.593600000008941,0,0,0,0
1,0.815699999988079,1,0,1,1
1,0.762399999991059,0,0,0,0
1,0.881600000008941,0,1,1,1
1,0.72629999999702,1,1,2,1
1,0.5925,1,1,0,0
1,0.696099999994039,0,0,1,1
1,0.660600000008941,0,1,1,1
1,0.77579999999702,1,1,1,1
1,1.23359999999404,1,1,0,0
1,0.6145,1,0,1,1
1,0.567699999988079,0,0,1,2
1,0.577800000011921,0,1,0,0
1,0.71120000000298,0,0,1,1
1,0.55920000000298,1,1,2,1
1,0.6065,1,1,2,1
1,0.60020000000298,0,1,1,1
1,0.508800000011921,0,0,1,1
1,0.71359999999404,1,1,2,1
1,1.09439999999106,0,0,2,1
1,0.67070000000298,1,1,1,1
1,0.951399999991059,0,0,2,1
2,0.71270000000298,1,1,2,1
2,0.82629999999702,0,0,1,1
2,0.648899999991059,1,0,2,1
2,0.52809999999404,1,0,0,0
2,0.90620000000298,1,1,0,0
2,0.53590000000596,1,0,2,2
2,0.603800000011921,1,1,2,1
2,0.68059999999404,1,0,1,2
2,0.65020000000298,1,1,1,1
2,0.707600000008941,1,0,2,1
2,0.69779999999702,1,0,2,1
2,0.576399999991059,1,1,0,0
2,0.64240000000596,1,1,0,0
2,0.745100000008941,1,0,0,0
2,0.88429999999702,0,0,1,1
2,0.64120000000298,1,0,0,0
2,0.62329999999702,1,0,0,0
2,1.1795,1,0,1,1
2,0.7355,1,0,0,0
2,0.75370000000298,1,1,2,1
2,0.73779999999702,1,1,2,1
2,0.969399999991059,0,1,1,1
2,1.66059999999404,0,0,2,2
2,0.96759999999404,1,1,1,1
2,0.74679999999702,0,0,0,0
2,0.929600000008941,1,1,1,1
2,0.98609999999404,0,0,1,2
2,0.886,1,1,2,1
2,0.550100000008941,1,0,2,1
2,0.8805,0,1,1,1
2,0.59759999999404,1,1,2,1
2,0.93770000000298,0,0,0,0
2,0.7875,1,0,1,1
2,0.70570000000298,1,0,2,1
2,1.22470000000298,1,0,2,1
2,0.481600000008941,1,0,2,1
2,0.474699999988079,1,0,1,1
2,1.14540000000596,0,0,1,1
2,0.76779999999702,1,0,1,1
2,0.51640000000596,1,0,1,2
2,2.43280000001192,0,0,2,1
2,0.96090000000596,1,0,2,1
2,0.74079999999702,1,0,1,2
2,0.838800000011921,1,0,0,0
2,0.46640000000596,1,0,2,1
2,0.61329999999702,1,0,2,2
2,0.68070000000298,1,0,1,1
2,0.562899999991059,1,1,0,0
2,1.15370000000298,1,1,2,1
2,0.84270000000298,1,0,1,2
2,0.658399999991059,0,1,1,1
2,0.642399999991059,1,0,1,1
2,0.69829999999702,1,0,1,1
2,0.81009999999404,1,0,2,1
2,1.19959999999404,1,1,0,0
2,0.8185,1,0,0,0
2,0.64809999999404,1,1,2,1
2,0.642300000011921,1,1,2,1
2,0.6315,0,1,0,0
2,0.6055,1,0,0,0
2,0.679900000005961,1,1,0,0
2,0.95270000000298,0,0,0,0
2,1.13490000000596,0,0,2,2
2,0.62370000000298,1,1,0,0
2,0.50370000000298,1,0,0,0
2,0.63970000000298,1,0,0,0
2,0.929,1,0,1,1
2,0.72820000000298,1,0,1,1
2,0.68859999999404,1,0,2,1
2,0.81670000000298,1,1,1,1
2,0.935399999991059,1,0,1,2
2,0.551600000008941,1,0,0,0
2,0.5635,0,0,2,1
2,0.6865,1,0,2,2
2,0.76679999999702,0,0,2,2
2,0.71120000000298,1,1,1,1
2,0.638399999991059,1,0,1,1
2,1.12190000000596,1,0,1,2
2,0.670399999991059,1,0,1,1
2,0.7185,1,1,1,1
2,0.601199999988079,0,1,0,0
2,0.8635,1,1,2,1
2,0.826,1,1,1,1
2,0.665600000008941,1,0,2,2
2,0.53540000000596,1,0,1,2
2,0.80220000000298,1,1,2,1
2,0.98040000000596,0,0,2,2
2,0.85309999999404,1,1,1,1
2,0.84140000000596,1,1,0,0
2,0.529600000008941,1,0,1,1
2,0.728100000008941,1,0,0,0
2,0.80129999999702,1,1,2,1
2,0.79429999999702,0,0,0,0
2,0.88979999999702,1,1,2,1
2,0.582300000011921,1,0,0,0
2,0.51240000000596,1,0,2,2
2,0.80229999999702,1,1,2,1
2,0.646899999991059,0,1,2,1
2,0.60009999999404,0,1,1,1
2,0.78429999999702,1,1,2,1
2,0.6735,1,0,1,1
2,0.74320000000298,1,0,2,1
2,0.99209999999404,1,1,2,1
2,0.59920000000298,1,0,1,2
2,0.488100000008941,1,0,1,1
2,0.88029999999702,1,0,1,1
2,0.40720000000298,1,0,1,2
2,0.645599999994039,1,1,1,1
2,0.642,1,1,1,1
2,0.50529999999702,1,1,2,1
2,0.66390000000596,1,0,1,1
2,0.455699999988079,1,0,0,0
2,0.57620000000298,1,1,0,0
2,0.47209999999404,1,0,1,1
2,0.64990000000596,1,1,2,1
2,0.5455,1,0,1,1
2,0.88179999999702,1,1,0,0
2,0.89379999999702,1,1,1,1
2,0.7995,1,1,1,1
2,0.958199999988079,1,0,2,2
2,0.57970000000298,0,0,2,2
2,0.534,1,0,1,2
2,0.65579999999702,1,0,1,1
2,0.9365,0,0,1,1
2,0.88740000000596,1,1,1,1
2,0.544399999991059,1,0,2,1
2,0.82329999999702,1,1,0,0
2,0.65379999999702,1,0,2,2
2,0.711399999991059,0,1,1,1
2,0.522399999991059,1,0,0,0
2,1.11959999999404,0,0,1,2
2,0.50429999999702,1,0,1,1
2,0.56520000000298,1,0,1,2
2,0.512600000008941,1,1,2,1
2,0.47790000000596,1,0,0,0
2,0.81570000000298,0,0,2,2
2,0.878300000011921,0,0,2,1
2,1.56709999999404,1,1,2,1
2,0.5115,1,0,1,1
2,0.49629999999702,1,1,1,1
2,0.60809999999404,1,0,2,1
2,0.39890000000596,1,0,2,1
2,0.47540000000596,1,0,2,1
2,0.856,0,1,0,0
2,0.47690000000596,1,0,0,0
2,0.55059999999404,1,1,1,1
2,1.00809999999404,1,1,2,1
2,0.582099999994039,1,0,2,1
2,0.84909999999404,1,1,2,1
2,0.65640000000596,1,0,1,2
2,0.63120000000298,1,1,0,0
2,0.61379999999702,1,0,2,1
2,0.5735,1,0,2,1
2,0.513699999988079,1,0,2,1
2,0.789399999991059,0,0,0,0
2,0.63909999999404,1,1,2,1
2,0.5035,1,1,2,1
2,0.815,1,1,2,1
2,0.446399999991059,1,0,2,1
2,0.49509999999404,1,0,2,1
2,0.95840000000596,1,1,1,1
2,0.6615,1,1,2,1
2,0.71040000000596,1,0,2,1
2,0.533899999991059,0,0,2,2
2,1.23159999999404,1,0,2,1
2,0.43140000000596,1,0,2,1
2,0.59370000000298,1,1,0,0
2,0.734899999991059,1,1,0,0
2,0.55040000000596,1,1,0,0
2,1.55109999999404,1,0,0,0
2,0.4145,1,0,1,1
2,0.43890000000596,1,1,2,1
2,0.71140000000596,1,0,0,0
2,0.5325,1,1,1,1
2,0.82779999999702,1,1,0,0
2,0.831099999994039,1,1,2,1
2,0.66029999999702,1,1,0,0
2,0.540199999988079,1,0,0,0
2,0.629599999994039,1,0,2,2
2,0.45579999999702,1,0,0,0
2,0.44479999999702,1,0,2,1
2,0.52029999999702,1,0,1,1
2,0.47870000000298,1,0,1,1
2,0.43670000000298,1,0,1,1
2,0.78320000000298,1,1,1,1
2,0.534699999988079,1,0,2,2
2,0.573,0,0,0,0
2,0.680399999991059,1,0,1,1
2,0.53540000000596,1,0,0,0
2,0.78470000000298,1,0,0,0
2,0.4935,1,1,1,1
2,0.69479999999702,1,1,1,1
2,0.5435,1,0,2,2
2,0.46390000000596,1,1,1,1
2,0.544,1,1,2,1
2,0.43990000000596,1,1,2,1
2,0.53390000000596,1,0,1,2
2,0.632,1,1,1,1
2,0.46729999999702,1,1,0,0
2,1.09329999999702,1,1,1,1
2,0.64679999999702,1,1,2,1
2,0.861400000005961,1,1,2,1
2,0.48770000000298,1,1,2,1
2,0.733600000008941,0,0,0,0
2,0.46,1,0,1,1
2,0.46959999999404,1,0,1,2
2,0.53459999999404,1,0,0,0
2,0.56470000000298,1,0,1,1
2,0.54770000000298,1,0,0,0
2,0.495399999991059,1,0,1,1
2,0.5495,1,0,2,1
2,0.7135,1,1,1,1
2,0.573,1,0,2,1
2,0.82529999999702,1,0,0,0
2,1.116,0,0,0,0
2,0.627600000008941,0,0,0,0
2,0.508199999988079,1,0,2,2
2,0.58290000000596,1,0,1,2
2,1.05529999999702,1,1,2,1
2,0.741600000008941,1,1,1,1
2,1.07929999999702,1,1,1,1
2,0.49390000000596,0,0,2,1
2,0.605600000008941,1,1,1,1
2,0.97320000000298,0,0,2,1
2,0.645,1,1,0,0
2,0.44320000000298,1,1,1,1
2,0.556399999991059,1,0,0,0
2,0.61320000000298,1,0,2,1
2,1.01920000000298,1,0,2,1
2,0.64279999999702,1,1,1,1
2,0.498899999991059,1,1,0,0
2,0.5975,1,0,1,2
2,0.72,1,0,2,1
2,0.507,1,0,1,1
3,0.66620000000298,1,0,1,1
3,0.74620000000298,1,0,1,1
3,0.6965,1,1,2,1
3,0.775100000008941,1,1,0,0
3,0.76590000000596,1,1,1,1
3,0.59820000000298,0,0,2,2
3,0.711399999991059,0,0,0,0
3,1.00729999999702,0,0,1,1
3,1.48729999999702,1,1,1,1
3,0.59770000000298,1,1,1,1
3,0.71870000000298,1,1,0,0
3,1.318,0,0,2,1
3,1.42660000000894,1,0,1,1
3,1.54269999998808,0,0,2,1
3,0.8245,1,0,2,2
3,0.846,1,0,2,1
3,0.79979999999702,0,1,1,1
3,0.87120000000298,1,1,2,1
3,0.815099999994039,1,1,0,0
3,1.198,1,0,2,1
3,0.960100000008941,1,0,1,2
3,0.830100000008941,0,1,2,1
3,1.16590000000596,1,1,2,1
3,0.837100000008941,1,1,1,1
3,0.95770000000298,1,0,0,0
3,0.83229999999702,1,0,1,2
3,0.70320000000298,1,0,2,2
3,0.67970000000298,1,0,0,0
3,0.742,1,0,2,1
3,0.774899999991059,0,1,2,1
3,1.09359999999404,1,1,0,0
3,0.95140000000596,1,0,0,0
3,0.82390000000596,1,0,1,2
3,1.49540000000596,0,0,2,1
3,0.797,0,1,0,0
3,0.655,1,0,1,1
3,1.03810000000894,1,0,0,0
3,1.26140000000596,1,0,0,0
3,1.02940000000596,1,0,2,1
3,0.731300000011921,1,0,0,0
3,0.566600000008941,1,0,1,2
3,0.99690000000596,1,1,2,1
3,0.83159999999404,0,1,0,0
3,0.9015,0,1,2,1
3,0.97090000000596,1,1,2,1
3,0.86209999999404,1,1,1,1
3,1.41439999999106,1,0,0,0
3,0.9485,1,1,0,0
3,1.4545,1,1,0,0
3,1.728,0,0,1,2
3,1.08620000000298,1,1,1,1
3,0.85379999999702,1,1,1,1
3,1.03,0,1,0,0
3,1.63979999999702,0,0,1,1
3,1.54820000000298,1,1,1,1
3,1.31770000000298,0,0,1,2
3,0.47620000000298,1,0,0,0
3,1.29310000000894,1,1,2,1
3,1.10009999999404,1,0,2,1
3,1.02239999999106,1,0,1,1
3,0.993199999988079,0,0,1,1
3,0.8845,1,1,2,1
3,0.8595,1,0,2,1
3,1.838,1,0,2,2
3,0.9525,0,0,1,2
3,1.18929999999702,1,1,1,1
3,1.06829999999702,1,0,0,0
3,0.86120000000298,1,0,1,1
3,1.1585,1,1,2,1
3,1.03009999999404,1,0,2,1
3,0.694,1,0,1,1
3,0.66370000000298,1,0,0,0
3,1.19719999998808,0,0,1,1
3,0.8375,1,1,0,0
3,0.91170000000298,1,1,2,1
3,0.80829999999702,1,1,2,1
3,1.56590000000596,1,0,1,1
3,1.12709999999404,1,0,0,0
3,0.63909999999404,1,0,0,0
3,0.820899999991059,1,1,1,1
3,1.31720000000298,0,1,1,1
3,0.925199999988079,1,0,2,2
3,0.837100000008941,1,0,2,2
3,1.06069999998808,1,1,2,1
3,0.89379999999702,1,1,1,1
3,1.19020000000298,1,0,1,1
3,1.07029999999702,1,0,0,0
3,0.92379999999702,1,1,2,1
3,0.895899999991059,0,1,1,1
3,1.51689999999106,0,1,1,1
3,1.22819999998808,1,1,1,1
3,0.92659999999404,1,1,1,1
3,1.1975,1,1,2,1
