"subID","rt","correct","tgtPos","rwdType","colMatch"
0,1.24360000014305,1,0,2,1
0,0.698,1,0,1,1
0,0.795099999904633,1,1,1,1
0,0.715699999809265,1,0,1,1
0,1.15579999995232,1,0,1,1
0,0.739199999809265,1,1,1,1
0,0.901600000143051,1,1,1,1
0,0.708700000047684,1,0,1,1
0,0.754700000047684,1,0,2,1
0,1.00440000009537,1,1,1,1
0,1.10840000009537,1,1,1,1
0,0.837799999952316,1,0,2,1
0,1.12309999990463,1,0,2,1
0,1.46679999995232,1,0,1,1
0,0.747599999904633,1,1,1,1
0,0.697900000095367,1,1,2,1
0,0.843900000095367,1,1,1,1
0,0.787100000143051,1,1,2,1
0,0.785900000095367,1,0,2,1
0,1.0215,1,0,2,1
0,1.02789999985695,0,1,1,1
0,1.1465,1,1,2,1
0,0.980900000095367,1,0,1,1
0,0.923100000143051,1,1,2,1
0,1.17090000009537,1,1,2,1
0,0.883699999809265,1,1,2,1
0,1.18780000019073,1,0,2,1
0,0.6575,1,1,2,1
0,1.1635,1,0,2,1
0,1.13970000004768,1,0,2,1
0,0.852299999952316,1,0,2,1
0,1.73990000009537,1,1,2,1
0,0.761199999809265,0,1,1,1
0,1.43559999990463,1,1,2,1
0,1.38829999995232,1,1,2,1
0,1.21170000004768,1,1,1,1
0,1.653,0,1,1,1
0,1.05109999990463,1,0,2,1
0,0.883799999952316,1,1,2,1
0,0.851099999904633,0,1,2,1
0,0.9625,0,1,1,1
0,0.979899999856949,1,0,1,1
0,0.954799999952316,1,1,1,1
0,0.843899999856949,1,1,1,1
0,1.03470000004768,1,0,2,1
0,0.570700000047684,1,0,2,1
0,0.850199999809265,1,1,2,1
0,1.52159999990463,1,1,2,1
0,0.747100000143051,1,1,2,1
0,0.8745,1,1,1,1
0,1.01040000009537,1,0,2,1
0,1.00079999995232,1,0,1,1
0,1.05879999995232,1,0,2,1
0,0.619799999952316,1,1,1,1
0,1.106,1,0,1,1
0,0.906599999904633,1,1,2,1
0,1.03420000004768,1,1,1,1
0,0.946299999952316,1,0,2,1
0,0.808400000095367,1,1,1,1
0,0.858899999856949,1,0,1,1
0,0.8515,1,1,1,1
0,1.41690000009537,1,0,1,1
0,0.636299999952316,1,1,2,1
0,1.148,1,0,1,1
0,0.700099999904633,1,0,1,1
0,0.988700000047684,1,0,2,1
0,0.946400000095367,1,0,1,1
0,0.700299999952316,1,1,1,1
0,0.752700000047684,1,1,2,1
0,0.754200000047684,1,0,1,1
0,0.649,1,1,2,1
0,0.803799999952316,1,1,1,1
0,0.833799999952316,1,0,1,1
0,0.545299999952316,1,1,2,1
0,0.746200000047684,1,0,1,1
0,0.554599999904633,1,1,2,1
0,0.793400000095367,1,0,2,1
0,0.542799999952316,1,1,1,1
0,0.7935,1,0,2,1
0,0.569899999856949,1,0,1,1
0,0.648099999904633,1,0,2,1
0,0.660799999952316,1,1,1,1
0,0.704200000047684,1,0,1,1
0,0.714299999952316,1,0,2,1
0,0.642700000047684,1,1,1,1
0,0.527099999904633,1,0,1,1
0,0.577700000047684,1,0,1,1
0,0.649900000095367,1,1,2,1
0,0.728400000095367,1,1,2,1
0,1.3615,0,0,1,1
0,0.626200000047684,1,0,1,1
0,0.626399999856949,1,1,2,1
0,0.658399999856949,1,1,2,1
0,0.874299999952316,1,0,2,1
0,1.30740000009537,0,0,2,1
0,0.614200000047684,1,0,1,1
0,0.783,1,0,1,1
0,0.775600000143051,1,0,2,1
0,0.9605,1,0,1,1
0,0.815799999952316,1,1,1,1
0,0.7105,1,1,1,1
0,1.06529999995232,1,1,2,1
0,0.745599999904633,1,0,1,1
0,1.02440000009537,1,1,1,1
0,0.6105,1,0,2,1
0,0.655699999809265,1,0,2,1
0,0.682099999904633,1,0,2,1
0,0.712799999952316,1,1,1,1
0,0.679200000047684,1,0,2,1
0,0.520700000047684,1,1,1,1
0,0.728599999904633,0,0,1,1
0,0.6905,1,0,1,1
0,0.775900000095367,1,1,2,1
0,0.799,0,0,1,1
0,0.722,1,1,1,1
0,0.695799999952316,1,0,2,1
0,0.769599999904633,1,0,2,1
0,1.25609999990463,1,0,2,1
0,0.778900000095367,1,1,1,1
0,0.650099999904633,1,1,2,1
0,0.536799999952316,1,1,2,1
