"subj_idx","rt","response","rwdType","tgtPos","colPos","colMatch"
0,1.52278,0,2,1,3,1
0,0.78622,1,2,1,2,1
0,0.897935,1,2,2,1,1
0,0.973175,1,2,1,2,1
0,0.90246,1,2,2,3,1
0,0.93829,0,1,2,3,1
0,0.920375,1,1,3,2,1
0,0.750685,0,1,2,1,1
0,0.606595,1,2,3,2,1
0,0.95643,1,2,1,3,1
0,0.80205,1,1,3,1,1
0,0.76033,1,1,2,1,1
0,0.632505,1,2,3,2,1
0,0.76732,1,1,2,3,1
0,0.786755,1,1,1,2,1
0,0.81793,0,1,2,1,1
0,1.93948,1,2,1,3,1
0,0.777815,1,1,1,2,1
0,1.19913,1,1,2,1,1
0,1.107605,1,1,3,1,1
0,1.326155,1,2,1,2,1
0,0.854785,1,2,2,3,1
0,1.298515,1,1,2,3,1
0,0.97065,1,1,2,3,1
0,0.934885,1,2,3,2,1
0,0.68962,1,2,3,1,1
0,0.65226,1,2,1,2,1
0,0.93029,1,1,3,2,1
0,0.763105,1,1,1,2,1
0,0.732695,1,1,3,2,1
0,0.709,1,2,2,3,1
0,0.739455,1,2,3,2,1
0,0.845505,1,1,1,2,1
0,1.630045,1,1,1,3,1
0,0.983985,1,2,2,1,1
0,1.03018,1,1,3,1,1
0,0.64471,1,1,3,2,1
0,0.93329,1,1,1,3,1
0,0.614365,1,1,3,1,1
0,0.782635,1,1,1,3,1
0,1.16457,1,2,2,1,1
0,0.556355,1,2,3,1,1
0,1.28143,1,2,2,1,1
0,0.61529,1,1,1,3,1
0,1.810235,0,1,1,2,1
0,0.75276,1,2,3,2,1
0,0.63083,1,1,1,3,1
0,0.65387,1,2,3,1,1
0,0.79697,1,2,1,2,1
0,0.668175,1,1,3,1,1
0,0.62801,1,2,2,3,1
0,0.93938,0,1,2,3,1
0,0.843735,1,2,2,3,1
0,0.62754,1,2,1,3,1
0,0.695175,1,1,2,1,1
0,0.797215,1,2,1,3,1
0,0.75563,1,2,2,1,1
0,0.675755,1,1,3,2,1
0,0.667295,1,2,3,1,1
1,1.003925,1,2,1,2,1
1,1.005055,1,1,3,1,1
1,0.885585,1,2,3,1,1
1,1.07088,1,2,2,1,1
1,0.98445,1,2,2,1,1
1,0.936335,1,2,2,1,1
1,0.878205,1,2,3,2,1
1,0.805715,1,2,2,3,1
1,0.94849,1,1,2,3,1
1,0.91658,1,1,1,3,1
1,0.854945,1,1,1,3,1
1,0.92987,1,2,1,3,1
1,0.999675,1,2,1,2,1
1,0.96456,1,2,3,1,1
1,0.836275,1,2,2,1,1
1,0.730935,1,1,3,1,1
1,0.676645,1,1,3,1,1
1,0.710925,1,2,3,2,1
1,0.817055,1,2,1,2,1
1,0.87393,1,1,2,1,1
1,0.86357,1,1,2,1,1
1,0.915925,1,2,3,1,1
1,0.914195,1,1,1,2,1
1,0.748145,1,2,1,3,1
1,0.69401,1,2,2,3,1
1,0.71151,1,1,1,2,1
1,0.730215,1,1,1,2,1
1,0.80534,1,1,2,3,1
1,0.70381,1,1,3,2,1
1,0.606435,1,2,3,1,1
1,0.88411,1,1,2,1,1
1,0.67085,1,2,1,3,1
1,0.80063,1,1,2,3,1
1,0.54076,1,1,3,2,1
1,0.663905,1,2,1,3,1
1,0.622275,1,2,2,3,1
1,0.80923,1,1,3,2,1
1,0.75078,1,1,2,1,1
1,0.53381,1,1,3,1,1
1,0.88968,1,1,3,2,1
1,0.736795,1,1,2,1,1
1,0.7305,1,1,2,3,1
1,0.822785,1,2,2,1,1
1,0.87085,1,1,1,2,1
1,0.645785,1,1,3,2,1
1,0.67983,1,2,1,2,1
1,0.57675,1,2,3,2,1
1,0.58443,1,1,1,3,1
1,0.6529,1,1,1,3,1
1,0.88716,0,2,1,2,1
1,0.79109,1,2,2,3,1
1,0.690715,1,1,3,1,1
1,0.673795,1,2,3,1,1
1,0.71664,1,2,2,3,1
1,0.601905,1,2,3,2,1
1,0.714305,1,1,1,2,1
1,0.844065,1,2,1,3,1
1,1.186525,1,1,1,3,1
1,0.71585,1,1,2,3,1
1,0.635105,1,2,3,2,1
2,0.549,1,2,3,1,1
2,0.667,1,1,3,1,1
2,0.709,1,2,2,1,1
2,0.813,1,2,1,2,1
2,0.531,1,2,2,1,1
2,0.663,1,2,1,3,1
2,0.453,1,2,3,2,1
2,0.715,1,2,2,1,1
2,0.823,1,2,3,1,1
2,0.737,1,1,2,1,1
2,0.611,1,2,3,1,1
2,0.645,1,2,2,1,1
2,0.644,1,1,1,3,1
2,0.627,1,2,1,2,1
2,0.533,1,2,1,3,1
2,0.656,1,1,1,2,1
2,0.555,1,1,3,2,1
2,0.573,1,1,3,2,1
2,0.84,1,1,2,1,1
2,0.484,0,1,1,2,1
2,0.479,1,2,3,2,1
2,0.474,1,2,3,1,1
2,0.684,1,1,1,2,1
2,0.436,1,2,3,2,1
2,0.811,1,2,3,2,1
2,1.004,1,2,2,3,1
2,0.717,0,1,1,3,1
2,0.798,1,2,1,2,1
2,0.719,1,1,1,2,1
2,0.556,1,1,3,2,1
2,0.621,1,1,2,3,1
2,0.585,1,2,1,2,1
2,0.649,0,2,2,3,1
2,0.522,1,2,1,3,1
2,0.691,1,1,1,3,1
2,0.51,1,1,3,2,1
2,0.746,1,2,2,3,1
2,0.491,1,1,3,1,1
2,0.536,1,2,2,3,1
2,0.5,1,1,3,1,1
2,0.49,1,2,3,1,1
2,0.92,0,1,2,1,1
2,0.65,1,1,1,2,1
2,0.959,1,1,1,3,1
2,0.505,1,1,3,2,1
2,0.664,1,2,2,1,1
2,0.946,1,2,2,3,1
2,0.505,1,2,3,2,1
2,0.609,0,1,2,3,1
2,0.51,1,1,3,1,1
2,0.67,0,1,2,1,1
2,0.618,0,2,1,3,1
2,0.58,1,1,1,3,1
2,0.799,1,2,1,3,1
2,0.506,1,1,2,3,1
2,0.581,1,1,2,1,1
2,0.553,1,1,3,1,1
2,0.738,1,2,1,2,1
2,0.562,1,1,2,3,1
2,0.589,1,1,2,3,1
3,1.075,0,1,2,3,1
3,1.478,1,2,3,2,1
3,1.004,1,2,3,2,1
3,0.785,1,1,2,3,1
3,0.95,1,1,1,2,1
3,1.132,1,1,3,2,1
3,0.982,1,1,2,1,1
3,1.321,1,1,3,1,1
3,0.783,0,1,1,3,1
3,0.894,0,2,2,3,1
3,1.323,1,2,2,3,1
3,0.958,0,2,1,3,1
3,0.852,1,2,1,3,1
3,0.997,1,1,1,2,1
3,0.855,1,1,3,1,1
3,1.304,1,2,3,1,1
3,1.466,1,2,1,3,1
3,1.628,1,2,1,2,1
3,1.163,1,1,3,1,1
3,1.026,1,2,3,1,1
3,1.345,0,1,1,2,1
3,2.217,1,1,2,1,1
3,1.688,1,1,2,3,1
3,1.761,1,1,1,2,1
3,1.197,1,1,2,3,1
3,1.283,1,1,1,2,1
3,1.207,1,2,1,3,1
3,0.874,1,2,3,1,1
3,1.139,1,2,1,2,1
3,1.424,1,1,1,3,1
3,1.374,1,1,3,2,1
3,1.161,1,1,3,1,1
3,1.968,1,2,2,1,1
3,1.212,1,1,1,3,1
3,0.934,1,1,2,1,1
3,1.044,1,1,3,2,1
3,1.028,0,2,1,2,1
3,1.009,1,2,3,2,1
3,1.02,1,2,1,3,1
3,1.22,1,2,2,1,1
3,2.057,1,2,2,3,1
3,1.179,1,2,1,2,1
3,1.212,1,1,3,2,1
3,1.287,1,1,2,1,1
3,1.144,1,2,1,2,1
3,1.289,1,2,2,1,1
3,1.256,1,1,2,3,1
3,1.025,1,2,3,1,1
3,1.337,1,1,3,2,1
3,1.387,1,2,2,3,1
3,1.489,1,1,1,3,1
3,1.018,1,2,2,1,1
3,1.027,1,2,2,3,1
3,1.106,1,2,3,2,1
3,1.17,1,1,2,1,1
3,1.194,1,2,2,1,1
3,1.479,1,2,3,1,1
3,1.074,1,1,3,1,1
3,1.708,1,1,1,3,1
3,1.157,1,2,3,2,1
4,0.852,0,1,2,1,1
4,0.755,0,2,3,2,1
4,0.55,1,1,2,3,1
4,0.707,1,2,1,3,1
4,0.965,0,2,1,2,1
4,0.598,1,2,2,1,1
4,0.665,0,1,2,3,1
4,0.996,0,2,2,3,1
4,0.435,1,1,3,1,1
4,0.627,1,2,1,3,1
4,0.768,0,1,3,1,1
4,0.598,0,1,2,1,1
4,0.5,1,1,3,1,1
4,0.862,1,2,2,1,1
4,0.807,1,1,1,2,1
4,0.624,1,2,2,3,1
4,0.719,1,1,3,2,1
4,0.533,0,2,3,1,1
4,0.665,0,2,2,3,1
4,0.463,1,1,1,3,1
4,0.69,1,2,3,1,1
4,0.928,1,1,1,3,1
4,0.794,0,2,1,3,1
4,0.818,1,2,2,1,1
4,0.463,0,1,2,1,1
4,0.856,0,1,2,3,1
4,0.375,1,1,3,1,1
4,0.888,0,2,1,3,1
4,0.606,1,1,1,3,1
4,0.731,0,2,2,1,1
4,0.768,1,2,3,1,1
4,0.493,1,1,1,2,1
4,0.737,1,2,3,2,1
4,1.087,0,2,1,2,1
4,1.016,1,1,3,2,1
4,1.129,0,1,2,3,1
4,0.685,1,2,1,2,1
