"subject","rewardType","tgtPosition","colorPosition","response","rt","congruence"
"8","low","3rd","3rd","1",0.50527,"congruent"
"8","high","2nd","1st","0",0.576395,"incongruent"
"8","none","3rd","none","1",0.373925,"na"
"8","low","2nd","2nd","0",0.53834,"congruent"
"8","low","3rd","3rd","1",0.446235,"congruent"
"8","high","3rd","1st","1",0.51743,"incongruent"
"8","low","1st","1st","0",0.58277,"congruent"
"8","low","1st","3rd","1",0.495745,"incongruent"
"8","low","1st","2nd","1",0.4991,"incongruent"
"8","low","1st","3rd","1",0.47772,"incongruent"
"8","none","2nd","none","1",0.515975,"na"
"8","high","2nd","2nd","1",0.53125,"congruent"
"8","high","3rd","2nd","1",0.43691,"incongruent"
"8","none","3rd","none","1",0.460585,"na"
"8","low","1st","1st","0",0.543115,"congruent"
"8","low","2nd","1st","1",0.4806,"incongruent"
"8","low","2nd","2nd","1",0.40524,"congruent"
"8","low","1st","2nd","1",0.376285,"incongruent"
"8","high","3rd","3rd","1",0.38936,"congruent"
"8","high","3rd","1st","1",0.558815,"incongruent"
"8","none","2nd","none","1",0.408215,"na"
"8","high","3rd","3rd","1",0.569635,"congruent"
"8","none","2nd","none","0",0.493445,"na"
"8","low","3rd","3rd","1",0.37551,"congruent"
"8","high","3rd","2nd","1",0.571335,"incongruent"
"8","low","2nd","3rd","0",0.63833,"incongruent"
"8","none","3rd","none","1",0.47952,"na"
"8","none","1st","none","1",0.46134,"na"
"8","high","2nd","3rd","1",0.518665,"incongruent"
"8","high","2nd","2nd","1",0.539945,"congruent"
"8","low","1st","1st","1",0.542275,"congruent"
"8","none","2nd","none","1",0.49594,"na"
"8","low","3rd","3rd","1",0.392315,"congruent"
"8","low","2nd","1st","1",0.50093,"incongruent"
"8","high","2nd","1st","1",0.46994,"incongruent"
"8","low","3rd","1st","1",0.38703,"incongruent"
"8","low","3rd","3rd","1",0.447225,"congruent"
"8","low","2nd","3rd","1",0.63551,"incongruent"
"8","low","1st","3rd","1",0.403545,"incongruent"
"8","low","2nd","2nd","1",0.49146,"congruent"
"8","low","1st","2nd","1",0.549005,"incongruent"
"8","none","1st","none","1",0.68036,"na"
"9","high","3rd","3rd","0",1.27292,"congruent"
"9","low","2nd","1st","0",1.13972,"incongruent"
"9","high","1st","3rd","1",0.7699850001,"incongruent"
"9","low","1st","1st","1",1.0287,"congruent"
"9","none","2nd","none","1",0.95411,"na"
"9","low","1st","1st","0",1.286885,"congruent"
"9","high","2nd","3rd","0",0.652,"incongruent"
"9","low","1st","3rd","1",0.9410249998,"incongruent"
"9","high","1st","1st","1",1.130405,"congruent"
"9","high","2nd","2nd","1",0.9940599999,"congruent"
"9","low","3rd","2nd","0",0.6867450001,"incongruent"
"9","none","3rd","none","1",1.06129,"na"
"9","high","2nd","2nd","1",1.290205,"congruent"
"9","low","2nd","2nd","1",0.7340050002,"congruent"
"9","none","1st","none","1",1.035435,"na"
"9","low","2nd","2nd","0",0.80957,"congruent"
"9","low","2nd","3rd","0",1.33697,"incongruent"
"9","high","3rd","3rd","1",0.5926049999,"congruent"
"9","none","2nd","none","0",1.05352,"na"
"9","low","1st","3rd","0",1.488245,"incongruent"
"9","none","2nd","none","1",0.48918,"na"
"9","low","3rd","2nd","1",1.69941,"incongruent"
"9","none","1st","none","1",1.261025,"na"
"9","low","1st","2nd","1",1.595275,"incongruent"
"9","low","2nd","2nd","0",1.59129,"congruent"
"9","high","2nd","1st","1",1.09047,"incongruent"
"9","none","3rd","none","1",0.86112,"na"
"9","none","1st","none","1",0.2627549998,"na"
"9","high","3rd","1st","1",0.27275,"incongruent"
"9","low","3rd","3rd","1",0.4457649998,"congruent"
"9","none","3rd","none","1",0.2847750001,"na"
"9","high","2nd","1st","1",0.44933,"incongruent"
"9","low","3rd","1st","1",0.4244700002,"incongruent"
"9","none","2nd","none","0",0.8617049998,"na"
"9","high","3rd","1st","1",0.6159799998,"incongruent"
"9","high","3rd","2nd","1",0.3525,"incongruent"
"9","none","3rd","none","1",0.2666,"na"
"9","high","1st","1st","1",0.9597799999,"congruent"
"9","high","2nd","1st","1",0.2783949999,"incongruent"
"9","none","3rd","none","1",0.296505,"na"
"9","low","3rd","3rd","1",0.3566149999,"congruent"
"9","high","3rd","2nd","1",0.730615,"incongruent"
"9","low","1st","1st","1",0.30109,"congruent"
"9","high","1st","1st","1",1.81432,"congruent"
"9","low","2nd","3rd","0",0.8218799999,"incongruent"
"9","high","2nd","3rd","0",0.650165,"incongruent"
"9","high","3rd","2nd","0",0.696975,"incongruent"
"9","none","3rd","none","1",0.5326449999,"na"
"9","high","1st","2nd","1",0.26296,"incongruent"
"9","low","3rd","2nd","1",0.2535699999,"incongruent"
"9","low","1st","1st","1",0.2888149999,"congruent"
"9","low","1st","3rd","0",0.4561400001,"incongruent"
"9","high","1st","2nd","1",0.561485,"incongruent"
"9","high","2nd","1st","1",0.2870550002,"incongruent"
"9","high","3rd","3rd","1",0.3656000001,"congruent"
"9","low","1st","1st","1",0.33133,"congruent"
"9","low","1st","2nd","0",0.551735,"incongruent"
"9","low","2nd","2nd","1",0.5244149999,"congruent"
"9","none","1st","none","1",0.86011,"na"
"9","high","1st","3rd","0",0.8821350001,"incongruent"
"9","high","3rd","1st","0",0.731925,"incongruent"
"9","high","1st","3rd","1",0.66659,"incongruent"
"9","low","2nd","1st","1",1.81676,"incongruent"
"9","high","2nd","3rd","1",0.6800249999,"incongruent"
"9","low","2nd","3rd","1",1.014255,"incongruent"
"9","high","1st","2nd","1",1.201565,"incongruent"
"9","low","1st","2nd","1",0.6200649999,"incongruent"
"9","high","3rd","2nd","0",1.166585,"incongruent"
"9","low","3rd","2nd","1",1.115775,"incongruent"
"9","low","3rd","1st","1",0.586965,"incongruent"
"9","low","3rd","3rd","1",0.5052449999,"congruent"
"9","low","3rd","3rd","1",0.7326400001,"congruent"
"9","low","3rd","1st","1",0.65861,"incongruent"
"9","low","2nd","3rd","1",1.74024,"incongruent"
"9","low","2nd","1st","0",0.3625950001,"incongruent"
"9","low","2nd","3rd","0",0.4253700001,"incongruent"
"9","none","1st","none","1",0.8454149999,"na"
"9","high","3rd","1st","1",1.14832,"incongruent"
"9","low","3rd","2nd","1",0.3567850001,"incongruent"
"9","high","1st","3rd","0",1.531,"incongruent"
"9","none","3rd","none","1",1.86021,"na"
"9","none","3rd","none","1",0.9013399999,"na"
"9","none","1st","none","0",0.8372749998,"na"
"9","low","2nd","2nd","1",0.7470100001,"congruent"
"9","none","2nd","none","0",0.278405,"na"
"9","high","2nd","3rd","1",0.84601,"incongruent"
"9","none","2nd","none","0",0.7766849999,"na"
"10","low","2nd","2nd","1",0.876295,"congruent"
"10","none","3rd","none","1",0.579645,"na"
"10","low","3rd","2nd","1",0.81658,"incongruent"
"10","high","2nd","2nd","0",0.976695,"congruent"
"10","high","1st","2nd","1",0.967285,"incongruent"
"10","low","1st","3rd","1",0.8567,"incongruent"
"10","low","3rd","2nd","1",0.44044,"incongruent"
"10","low","1st","1st","1",0.64255,"congruent"
"10","low","2nd","3rd","1",0.976555,"incongruent"
"10","high","2nd","3rd","1",0.66709,"incongruent"
"10","none","1st","none","1",0.578025,"na"
"10","high","1st","2nd","1",0.55419,"incongruent"
"10","low","2nd","2nd","1",0.478665,"congruent"
"10","none","2nd","none","1",0.61222,"na"
"10","low","2nd","2nd","1",0.506285,"congruent"
"10","low","3rd","2nd","1",0.480175,"incongruent"
"10","high","3rd","3rd","1",0.45069,"congruent"
"10","none","2nd","none","1",0.54315,"na"
"10","none","2nd","none","1",0.474385,"na"
"10","none","1st","none","0",0.649795,"na"
"10","low","1st","3rd","1",0.504775,"incongruent"
"10","high","3rd","2nd","1",0.558795,"incongruent"
"10","low","1st","2nd","1",0.641965,"incongruent"
"10","high","2nd","2nd","1",0.545445,"congruent"
"10","low","2nd","3rd","1",0.57355,"incongruent"
"10","low","3rd","3rd","1",0.689085,"congruent"
"10","high","2nd","1st","1",0.870525,"incongruent"
"10","low","2nd","2nd","1",0.620655,"congruent"
"10","none","3rd","none","1",0.456095,"na"
"10","low","2nd","1st","1",0.51746,"incongruent"
"10","none","2nd","none","1",0.560855,"na"
"10","low","3rd","3rd","1",0.48149,"congruent"
"10","high","2nd","3rd","1",0.641315,"incongruent"
"10","none","1st","none","1",0.49064,"na"
"10","high","1st","3rd","1",0.490315,"incongruent"
"10","low","1st","2nd","1",0.55492,"incongruent"
"10","low","3rd","1st","1",0.459295,"incongruent"
"10","none","3rd","none","1",0.437935,"na"
"10","high","3rd","1st","1",0.443925,"incongruent"
"10","high","1st","1st","0",0.66879,"congruent"
"10","low","3rd","1st","1",0.607115,"incongruent"
"10","high","2nd","2nd","1",1.46335,"congruent"
"10","high","1st","2nd","1",0.43508,"incongruent"
"10","none","3rd","none","0",0.532135,"na"
"10","low","2nd","3rd","1",0.476825,"incongruent"
"10","low","3rd","2nd","1",0.507295,"incongruent"
"10","low","2nd","1st","1",0.644285,"incongruent"
"10","high","2nd","3rd","1",0.54522,"incongruent"
"10","high","1st","1st","1",0.471505,"congruent"
"10","high","2nd","1st","1",0.35959,"incongruent"
"10","none","2nd","none","1",0.456265,"na"
"10","none","3rd","none","1",0.391715,"na"
"10","high","1st","2nd","1",0.62812,"incongruent"
"10","high","2nd","2nd","1",0.40495,"congruent"
"10","none","3rd","none","1",0.583385,"na"
"10","high","2nd","1st","1",0.571175,"incongruent"
"10","none","3rd","none","1",0.4922949999,"na"
"10","high","1st","1st","1",0.633035,"congruent"
"10","high","3rd","3rd","1",0.388495,"congruent"
"10","none","1st","none","1",0.53476,"na"
"10","low","1st","3rd","1",0.416305,"incongruent"
"10","high","3rd","3rd","1",0.457395,"congruent"
"10","none","1st","none","1",0.4393,"na"
"10","high","1st","1st","1",0.615305,"congruent"
"10","low","1st","2nd","0",1.04441,"incongruent"
"10","low","1st","1st","1",0.630395,"congruent"
"10","low","3rd","3rd","1",0.8502,"congruent"
"10","none","2nd","none","1",0.548095,"na"
"10","high","3rd","2nd","1",0.451235,"incongruent"
"10","low","1st","3rd","1",0.438555,"incongruent"
"10","none","2nd","none","1",0.4706999999,"na"
"10","low","3rd","1st","1",0.39799,"incongruent"
"10","low","1st","2nd","1",0.580375,"incongruent"
"10","high","2nd","1st","1",0.579475,"incongruent"
"10","high","2nd","3rd","1",0.68441,"incongruent"
"10","none","1st","none","1",0.455395,"na"
"10","none","3rd","none","1",0.461855,"na"
"10","high","1st","2nd","1",0.450715,"incongruent"
"10","none","1st","none","0",1.23383,"na"
"10","low","1st","1st","1",0.92552,"congruent"
"10","low","2nd","1st","1",0.61876,"incongruent"
"10","high","1st","1st","1",0.627025,"congruent"
"10","none","3rd","none","1",0.840015,"na"
"10","low","2nd","3rd","1",0.687235,"incongruent"
"10","high","3rd","1st","1",0.414645,"incongruent"
"10","high","3rd","1st","1",0.39483,"incongruent"
"10","low","3rd","1st","1",0.450755,"incongruent"
"10","low","2nd","3rd","1",0.556025,"incongruent"
"10","high","2nd","3rd","1",0.537335,"incongruent"
"10","none","1st","none","1",0.623485,"na"
"10","high","1st","3rd","1",0.513895,"incongruent"
"10","high","1st","3rd","1",0.53018,"incongruent"
"10","low","3rd","2nd","1",0.407035,"incongruent"
"10","low","1st","2nd","0",0.57722,"incongruent"
"10","low","2nd","1st","1",0.558325,"incongruent"
"10","low","1st","1st","1",0.45135,"congruent"
"10","none","1st","none","1",0.552905,"na"
"10","high","3rd","3rd","1",0.426925,"congruent"
"10","high","3rd","2nd","1",0.37976,"incongruent"
"10","low","3rd","3rd","1",0.359605,"congruent"
"10","low","1st","1st","1",0.87425,"congruent"
"10","low","3rd","3rd","1",0.46013,"congruent"
"10","low","2nd","2nd","1",0.71964,"congruent"
"10","high","1st","3rd","1",1.4446,"incongruent"
"10","low","3rd","1st","1",0.54849,"incongruent"
"10","low","1st","3rd","1",1.06864,"incongruent"
"10","high","3rd","2nd","1",0.58734,"incongruent"
"10","none","2nd","none","1",0.423435,"na"
"10","high","2nd","2nd","1",0.467875,"congruent"
"10","none","2nd","none","1",0.479835,"na"
"10","high","3rd","3rd","1",0.482865,"congruent"
"10","none","1st","none","1",1.107195,"na"
"10","high","3rd","1st","1",0.477415,"incongruent"
"10","low","2nd","1st","1",0.667295,"incongruent"
"10","none","2nd","none","1",0.541705,"na"
"10","high","3rd","1st","1",0.640075,"incongruent"
"10","none","3rd","none","1",0.43152,"na"
"10","high","2nd","1st","1",0.58377,"incongruent"
"10","high","3rd","2nd","1",0.527005,"incongruent"
"10","high","1st","3rd","1",0.80458,"incongruent"
"11","high","2nd","3rd","1",0.933845,"incongruent"
"11","high","2nd","1st","1",0.798045,"incongruent"
"11","high","1st","2nd","1",0.587285,"incongruent"
"11","high","3rd","2nd","1",0.910405,"incongruent"
"11","high","3rd","1st","1",1.038815,"incongruent"
"11","high","3rd","3rd","1",0.95192,"congruent"
"11","none","1st","none","1",1.14484,"na"
"11","high","2nd","3rd","0",1.033665,"incongruent"
"11","none","2nd","none","1",1.245355,"na"
"11","none","1st","none","1",1.531465,"na"
"11","none","3rd","none","1",1.169,"na"
"11","low","3rd","1st","1",1.06066,"incongruent"
"11","high","3rd","1st","1",1.355425,"incongruent"
"11","low","2nd","3rd","0",1.949805,"incongruent"
"11","low","3rd","2nd","1",0.856425,"incongruent"
"11","none","3rd","none","1",0.85351,"na"
"11","low","3rd","1st","1",1.03388,"incongruent"
"11","low","3rd","2nd","1",0.922715,"incongruent"
"11","high","3rd","3rd","1",0.932075,"congruent"
"11","none","1st","none","0",0.623385,"na"
"11","high","1st","2nd","1",1.587785,"incongruent"
"11","none","3rd","none","1",1.510995,"na"
"11","high","1st","3rd","1",1.14068,"incongruent"
"11","high","2nd","3rd","1",1.334005,"incongruent"
"11","low","2nd","2nd","0",1.302055,"congruent"
"11","low","3rd","3rd","1",1.21108,"congruent"
"11","low","1st","2nd","1",1.183275,"incongruent"
"11","none","3rd","none","1",1.02097,"na"
"11","high","2nd","2nd","0",1.338285,"congruent"
"11","low","2nd","1st","1",1.368835,"incongruent"
"11","low","2nd","1st","1",1.149775,"incongruent"
"11","high","2nd","2nd","0",0.75944,"congruent"
"11","none","1st","none","1",1.15397,"na"
"11","high","1st","1st","1",1.30324,"congruent"
"11","high","3rd","3rd","1",1.029855,"congruent"
"11","high","2nd","3rd","1",1.3413,"incongruent"
"11","low","2nd","2nd","1",1.259095,"congruent"
"11","low","1st","1st","1",1.059275,"congruent"
"11","low","1st","2nd","1",1.014375,"incongruent"
"11","high","3rd","1st","1",0.982665,"incongruent"
"11","low","3rd","3rd","1",0.882845,"congruent"
"11","low","3rd","3rd","1",1.0341,"congruent"
"11","none","1st","none","1",2.287055,"na"
"11","low","3rd","1st","1",0.889075,"incongruent"
"11","high","2nd","2nd","0",1.142905,"congruent"
"11","none","1st","none","0",1.10285,"na"
"11","low","2nd","3rd","0",1.02229,"incongruent"
"11","high","2nd","3rd","1",1.06978,"incongruent"
"11","low","1st","1st","0",1.01917,"congruent"
"11","none","1st","none","1",1.14098,"na"
"11","low","2nd","2nd","1",1.154235,"congruent"
"11","low","3rd","1st","1",0.92879,"incongruent"
"11","low","1st","1st","1",1.77971,"congruent"
"11","high","3rd","2nd","1",1.37295,"incongruent"
"11","low","1st","2nd","1",1.026725,"incongruent"
"11","low","1st","3rd","1",1.609475,"incongruent"
"11","low","3rd","1st","1",1.14286,"incongruent"
"11","none","3rd","none","1",1.095095,"na"
"11","none","2nd","none","1",1.23471,"na"
"11","low","1st","1st","1",1.425915,"congruent"
"11","none","1st","none","1",1.79183,"na"
"11","none","2nd","none","1",1.39586,"na"
"11","low","1st","2nd","1",1.176085,"incongruent"
"11","high","1st","3rd","1",1.193375,"incongruent"
"11","low","3rd","3rd","1",1.019755,"congruent"
"11","low","3rd","2nd","1",1.03675,"incongruent"
"11","none","1st","none","1",0.9873,"na"
"11","low","2nd","1st","1",1.22062,"incongruent"
"11","high","1st","3rd","1",1.428365,"incongruent"
"11","high","1st","2nd","0",1.392825,"incongruent"
"11","low","2nd","2nd","1",1.125905,"congruent"
"11","none","3rd","none","1",0.988845,"na"
"11","none","3rd","none","1",1.154325,"na"
"11","low","2nd","3rd","1",1.266835,"incongruent"
"11","high","2nd","1st","0",1.177185,"incongruent"
"11","none","2nd","none","0",1.366415,"na"
"11","none","3rd","none","0",1.524965,"na"
"11","low","1st","3rd","1",0.956295,"incongruent"
"11","low","1st","1st","1",1.52142,"congruent"
"11","high","1st","1st","1",1.30463,"congruent"
"11","none","3rd","none","1",1.19713,"na"
"11","high","2nd","1st","1",1.569725,"incongruent"
"11","none","3rd","none","1",1.01915,"na"
"11","high","1st","2nd","0",1.514775,"incongruent"
"11","high","3rd","1st","1",0.97567,"incongruent"
"11","high","3rd","2nd","1",0.90644,"incongruent"
"11","low","3rd","2nd","1",0.910805,"incongruent"
"11","none","1st","none","1",2.11443,"na"
"11","high","1st","1st","1",1.40826,"congruent"
"11","low","2nd","3rd","0",1.52542,"incongruent"
"11","low","1st","2nd","1",1.58585,"incongruent"
"11","high","3rd","3rd","1",0.901745,"congruent"
"11","low","2nd","1st","1",1.21503,"incongruent"
"11","none","2nd","none","1",1.305075,"na"
"11","low","1st","3rd","0",2.338325,"incongruent"
"11","low","2nd","1st","0",1.006505,"incongruent"
"11","high","1st","1st","1",1.244455,"congruent"
"11","high","3rd","1st","1",1.6353,"incongruent"
"11","high","2nd","2nd","1",1.214205,"congruent"
"11","high","1st","3rd","1",1.36259,"incongruent"
"11","none","2nd","none","1",1.265765,"na"
"11","low","1st","3rd","1",1.2061,"incongruent"
"11","low","1st","3rd","0",1.46182,"incongruent"
"12","low","2nd","2nd","1",1.038635,"congruent"
"12","high","3rd","2nd","1",0.6084049999,"incongruent"
"12","low","3rd","2nd","1",0.76393,"incongruent"
"12","low","3rd","1st","0",0.662855,"incongruent"
"12","high","2nd","1st","1",0.691555,"incongruent"
"12","high","2nd","3rd","1",1.00123,"incongruent"
"12","low","3rd","1st","1",0.6123,"incongruent"
"12","high","3rd","3rd","1",0.53682,"congruent"
"12","none","1st","none","0",0.8852,"na"
"12","low","2nd","3rd","1",0.984895,"incongruent"
"12","high","3rd","2nd","1",0.597335,"incongruent"
"12","low","3rd","3rd","1",0.54442,"congruent"
"12","high","1st","3rd","0",1.37357,"incongruent"
"12","high","3rd","3rd","0",0.59228,"congruent"
"12","high","1st","1st","1",1.0118,"congruent"
"12","high","3rd","3rd","1",0.652415,"congruent"
"12","low","1st","3rd","1",0.851475,"incongruent"
"12","high","1st","2nd","0",0.76964,"incongruent"
"12","low","2nd","1st","0",1.115105,"incongruent"
"12","low","2nd","3rd","1",0.485835,"incongruent"
"12","none","3rd","none","1",0.452965,"na"
"12","none","2nd","none","0",0.59815,"na"
"12","none","2nd","none","1",0.94682,"na"
"12","high","2nd","1st","1",0.650025,"incongruent"
"12","high","3rd","1st","1",0.57317,"incongruent"
"12","low","1st","2nd","1",0.734785,"incongruent"
"12","low","1st","1st","1",0.48737,"congruent"
"12","high","2nd","3rd","0",0.761315,"incongruent"
"12","none","3rd","none","0",0.896765,"na"
"12","low","3rd","3rd","1",0.54301,"congruent"
"12","low","1st","2nd","1",1.010415,"incongruent"
"12","high","3rd","3rd","1",0.52472,"congruent"
"12","low","2nd","3rd","0",0.92115,"incongruent"
"12","high","2nd","1st","0",0.59715,"incongruent"
"12","high","3rd","3rd","1",0.73728,"congruent"
"12","high","1st","3rd","1",0.89723,"incongruent"
"12","high","1st","3rd","1",0.881495,"incongruent"
"12","high","2nd","2nd","1",0.814335,"congruent"
"12","none","3rd","none","1",0.95633,"na"
"12","low","1st","1st","1",0.78118,"congruent"
"12","low","2nd","2nd","1",0.74563,"congruent"
"12","none","3rd","none","0",0.575855,"na"
"12","low","3rd","2nd","1",0.948455,"incongruent"
"12","high","2nd","1st","1",0.980085,"incongruent"
"12","low","1st","3rd","1",0.824385,"incongruent"
"12","none","1st","none","1",0.904805,"na"
"12","low","1st","1st","1",1.03455,"congruent"
"12","none","2nd","none","1",1.232175,"na"
"12","low","2nd","3rd","1",1.06576,"incongruent"
"12","low","2nd","1st","1",0.572765,"incongruent"
"12","none","1st","none","1",0.956635,"na"
"12","high","2nd","2nd","1",1.033265,"congruent"
"12","none","2nd","none","1",0.77642,"na"
"12","low","2nd","3rd","1",0.665765,"incongruent"
"12","high","1st","2nd","1",1.02895,"incongruent"
"12","high","2nd","2nd","1",1.070365,"congruent"
"12","none","1st","none","1",0.81485,"na"
"12","low","2nd","2nd","1",0.95905,"congruent"
"12","none","1st","none","1",0.9912850001,"na"
"12","low","1st","3rd","1",0.70285,"incongruent"
"12","none","2nd","none","1",0.926565,"na"
"12","high","3rd","2nd","1",0.639215,"incongruent"
"12","none","1st","none","1",0.72321,"na"
"12","low","1st","2nd","0",0.741225,"incongruent"
"12","none","2nd","none","1",1.251695,"na"
"12","none","1st","none","1",0.79669,"na"
"12","high","1st","2nd","1",0.907485,"incongruent"
"12","none","2nd","none","1",0.755515,"na"
"12","none","2nd","none","1",0.737595,"na"
"12","high","3rd","2nd","1",0.516765,"incongruent"
"12","high","2nd","2nd","1",0.956665,"congruent"
"12","high","2nd","2nd","1",0.701365,"congruent"
"12","none","2nd","none","1",0.869095,"na"
"12","low","1st","1st","1",0.843615,"congruent"
"12","high","3rd","1st","1",0.587015,"incongruent"
"12","none","3rd","none","1",0.54949,"na"
"12","high","1st","3rd","1",0.750225,"incongruent"
"12","high","2nd","3rd","0",0.8913050001,"incongruent"
"12","high","1st","1st","0",1.1309,"congruent"
"12","none","1st","none","0",0.754175,"na"
"12","high","1st","1st","0",0.51302,"congruent"
"12","low","3rd","3rd","1",0.458765,"congruent"
"12","none","3rd","none","1",0.459255,"na"
"12","high","2nd","3rd","0",0.712645,"incongruent"
"12","high","1st","2nd","1",0.762395,"incongruent"
"12","low","3rd","3rd","1",0.465315,"congruent"
"12","low","2nd","1st","0",0.794595,"incongruent"
"12","low","2nd","1st","0",0.95865,"incongruent"
"12","low","3rd","2nd","1",0.47398,"incongruent"
"12","none","3rd","none","1",0.514805,"na"
"12","low","1st","2nd","0",0.80638,"incongruent"
"12","high","3rd","1st","1",0.9988,"incongruent"
"12","none","3rd","none","1",0.77382,"na"
"12","low","2nd","2nd","1",0.64369,"congruent"
"12","low","3rd","1st","1",0.581805,"incongruent"
"12","none","1st","none","0",1.380905,"na"
"12","high","1st","1st","1",1.478885,"congruent"
"12","low","2nd","2nd","0",1.2061,"congruent"
"12","none","1st","none","1",1.136015,"na"
"12","high","1st","2nd","1",1.22631,"incongruent"
"12","low","3rd","2nd","1",0.65034,"incongruent"
"12","high","3rd","2nd","1",0.98229,"incongruent"
"12","high","1st","1st","1",0.6066,"congruent"
"12","low","1st","1st","1",0.804525,"congruent"
"12","high","3rd","1st","1",0.512865,"incongruent"
"12","high","2nd","3rd","1",0.740495,"incongruent"
"12","low","1st","3rd","1",0.75937,"incongruent"
"12","high","1st","3rd","1",0.92796,"incongruent"
"12","high","2nd","1st","1",0.495065,"incongruent"
"12","none","3rd","none","0",0.807585,"na"
"12","low","3rd","1st","1",0.542,"incongruent"
"12","high","3rd","1st","1",0.733895,"incongruent"
"12","none","2nd","none","1",0.87554,"na"
"12","low","3rd","3rd","1",0.61283,"congruent"
"12","low","3rd","2nd","1",1.218365,"incongruent"
"12","low","1st","3rd","1",0.7138,"incongruent"
"12","low","2nd","1st","0",1.06874,"incongruent"
"13","none","2nd","none","1",0.82152,"na"
"13","high","1st","1st","1",0.922575,"congruent"
"13","high","1st","2nd","0",1.030635,"incongruent"
"13","low","3rd","1st","1",0.491715,"incongruent"
"13","low","3rd","3rd","1",0.635675,"congruent"
"13","low","3rd","1st","1",0.62113,"incongruent"
"13","low","3rd","2nd","0",0.326615,"incongruent"
"13","none","2nd","none","1",0.430975,"na"
"13","low","2nd","3rd","1",0.53481,"incongruent"
"13","none","3rd","none","0",0.37385,"na"
"13","high","3rd","2nd","1",0.4255,"incongruent"
"13","none","1st","none","1",1.12522,"na"
"13","low","1st","1st","0",0.381705,"congruent"
"13","low","1st","1st","1",1.708225,"congruent"
"13","low","3rd","3rd","0",0.267635,"congruent"
"13","none","3rd","none","0",1.84675,"na"
"13","none","3rd","none","0",1.379675,"na"
"13","high","1st","3rd","0",1.407595,"incongruent"
"13","low","3rd","2nd","0",0.751495,"incongruent"
"13","low","1st","3rd","1",0.446675,"incongruent"
"13","low","2nd","1st","0",0.420075,"incongruent"
"13","high","3rd","1st","1",0.50671,"incongruent"
"13","low","3rd","3rd","1",0.246405,"congruent"
"13","low","1st","3rd","1",0.353575,"incongruent"
"13","low","3rd","1st","1",0.69071,"incongruent"
"13","none","1st","none","0",0.50685,"na"
"13","none","3rd","none","0",0.494225,"na"
"13","high","3rd","3rd","0",1.56841,"congruent"
"13","high","2nd","2nd","0",0.313465,"congruent"
"13","high","2nd","3rd","1",0.356585,"incongruent"
"13","high","1st","2nd","0",0.35175,"incongruent"
"13","none","3rd","none","1",0.30952,"na"
"13","low","2nd","3rd","1",0.319955,"incongruent"
"13","none","1st","none","1",0.64319,"na"
"13","high","3rd","3rd","1",1.19329,"congruent"
"13","none","1st","none","1",0.7647,"na"
"13","none","1st","none","0",1.704155,"na"
"13","high","1st","1st","0",0.28278,"congruent"
"13","low","3rd","2nd","0",1.143475,"incongruent"
"13","high","2nd","3rd","1",1.67618,"incongruent"
"13","none","3rd","none","0",1.12352,"na"
"13","high","1st","1st","1",0.43582,"congruent"
"13","low","2nd","3rd","1",1.398085,"incongruent"
"13","none","1st","none","0",1.028495,"na"
"13","high","3rd","1st","1",0.37685,"incongruent"
"13","low","2nd","2nd","1",0.662935,"congruent"
"13","none","2nd","none","1",0.257735,"na"
"13","none","2nd","none","1",1.55519,"na"
"13","low","3rd","3rd","1",0.98343,"congruent"
"13","low","3rd","3rd","1",0.720755,"congruent"
"13","low","3rd","2nd","0",0.717115,"incongruent"
"13","high","3rd","3rd","0",0.391445,"congruent"
"13","low","1st","1st","0",0.993065,"congruent"
"13","high","2nd","3rd","0",0.398995,"incongruent"
"13","low","3rd","1st","0",0.36648,"incongruent"
"13","none","2nd","none","0",0.350605,"na"
"13","high","3rd","3rd","0",0.32515,"congruent"
"13","none","2nd","none","1",1.75303,"na"
"13","none","1st","none","1",0.34678,"na"
"13","high","2nd","1st","1",1.655215,"incongruent"
"13","low","1st","3rd","1",2.32721,"incongruent"
"13","none","3rd","none","1",0.702915,"na"
"13","low","2nd","1st","1",2.142025,"incongruent"
"13","low","1st","2nd","1",0.376155,"incongruent"
"13","high","3rd","2nd","0",0.74566,"incongruent"
"13","low","1st","2nd","1",0.713785,"incongruent"
"13","none","2nd","none","0",1.14073,"na"
"14","none","1st","none","1",0.727175,"na"
"14","low","3rd","3rd","1",0.576165,"congruent"
"14","none","3rd","none","0",1.267735,"na"
"14","low","1st","2nd","1",0.67197,"incongruent"
"14","high","3rd","2nd","1",0.55562,"incongruent"
"14","none","2nd","none","1",0.739175,"na"
"14","low","3rd","3rd","1",0.554045,"congruent"
"14","low","2nd","1st","1",0.583095,"incongruent"
"14","none","2nd","none","1",0.49631,"na"
"14","low","1st","1st","1",0.61412,"congruent"
"14","low","1st","1st","1",0.69974,"congruent"
"14","low","3rd","2nd","1",0.43652,"incongruent"
"14","low","3rd","1st","1",0.497845,"incongruent"
"14","high","3rd","3rd","1",0.46387,"congruent"
"14","high","1st","3rd","1",0.523205,"incongruent"
"14","low","3rd","1st","1",0.99033,"incongruent"
"14","low","3rd","3rd","1",0.627715,"congruent"
"14","none","3rd","none","1",0.58378,"na"
"14","low","3rd","2nd","1",0.724565,"incongruent"
"14","high","2nd","3rd","1",0.756405,"incongruent"
"14","high","3rd","3rd","1",0.58429,"congruent"
