"subject","rewardType","tgtPosition","colorPosition","response","rt","congruence"
"51","low","2nd","2nd","0",0.628725,"congruent"
"51","none","1st","none","1",0.42931,"na"
"51","low","3rd","1st","1",0.42961,"incongruent"
"51","low","1st","2nd","1",0.501865,"incongruent"
"51","high","1st","1st","0",0.465425,"congruent"
"51","none","2nd","none","0",0.44292,"na"
"51","high","3rd","1st","1",0.36917,"incongruent"
"51","low","1st","1st","1",0.579415,"congruent"
"51","low","2nd","3rd","1",0.537385,"incongruent"
"51","low","1st","1st","1",0.528175,"congruent"
"51","high","2nd","3rd","1",0.58322,"incongruent"
"51","none","1st","none","0",0.587055,"na"
"51","none","2nd","none","1",0.360325,"na"
"51","high","2nd","2nd","1",0.590475,"congruent"
"51","none","1st","none","0",0.551805,"na"
"51","none","1st","none","0",0.45052,"na"
"51","high","1st","2nd","1",0.559745,"incongruent"
"51","high","2nd","3rd","1",0.47693,"incongruent"
"51","high","1st","1st","1",0.56305,"congruent"
"51","none","3rd","none","1",0.432175,"na"
"51","none","2nd","none","1",0.441715,"na"
"51","low","1st","1st","1",0.508375,"congruent"
"51","low","1st","3rd","1",0.50277,"incongruent"
"51","none","1st","none","1",0.534325,"na"
"51","low","3rd","1st","1",0.37573,"incongruent"
"51","high","3rd","2nd","1",0.383545,"incongruent"
"51","low","1st","2nd","1",0.4119,"incongruent"
"51","high","3rd","1st","1",0.429185,"incongruent"
"51","none","2nd","none","1",0.5109,"na"
"51","none","1st","none","0",0.51616,"na"
"51","low","2nd","1st","0",0.52988,"incongruent"
"51","high","1st","1st","0",0.59581,"congruent"
"51","none","1st","none","0",0.509235,"na"
"51","low","2nd","1st","1",0.557155,"incongruent"
"51","low","3rd","2nd","0",0.825335,"incongruent"
"51","low","2nd","3rd","1",0.537865,"incongruent"
"51","low","2nd","2nd","0",0.638275,"congruent"
"51","none","2nd","none","1",0.44378,"na"
"51","none","3rd","none","1",0.466675,"na"
"51","low","3rd","1st","0",0.46384,"incongruent"
"51","low","3rd","3rd","1",0.40702,"congruent"
"51","high","3rd","2nd","1",0.415255,"incongruent"
"51","low","1st","2nd","1",0.55374,"incongruent"
"51","high","1st","3rd","1",0.598815,"incongruent"
"51","high","3rd","3rd","1",0.3707,"congruent"
"51","high","3rd","2nd","1",0.419325,"incongruent"
"51","high","1st","2nd","1",0.47039,"incongruent"
"51","none","3rd","none","1",0.40499,"na"
"51","none","3rd","none","1",0.56537,"na"
"51","low","1st","3rd","0",0.46004,"incongruent"
"51","high","3rd","3rd","1",0.405185,"congruent"
"51","none","3rd","none","1",0.485625,"na"
"51","high","3rd","2nd","1",0.42584,"incongruent"
"51","high","2nd","1st","1",0.424495,"incongruent"
"51","none","3rd","none","1",0.3238,"na"
"51","none","3rd","none","1",0.346885,"na"
"51","low","2nd","1st","1",0.40989,"incongruent"
"51","none","1st","none","1",0.695785,"na"
"51","low","3rd","2nd","1",0.411635,"incongruent"
"51","none","3rd","none","1",0.47968,"na"
"51","high","1st","2nd","0",0.4995,"incongruent"
"51","high","3rd","3rd","1",0.460205,"congruent"
"51","high","1st","2nd","1",0.57618,"incongruent"
"51","none","2nd","none","1",0.58907,"na"
"51","low","3rd","3rd","1",0.397975,"congruent"
"51","low","3rd","1st","1",0.599175,"incongruent"
"51","low","2nd","3rd","0",0.46445,"incongruent"
"51","high","2nd","1st","1",0.56352,"incongruent"
"51","high","3rd","3rd","1",0.36703,"congruent"
"51","low","1st","2nd","1",0.421195,"incongruent"
"51","low","2nd","1st","0",0.504725,"incongruent"
"51","high","2nd","1st","0",0.48323,"incongruent"
"51","high","2nd","1st","0",0.54634,"incongruent"
"51","low","3rd","2nd","1",0.344775,"incongruent"
"51","low","3rd","2nd","1",0.362785,"incongruent"
"51","low","1st","3rd","0",0.549805,"incongruent"
"51","high","2nd","3rd","0",0.555305,"incongruent"
"51","high","1st","2nd","1",0.30855,"incongruent"
"52","low","3rd","1st","1",0.9516500002,"incongruent"
"52","high","2nd","1st","1",0.8947650001,"incongruent"
"52","low","1st","3rd","1",0.9040399999,"incongruent"
"52","none","1st","none","1",0.8594500001,"na"
"52","low","2nd","1st","1",0.920225,"incongruent"
"52","low","2nd","1st","1",0.9704500001,"incongruent"
"52","none","3rd","none","1",1.08275,"na"
"52","none","1st","none","1",0.8748000001,"na"
"52","low","2nd","3rd","1",0.8679150001,"incongruent"
"52","none","3rd","none","1",0.7858899999,"na"
"52","high","1st","1st","1",0.85421,"congruent"
"52","low","3rd","2nd","1",0.75293,"incongruent"
"52","low","3rd","2nd","1",0.7098000001,"incongruent"
"52","none","2nd","none","1",0.86044,"na"
"52","low","1st","2nd","1",0.9055900001,"incongruent"
"52","none","1st","none","1",0.5226599998,"na"
"52","low","2nd","1st","1",0.902005,"incongruent"
"52","none","1st","none","1",0.8730649999,"na"
"52","low","3rd","3rd","1",0.9312750001,"congruent"
"52","high","1st","3rd","1",0.668415,"incongruent"
"52","low","3rd","2nd","1",0.54388,"incongruent"
"52","none","3rd","none","1",0.746975,"na"
"52","low","1st","1st","1",0.9333000001,"congruent"
"52","none","1st","none","0",0.9238250002,"na"
"52","high","3rd","2nd","1",0.7321500001,"incongruent"
"52","high","3rd","1st","1",0.598985,"incongruent"
"52","low","2nd","1st","1",0.7379999999,"incongruent"
"52","none","1st","none","1",0.9571499999,"na"
"52","high","2nd","1st","1",0.94132,"incongruent"
"52","low","3rd","1st","1",0.9064750001,"incongruent"
"52","high","2nd","2nd","1",0.6248549998,"congruent"
"52","high","3rd","1st","1",0.81513,"incongruent"
"52","high","3rd","3rd","1",0.61894,"congruent"
"52","low","1st","3rd","0",0.8407700001,"incongruent"
"52","none","3rd","none","1",0.41497,"na"
"52","none","3rd","none","1",0.4118949999,"na"
"52","low","2nd","1st","1",0.62344,"incongruent"
"52","high","1st","2nd","0",0.8036,"incongruent"
"52","none","3rd","none","1",0.675275,"na"
"52","high","1st","3rd","1",0.6159000001,"incongruent"
"52","high","3rd","2nd","1",0.432635,"incongruent"
"52","high","2nd","2nd","1",0.959795,"congruent"
"52","high","2nd","3rd","1",0.9810599999,"incongruent"
"52","high","3rd","2nd","1",0.6551099999,"incongruent"
"52","none","2nd","none","0",0.6190800001,"na"
"52","low","3rd","3rd","1",0.72358,"congruent"
"52","none","1st","none","1",0.6713950001,"na"
"52","high","1st","2nd","1",0.6413100001,"incongruent"
"52","low","1st","1st","1",0.626775,"congruent"
"52","high","2nd","2nd","1",0.5646899999,"congruent"
"52","low","2nd","2nd","1",0.8493999999,"congruent"
"52","none","1st","none","1",0.57602,"na"
"52","low","1st","2nd","1",0.5967049999,"incongruent"
"52","high","1st","2nd","1",0.5430050001,"incongruent"
"52","low","1st","2nd","1",0.8839,"incongruent"
"52","high","2nd","3rd","1",0.7295700002,"incongruent"
"52","low","1st","1st","0",0.8954650001,"congruent"
"52","high","2nd","3rd","0",0.64799,"incongruent"
"52","none","2nd","none","0",0.7327950001,"na"
"52","high","1st","1st","1",0.6394850002,"congruent"
"52","low","3rd","2nd","1",0.5330700001,"incongruent"
"52","low","1st","1st","1",0.450735,"congruent"
"52","high","2nd","3rd","1",0.4881550001,"incongruent"
"52","none","3rd","none","1",0.575155,"na"
"52","none","2nd","none","0",1.01339,"na"
"52","high","2nd","3rd","1",0.7398450002,"incongruent"
"52","low","3rd","1st","1",0.4415050002,"incongruent"
"52","high","3rd","1st","1",0.5903700001,"incongruent"
"52","high","2nd","1st","1",0.544005,"incongruent"
"52","low","1st","1st","1",0.6707050002,"congruent"
"52","none","3rd","none","1",0.480675,"na"
"52","low","2nd","3rd","1",0.8227299999,"incongruent"
"52","low","2nd","2nd","0",0.61023,"congruent"
"52","low","3rd","1st","1",0.8543500002,"incongruent"
"52","none","2nd","none","1",0.6703949999,"na"
"52","high","3rd","1st","1",0.6525599998,"incongruent"
"52","none","3rd","none","1",0.522315,"na"
"52","high","1st","3rd","1",0.8026350001,"incongruent"
"52","high","3rd","1st","1",0.496665,"incongruent"
"52","low","3rd","3rd","1",0.5880199999,"congruent"
"52","low","3rd","1st","1",0.43891,"incongruent"
"52","low","2nd","3rd","1",0.7135650001,"incongruent"
"52","none","2nd","none","1",0.409215,"na"
"52","low","1st","3rd","1",0.7051349999,"incongruent"
"52","high","2nd","2nd","1",0.5507400001,"congruent"
"52","low","1st","2nd","1",0.507645,"incongruent"
"52","none","2nd","none","1",0.75987,"na"
"52","high","2nd","2nd","0",0.5967049999,"congruent"
"52","high","1st","2nd","1",0.6492949999,"incongruent"
"52","none","2nd","none","1",0.68716,"na"
"52","low","2nd","2nd","1",0.5181199999,"congruent"
"52","low","1st","3rd","1",0.5314199999,"incongruent"
"52","low","2nd","2nd","1",0.43888,"congruent"
"52","high","1st","1st","1",0.6741799999,"congruent"
"52","high","1st","3rd","1",0.5797350002,"incongruent"
"52","low","3rd","3rd","1",0.7934050001,"congruent"
"52","none","2nd","none","1",0.830485,"na"
"52","high","3rd","3rd","1",0.4929799999,"congruent"
"52","low","1st","3rd","1",1.08369,"incongruent"
"52","none","3rd","none","1",0.674355,"na"
"52","low","3rd","2nd","1",0.453975,"incongruent"
"52","high","3rd","3rd","1",0.527305,"congruent"
"52","high","3rd","2nd","0",1.59407,"incongruent"
"52","high","3rd","3rd","1",0.61414,"congruent"
"52","high","1st","1st","1",0.5258599999,"congruent"
"52","low","1st","2nd","0",0.901325,"incongruent"
"52","low","2nd","3rd","1",0.6187100001,"incongruent"
"52","none","2nd","none","1",0.60515,"na"
"52","high","1st","2nd","1",0.639125,"incongruent"
"52","high","2nd","1st","1",0.5338849998,"incongruent"
"52","high","1st","1st","1",1.23446,"congruent"
"52","none","1st","none","1",0.8050599999,"na"
"52","low","3rd","3rd","1",0.6091149999,"congruent"
"52","high","2nd","1st","1",0.6357549999,"incongruent"
"52","high","3rd","3rd","1",0.5514849999,"congruent"
"52","none","1st","none","1",0.7167150001,"na"
"52","high","1st","3rd","1",0.603265,"incongruent"
"52","high","3rd","2nd","1",0.7476299999,"incongruent"
"52","low","2nd","2nd","1",0.657415,"congruent"
"52","low","2nd","3rd","1",0.7816250001,"incongruent"
"53","low","2nd","3rd","1",1.160775,"incongruent"
"53","low","3rd","1st","1",0.80958,"incongruent"
"53","low","1st","3rd","1",1.8949,"incongruent"
"53","none","3rd","none","1",0.744435,"na"
"53","high","2nd","2nd","1",1.454775,"congruent"
"53","low","1st","2nd","1",1.06593,"incongruent"
"53","high","1st","1st","1",0.9114099999,"congruent"
"53","low","3rd","3rd","1",0.592685,"congruent"
"53","low","1st","3rd","1",0.938675,"incongruent"
"53","low","2nd","1st","1",0.776465,"incongruent"
"53","high","2nd","1st","1",1.700015,"incongruent"
"53","high","2nd","3rd","1",1.807545,"incongruent"
"53","none","1st","none","1",0.833625,"na"
"53","low","1st","2nd","1",1.29739,"incongruent"
"53","high","1st","3rd","1",1.78615,"incongruent"
"53","none","3rd","none","0",0.696385,"na"
"53","low","1st","3rd","1",0.94541,"incongruent"
"53","high","2nd","1st","1",0.99956,"incongruent"
"53","none","2nd","none","0",1.664895,"na"
"53","none","1st","none","0",0.9201699999,"na"
"53","low","3rd","2nd","1",0.72672,"incongruent"
"53","low","2nd","3rd","1",0.697295,"incongruent"
"53","high","3rd","3rd","1",0.777025,"congruent"
"53","none","3rd","none","1",0.705305,"na"
"53","high","1st","2nd","1",0.7377800001,"incongruent"
"53","low","3rd","2nd","1",0.65543,"incongruent"
"53","low","2nd","2nd","0",1.17461,"congruent"
"53","none","3rd","none","1",0.441565,"na"
"53","low","2nd","3rd","1",0.9281799999,"incongruent"
"53","high","2nd","3rd","1",1.055815,"incongruent"
"53","low","3rd","1st","1",0.4988449999,"incongruent"
"53","low","2nd","1st","1",0.871495,"incongruent"
"53","high","1st","2nd","1",0.695025,"incongruent"
"53","low","1st","1st","1",0.9120100001,"congruent"
"53","none","2nd","none","1",0.7210350001,"na"
"53","none","2nd","none","1",0.674455,"na"
"53","high","3rd","1st","1",0.8339399999,"incongruent"
"53","none","2nd","none","1",0.60043,"na"
"53","low","1st","1st","1",0.4670650001,"congruent"
"53","high","2nd","3rd","1",0.759925,"incongruent"
"53","none","1st","none","1",0.901775,"na"
"53","none","2nd","none","1",1.770715,"na"
"53","high","1st","3rd","1",0.624115,"incongruent"
"53","none","2nd","none","1",0.61579,"na"
"53","high","1st","3rd","1",0.8015749999,"incongruent"
"53","low","1st","2nd","0",0.80847,"incongruent"
"53","high","3rd","2nd","1",0.55193,"incongruent"
"53","none","1st","none","1",0.98543,"na"
"53","none","1st","none","1",0.7433049999,"na"
"53","high","1st","3rd","0",1.311295,"incongruent"
"53","low","2nd","2nd","1",0.76089,"congruent"
"53","low","2nd","2nd","1",0.37738,"congruent"
"53","none","3rd","none","1",0.768035,"na"
"53","none","1st","none","0",0.9990899999,"na"
"53","high","1st","2nd","1",0.7752499999,"incongruent"
"53","low","3rd","2nd","1",0.641685,"incongruent"
"53","low","1st","2nd","0",0.745165,"incongruent"
"53","none","2nd","none","1",0.80712,"na"
"53","high","1st","2nd","1",0.761645,"incongruent"
"53","high","1st","1st","1",0.563665,"congruent"
"53","low","3rd","1st","0",0.8817949999,"incongruent"
"53","none","1st","none","1",0.6155450001,"na"
"53","low","1st","3rd","1",0.88323,"incongruent"
"53","high","3rd","2nd","1",0.671695,"incongruent"
"53","none","3rd","none","1",0.586,"na"
"53","high","1st","3rd","0",1.271975,"incongruent"
"53","high","3rd","1st","1",0.56839,"incongruent"
"53","low","2nd","1st","1",1.166635,"incongruent"
"53","none","2nd","none","1",0.584405,"na"
"53","high","3rd","2nd","1",0.935415,"incongruent"
"53","low","1st","1st","1",0.73642,"congruent"
"53","high","1st","2nd","1",0.55808,"incongruent"
"53","none","3rd","none","1",0.9667550001,"na"
"53","low","3rd","2nd","1",0.575,"incongruent"
"53","high","3rd","3rd","1",1.05037,"congruent"
"53","high","2nd","2nd","1",0.8320000001,"congruent"
"53","low","1st","1st","0",0.664595,"congruent"
"53","low","3rd","2nd","0",0.27246,"incongruent"
"53","high","3rd","1st","1",0.552215,"incongruent"
"53","high","3rd","2nd","0",0.542745,"incongruent"
"53","none","3rd","none","1",0.6385250001,"na"
"53","high","1st","1st","1",0.630915,"congruent"
"53","none","3rd","none","1",0.970635,"na"
"53","low","2nd","1st","1",0.471825,"incongruent"
"53","high","3rd","3rd","1",0.43851,"congruent"
"53","low","3rd","3rd","1",0.69652,"congruent"
"53","none","2nd","none","1",0.65559,"na"
"53","high","2nd","2nd","0",0.68836,"congruent"
"53","high","2nd","1st","1",0.580725,"incongruent"
"53","low","3rd","1st","1",0.65706,"incongruent"
"53","low","2nd","1st","1",0.6470700001,"incongruent"
"53","low","3rd","3rd","1",0.4888500001,"congruent"
"53","high","2nd","3rd","1",0.584515,"incongruent"
"53","none","1st","none","1",1.01027,"na"
"53","low","3rd","1st","1",0.7815599999,"incongruent"
"53","high","3rd","3rd","1",0.5470049999,"congruent"
"53","high","2nd","3rd","1",0.9013050001,"incongruent"
"53","low","2nd","2nd","1",0.58453,"congruent"
"53","high","3rd","3rd","1",0.58244,"congruent"
"53","high","2nd","2nd","1",0.47251,"congruent"
"53","low","1st","3rd","1",0.654845,"incongruent"
"53","low","3rd","3rd","1",0.42534,"congruent"
"53","none","1st","none","1",0.50923,"na"
"53","high","3rd","2nd","1",0.72863,"incongruent"
"53","high","3rd","1st","1",0.6543599999,"incongruent"
"53","low","1st","1st","1",1.210275,"congruent"
"53","high","1st","1st","0",1.10196,"congruent"
"53","high","2nd","1st","1",0.834135,"incongruent"
"53","high","2nd","2nd","1",0.689395,"congruent"
"53","low","3rd","3rd","1",0.44106,"congruent"
"53","none","3rd","none","1",0.528695,"na"
"53","none","1st","none","1",0.667825,"na"
"53","low","1st","2nd","1",0.642125,"incongruent"
"53","low","2nd","3rd","1",0.77839,"incongruent"
"53","low","2nd","2nd","1",0.81735,"congruent"
"53","high","3rd","1st","1",0.52009,"incongruent"
"53","none","2nd","none","1",0.94288,"na"
"53","high","1st","1st","1",0.7349800001,"congruent"
"53","high","2nd","1st","1",0.663295,"incongruent"
"53","low","2nd","3rd","1",0.54321,"incongruent"
"54","none","3rd","none","1",0.888705,"na"
"54","high","2nd","1st","1",1.04376,"incongruent"
"54","none","1st","none","1",0.804615,"na"
"54","low","3rd","1st","1",1.59356,"incongruent"
"54","low","1st","3rd","1",1.024405,"incongruent"
"54","low","1st","1st","1",1.25515,"congruent"
"54","none","3rd","none","1",0.930895,"na"
"54","high","3rd","2nd","1",1.12632,"incongruent"
"54","low","1st","1st","1",1.008945,"congruent"
"54","high","1st","3rd","1",0.87439,"incongruent"
"54","low","2nd","1st","1",0.896285,"incongruent"
"54","none","2nd","none","1",0.88519,"na"
"54","high","2nd","1st","1",0.88109,"incongruent"
"54","none","2nd","none","1",0.935775,"na"
"54","high","2nd","2nd","0",1.392755,"congruent"
"54","high","3rd","3rd","1",1.004395,"congruent"
"54","none","1st","none","1",0.77989,"na"
"54","none","2nd","none","1",0.913515,"na"
"54","low","2nd","3rd","1",0.76063,"incongruent"
"54","high","1st","3rd","1",1.402125,"incongruent"
"54","low","2nd","2nd","1",1.3578,"congruent"
"54","none","3rd","none","1",2.036105,"na"
"54","high","2nd","2nd","1",1.056265,"congruent"
"54","low","3rd","3rd","1",0.89631,"congruent"
"54","low","2nd","1st","1",1.07912,"incongruent"
"54","low","1st","2nd","1",1.077725,"incongruent"
"54","none","2nd","none","0",0.790235,"na"
"54","high","3rd","1st","1",0.777655,"incongruent"
"54","high","1st","1st","1",0.99193,"congruent"
"54","high","3rd","1st","1",0.768755,"incongruent"
"54","low","3rd","2nd","1",1.051665,"incongruent"
"54","low","3rd","1st","1",0.736495,"incongruent"
"54","low","1st","3rd","1",0.861665,"incongruent"
"54","high","2nd","1st","1",0.967785,"incongruent"
"54","none","2nd","none","1",0.817835,"na"
"54","high","3rd","3rd","1",1.230165,"congruent"
"54","high","1st","3rd","1",1.1456,"incongruent"
"54","none","3rd","none","1",1.326235,"na"
"54","high","2nd","2nd","1",1.30399,"congruent"
"54","low","3rd","3rd","1",1.8822,"congruent"
"54","low","2nd","1st","1",0.980735,"incongruent"
"54","high","1st","1st","1",1.322105,"congruent"
"54","none","1st","none","1",0.9466,"na"
"54","high","1st","3rd","1",0.834145,"incongruent"
"54","low","1st","1st","1",0.92137,"congruent"
"54","high","2nd","1st","1",0.665745,"incongruent"
"54","none","1st","none","1",0.757995,"na"
"54","none","3rd","none","1",0.716185,"na"
"54","low","1st","2nd","1",0.654605,"incongruent"
"54","low","1st","2nd","1",0.53866,"incongruent"
"54","low","2nd","2nd","0",0.905885,"congruent"
"54","high","3rd","3rd","1",0.71394,"congruent"
"54","high","3rd","1st","1",0.74576,"incongruent"
"54","high","2nd","3rd","1",0.76933,"incongruent"
"54","low","2nd","3rd","1",0.691075,"incongruent"
"54","low","1st","3rd","1",0.70765,"incongruent"
"54","low","3rd","1st","1",0.70785,"incongruent"
"54","high","1st","2nd","1",0.850805,"incongruent"
"54","high","1st","2nd","0",1.35253,"incongruent"
"54","low","3rd","1st","1",0.71719,"incongruent"
"54","none","2nd","none","0",0.68498,"na"
"54","low","2nd","2nd","1",0.685245,"congruent"
"54","none","1st","none","1",0.986555,"na"
"54","high","3rd","2nd","1",0.572215,"incongruent"
"54","low","1st","3rd","1",0.50556,"incongruent"
"54","high","3rd","2nd","1",0.4685,"incongruent"
"54","none","1st","none","1",0.99955,"na"
"54","high","3rd","2nd","0",0.58207,"incongruent"
"54","low","3rd","2nd","1",0.423015,"incongruent"
"54","low","3rd","2nd","1",0.52974,"incongruent"
"54","low","1st","2nd","1",0.60282,"incongruent"
"54","low","2nd","3rd","1",0.93619,"incongruent"
"54","high","1st","3rd","1",1.05675,"incongruent"
"54","low","3rd","3rd","1",1.08372,"congruent"
"54","none","3rd","none","1",1.303045,"na"
"54","low","3rd","2nd","1",0.879745,"incongruent"
"54","low","1st","1st","1",1.35583,"congruent"
"54","high","3rd","3rd","1",1.681435,"congruent"
"54","high","1st","2nd","1",0.93053,"incongruent"
"54","low","3rd","2nd","1",0.8373,"incongruent"
"54","none","1st","none","1",1.194835,"na"
"54","low","1st","1st","1",0.8584049999,"congruent"
"54","high","3rd","3rd","1",0.81568,"congruent"
"54","low","1st","2nd","1",0.632445,"incongruent"
"54","high","2nd","1st","1",0.867925,"incongruent"
"54","none","2nd","none","1",1.38563,"na"
"54","low","2nd","1st","1",0.7399550001,"incongruent"
"54","high","3rd","2nd","1",0.587285,"incongruent"
"54","high","2nd","2nd","1",0.673425,"congruent"
"54","low","2nd","2nd","1",0.682655,"congruent"
"54","low","3rd","3rd","1",0.63365,"congruent"
"54","high","1st","1st","1",0.751235,"congruent"
"54","low","3rd","1st","1",0.66678,"incongruent"
"54","none","2nd","none","1",0.85335,"na"
"54","none","2nd","none","1",0.867925,"na"
"54","low","2nd","2nd","1",0.91025,"congruent"
"54","low","2nd","3rd","1",0.7308,"incongruent"
"54","high","2nd","3rd","1",0.76442,"incongruent"
"54","none","3rd","none","1",0.92133,"na"
"54","none","1st","none","1",0.88067,"na"
"54","high","1st","2nd","1",0.76222,"incongruent"
"54","low","2nd","1st","1",0.802995,"incongruent"
"54","low","1st","3rd","1",0.71184,"incongruent"
"54","high","3rd","1st","1",0.523535,"incongruent"
"54","none","2nd","none","1",0.60951,"na"
"54","low","3rd","3rd","1",0.537645,"congruent"
"54","high","1st","1st","1",0.901835,"congruent"
"54","high","1st","1st","1",1.12543,"congruent"
"54","low","2nd","3rd","1",0.673865,"incongruent"
"54","high","2nd","3rd","1",0.716585,"incongruent"
"54","high","1st","2nd","1",0.617515,"incongruent"
"54","high","2nd","3rd","1",0.59722,"incongruent"
"54","none","1st","none","1",0.737485,"na"
"54","none","3rd","none","1",0.4994,"na"
"54","none","3rd","none","1",0.689205,"na"
"54","high","2nd","2nd","1",0.7613,"congruent"
"54","high","2nd","3rd","1",0.738515,"incongruent"
"54","none","1st","none","0",1.314065,"na"
"54","high","3rd","1st","1",0.504515,"incongruent"
"54","none","3rd","none","1",0.46195,"na"
"55","low","3rd","3rd","1",1.35887,"congruent"
"55","low","1st","1st","1",1.38557,"congruent"
"55","high","3rd","1st","0",1.563365,"incongruent"
"55","none","3rd","none","1",0.838725,"na"
"55","low","3rd","2nd","1",1.05976,"incongruent"
"55","none","3rd","none","1",0.937895,"na"
"55","low","3rd","3rd","1",1.082655,"congruent"
"55","low","2nd","3rd","1",0.851545,"incongruent"
"55","high","2nd","1st","1",0.934825,"incongruent"
"55","high","2nd","1st","1",0.76796,"incongruent"
"55","low","3rd","2nd","1",0.989755,"incongruent"
"55","low","2nd","2nd","0",1.126615,"congruent"
"55","high","1st","3rd","1",0.75538,"incongruent"
"55","high","3rd","3rd","1",0.57484,"congruent"
"55","low","2nd","2nd","1",1.058325,"congruent"
"55","low","2nd","3rd","0",0.896635,"incongruent"
"55","none","1st","none","1",0.97369,"na"
"55","high","2nd","2nd","1",0.8223349999,"congruent"
"55","high","2nd","2nd","0",0.77076,"congruent"
"55","none","3rd","none","0",0.8224249999,"na"
"55","low","1st","2nd","1",0.91876,"incongruent"
"55","low","3rd","3rd","1",0.8264350001,"congruent"
"55","high","3rd","3rd","1",0.75215,"congruent"
"55","high","3rd","2nd","1",0.6426550001,"incongruent"
"55","none","2nd","none","1",0.87985,"na"
"55","low","3rd","2nd","1",1.241145,"incongruent"
"55","none","1st","none","1",0.78789,"na"
"55","low","1st","1st","0",1.07003,"congruent"
"55","low","3rd","1st","1",0.75668,"incongruent"
"55","high","3rd","3rd","1",0.6335949999,"congruent"
"55","low","1st","3rd","1",0.823165,"incongruent"
"55","low","2nd","1st","0",0.807915,"incongruent"
"55","none","2nd","none","1",0.729455,"na"
"55","high","2nd","2nd","1",0.870975,"congruent"
"55","none","3rd","none","1",0.8408400001,"na"
"55","high","1st","2nd","1",1.01504,"incongruent"
"55","none","3rd","none","1",0.5438550001,"na"
"55","high","2nd","3rd","1",0.585015,"incongruent"
"55","high","1st","1st","1",0.70236,"congruent"
"55","low","2nd","2nd","1",0.6712549999,"congruent"
"55","high","3rd","2nd","1",0.852355,"incongruent"
"55","high","2nd","2nd","1",0.865495,"congruent"
"55","low","2nd","3rd","1",0.824735,"incongruent"
"55","low","2nd","1st","1",0.902525,"incongruent"
"55","high","3rd","3rd","1",0.640715,"congruent"
"55","none","3rd","none","1",0.57223,"na"
"55","none","2nd","none","1",0.861545,"na"
"55","high","2nd","2nd","1",0.592025,"congruent"
"55","low","3rd","1st","1",1.15083,"incongruent"
"55","high","3rd","2nd","1",1.097805,"incongruent"
"55","high","2nd","1st","0",0.855395,"incongruent"
"55","low","3rd","1st","1",1.478655,"incongruent"
"55","low","2nd","2nd","1",0.6957200001,"congruent"
"55","high","1st","3rd","0",0.60881,"incongruent"
"55","low","1st","1st","0",0.88451,"congruent"
"55","none","1st","none","1",0.68663,"na"
"55","high","3rd","1st","1",0.80352,"incongruent"
"55","none","2nd","none","0",0.8487699999,"na"
"55","none","2nd","none","1",0.786745,"na"
"55","none","2nd","none","1",0.60881,"na"
"55","high","1st","2nd","0",0.76599,"incongruent"
"55","high","1st","1st","0",0.73099,"congruent"
"55","high","1st","2nd","1",0.71514,"incongruent"
"55","high","2nd","3rd","1",0.8589,"incongruent"
"55","low","1st","3rd","0",1.235015,"incongruent"
"55","high","3rd","1st","1",0.551,"incongruent"
"55","none","1st","none","1",2.11238,"na"
"55","high","1st","3rd","0",0.9929,"incongruent"
"55","none","2nd","none","1",0.7200399999,"na"
"55","low","2nd","1st","1",0.647785,"incongruent"
"55","high","1st","3rd","0",0.5924399999,"incongruent"
"55","none","1st","none","1",1.14306,"na"
"55","high","2nd","3rd","1",1.009875,"incongruent"
"55","high","1st","2nd","1",0.701625,"incongruent"
"55","low","3rd","1st","1",0.663485,"incongruent"
"55","low","2nd","3rd","0",0.672505,"incongruent"
"55","low","1st","2nd","1",1.14794,"incongruent"
"55","low","1st","3rd","1",0.822985,"incongruent"
"55","none","1st","none","1",0.7515,"na"
"55","low","1st","2nd","1",0.743015,"incongruent"
"55","high","1st","1st","1",0.762,"congruent"
"55","high","2nd","1st","1",0.8061950001,"incongruent"
"55","low","1st","1st","1",0.8519,"congruent"
"55","low","3rd","3rd","1",0.795555,"congruent"
"55","none","3rd","none","1",0.6080049999,"na"
"55","high","3rd","1st","1",0.6270300001,"incongruent"
"55","high","1st","1st","1",0.69767,"congruent"
"55","none","3rd","none","0",0.72612,"na"
"55","low","1st","2nd","1",1.15622,"incongruent"
"55","low","3rd","3rd","1",0.8090649999,"congruent"
"55","none","1st","none","1",0.6794799999,"na"
"55","high","2nd","1st","0",0.87031,"incongruent"
"55","high","3rd","1st","1",1.1429,"incongruent"
"55","high","3rd","2nd","1",0.569825,"incongruent"
"55","none","2nd","none","1",0.52529,"na"
"55","none","1st","none","1",0.586835,"na"
"55","none","2nd","none","0",1.76794,"na"
"55","none","3rd","none","1",0.675525,"na"
"55","none","1st","none","0",1.00789,"na"
"55","high","1st","1st","1",0.742785,"congruent"
"55","high","3rd","3rd","0",0.8986450001,"congruent"
"55","low","2nd","1st","1",0.61841,"incongruent"
"55","low","2nd","1st","1",0.558005,"incongruent"
"55","low","2nd","2nd","1",0.765685,"congruent"
"55","none","3rd","none","1",0.7487550001,"na"
"55","low","1st","1st","0",0.54628,"congruent"
"55","none","2nd","none","1",0.58568,"na"
"55","low","3rd","2nd","1",0.94539,"incongruent"
"55","high","2nd","3rd","1",0.6924749999,"incongruent"
"55","low","1st","2nd","1",0.8475799999,"incongruent"
"55","high","3rd","2nd","1",0.685985,"incongruent"
"55","low","3rd","2nd","1",0.564505,"incongruent"
"55","low","1st","3rd","1",0.7562650001,"incongruent"
