subID,rt,correct,rwdType,colMatch
1,0.4493,1,0,0
1,0.4098,1,0,0
1,0.3872,1,1,2
1,1.8523,1,1,1
1,0.5596,1,1,2
1,0.4761,1,0,0
1,0.5388,1,2,1
1,0.6437,1,0,0
1,0.5062,0,0,0
1,0.6277,0,2,1
1,0.764,1,0,0
1,0.5298,1,1,1
1,0.6182,1,0,0
1,0.6487,1,1,1
1,0.4655,0,1,1
1,0.8415,1,2,1
1,0.6982,1,1,1
1,0.6253,0,2,1
1,0.5698,1,1,1
1,0.6744,1,1,1
1,0.9603,1,1,1
1,0.3791,1,0,0
1,0.537,1,2,1
1,0.6793,1,1,1
1,0.729,1,1,2
1,0.6428,0,2,1
1,0.7538,1,2,1
1,0.7466,0,2,2
1,1.0427,0,1,1
1,0.4788,1,0,0
1,0.8383,1,0,0
1,0.417,1,2,2
1,0.7209,1,0,0
1,0.5706,0,0,0
1,0.8008,1,2,1
1,0.6585,1,1,2
1,0.6092,1,2,1
1,0.6344,1,1,1
1,0.5936,0,1,1
1,0.7448,1,2,1
1,1.0332,0,1,2
1,0.6343,1,0,0
1,0.5935,1,0,0
1,0.7783,1,1,1
1,0.6793,0,1,1
1,0.5547,1,1,1
1,0.769,1,1,1
1,0.7452,0,1,1
1,1.0106,1,2,1
1,0.4653,1,1,1
1,0.7104,0,2,1
1,0.6352,0,2,1
1,0.4898,1,2,1
1,0.6421,1,1,2
1,0.5142,1,2,2
1,0.6834,1,1,1
1,0.6342,0,0,0
1,0.8515,0,2,1
1,0.8348,0,0,0
1,0.4516,1,0,0
1,0.6487,1,1,1
1,1.0889,0,1,2
1,0.8423,0,1,1
1,0.5718,0,2,1
1,0.6339,1,1,1
1,0.6227,1,0,0
1,0.6873,1,1,1
1,0.7849,1,0,0
1,0.7764,1,2,1
1,0.6883,1,2,1
1,0.5539,0,2,1
1,0.5535,1,2,1
1,0.8244,1,1,2
1,0.706,0,0,0
1,0.4729,1,2,2
1,0.536,0,1,1
1,0.7292,1,2,1
1,0.7926,0,2,1
1,0.7285,0,2,1
1,0.6413,0,2,1
1,0.7846,1,1,2
1,0.5624,1,2,2
1,0.4151,1,2,2
1,0.4898,1,2,1
1,0.7869,0,2,1
1,0.5858,1,1,1
1,0.6656,1,0,0
1,0.5045,0,1,1
1,0.5693,1,0,0
1,0.4586,1,0,0
1,0.6961,1,2,1
1,0.5449,1,0,0
1,0.8893,1,1,1
1,0.674,1,0,0
1,0.7802,1,0,0
1,0.5275,1,1,1
1,0.5391,0,0,0
1,0.7129,1,1,1
1,0.4732,0,2,1
1,0.8346,0,2,1
1,0.6028,1,1,1
1,0.4785,0,2,1
1,0.6972,1,1,2
1,0.4581,1,0,0
1,0.8499,1,1,1
1,0.6912,0,1,1
1,0.6666,1,1,2
1,0.5109,1,2,1
1,0.714,0,1,1
1,0.7839,0,0,0
1,0.832,1,2,2
1,0.4156,1,2,2
1,0.7239,1,2,1
1,0.6957,1,0,0
1,0.5448,1,2,1
1,0.5508,1,0,0
1,0.3779,1,2,2
1,0.5678,0,0,0
1,0.7764,0,1,1
1,0.6816,1,0,0
1,0.6016,1,1,1
1,0.6299,0,1,1
1,0.8076,1,2,1
1,0.456,1,1,2
1,0.4557,0,2,1
1,0.407,1,1,1
1,0.5936,0,0,0
1,0.8157,1,1,1
1,0.7624,0,0,0
1,0.8816,0,1,1
1,0.7263,1,2,1
1,0.5925,1,0,0
1,0.6961,0,1,1
1,0.6606,0,1,1
1,0.7758,1,1,1
1,1.2336,1,0,0
1,0.6145,1,1,1
1,0.5677,0,1,2
1,0.5778,0,0,0
1,0.7112,0,1,1
1,0.5592,1,2,1
1,0.6065,1,2,1
1,0.6002,0,1,1
1,0.5088,0,1,1
1,0.7136,1,2,1
1,1.0944,0,2,1
1,0.6707,1,1,1
1,0.9514,0,2,1
2,0.7127,1,2,1
2,0.8263,0,1,1
2,0.6489,1,2,1
2,0.5281,1,0,0
2,0.9062,1,0,0
2,0.5359,1,2,2
2,0.6038,1,2,1
2,0.6806,1,1,2
2,0.6502,1,1,1
2,0.7076,1,2,1
2,0.6978,1,2,1
2,0.5764,1,0,0
2,0.6424,1,0,0
2,0.7451,1,0,0
2,0.8843,0,1,1
2,0.6412,1,0,0
2,0.6233,1,0,0
2,1.1795,1,1,1
2,0.7355,1,0,0
2,0.7537,1,2,1
2,0.7378,1,2,1
2,0.9694,0,1,1
2,1.6606,0,2,2
2,0.9676,1,1,1
2,0.7468,0,0,0
2,0.9296,1,1,1
2,0.9861,0,1,2
2,0.886,1,2,1
2,0.5501,1,2,1
2,0.8805,0,1,1
2,0.5976,1,2,1
2,0.9377,0,0,0
2,0.7875,1,1,1
2,0.7057,1,2,1
2,1.2247,1,2,1
2,0.4816,1,2,1
2,0.4747,1,1,1
2,1.1454,0,1,1
2,0.7678,1,1,1
2,0.5164,1,1,2
2,2.4328,0,2,1
2,0.9609,1,2,1
2,0.7408,1,1,2
2,0.8388,1,0,0
2,0.4664,1,2,1
2,0.6133,1,2,2
2,0.6807,1,1,1
2,0.5629,1,0,0
2,1.1537,1,2,1
2,0.8427,1,1,2
2,0.6584,0,1,1
2,0.6424,1,1,1
2,0.6983,1,1,1
2,0.8101,1,2,1
2,1.1996,1,0,0
2,0.8185,1,0,0
2,0.6481,1,2,1
2,0.6423,1,2,1
2,0.6315,0,0,0
2,0.6055,1,0,0
2,0.6799,1,0,0
2,0.9527,0,0,0
2,1.1349,0,2,2
2,0.6237,1,0,0
2,0.5037,1,0,0
2,0.6397,1,0,0
2,0.929,1,1,1
2,0.7282,1,1,1
2,0.6886,1,2,1
2,0.8167,1,1,1
2,0.9354,1,1,2
2,0.5516,1,0,0
2,0.5635,0,2,1
2,0.6865,1,2,2
2,0.7668,0,2,2
2,0.7112,1,1,1
2,0.6384,1,1,1
2,1.1219,1,1,2
2,0.6704,1,1,1
2,0.7185,1,1,1
2,0.6012,0,0,0
2,0.8635,1,2,1
2,0.826,1,1,1
2,0.6656,1,2,2
2,0.5354,1,1,2
2,0.8022,1,2,1
2,0.9804,0,2,2
2,0.8531,1,1,1
2,0.8414,1,0,0
2,0.5296,1,1,1
2,0.7281,1,0,0
2,0.8013,1,2,1
2,0.7943,0,0,0
2,0.8898,1,2,1
2,0.5823,1,0,0
2,0.5124,1,2,2
2,0.8023,1,2,1
2,0.6469,0,2,1
2,0.6001,0,1,1
2,0.7843,1,2,1
2,0.6735,1,1,1
2,0.7432,1,2,1
2,0.9921,1,2,1
2,0.5992,1,1,2
2,0.4881,1,1,1
2,0.8803,1,1,1
2,0.4072,1,1,2
2,0.6456,1,1,1
2,0.642,1,1,1
2,0.5053,1,2,1
2,0.6639,1,1,1
2,0.4557,1,0,0
2,0.5762,1,0,0
2,0.4721,1,1,1
2,0.6499,1,2,1
2,0.5455,1,1,1
2,0.8818,1,0,0
2,0.8938,1,1,1
2,0.7995,1,1,1
2,0.9582,1,2,2
2,0.5797,0,2,2
2,0.534,1,1,2
2,0.6558,1,1,1
2,0.9365,0,1,1
2,0.8874,1,1,1
2,0.5444,1,2,1
2,0.8233,1,0,0
2,0.6538,1,2,2
2,0.7114,0,1,1
2,0.5224,1,0,0
2,1.1196,0,1,2
2,0.5043,1,1,1
2,0.5652,1,1,2
2,0.5126,1,2,1
2,0.4779,1,0,0
2,0.8157,0,2,2
2,0.8783,0,2,1
2,1.5671,1,2,1
2,0.5115,1,1,1
2,0.4963,1,1,1
2,0.6081,1,2,1
2,0.3989,1,2,1
2,0.4754,1,2,1
2,0.856,0,0,0
2,0.4769,1,0,0
2,0.5506,1,1,1
2,1.0081,1,2,1
2,0.5821,1,2,1
2,0.8491,1,2,1
2,0.6564,1,1,2
2,0.6312,1,0,0
2,0.6138,1,2,1
2,0.5735,1,2,1
2,0.5137,1,2,1
2,0.7894,0,0,0
2,0.6391,1,2,1
2,0.5035,1,2,1
2,0.815,1,2,1
2,0.4464,1,2,1
2,0.4951,1,2,1
2,0.9584,1,1,1
2,0.6615,1,2,1
2,0.7104,1,2,1
2,0.5339,0,2,2
2,1.2316,1,2,1
2,0.4314,1,2,1
2,0.5937,1,0,0
2,0.7349,1,0,0
2,0.5504,1,0,0
2,1.5511,1,0,0
2,0.4145,1,1,1
2,0.4389,1,2,1
2,0.7114,1,0,0
2,0.5325,1,1,1
2,0.8278,1,0,0
2,0.8311,1,2,1
2,0.6603,1,0,0
2,0.5402,1,0,0
2,0.6296,1,2,2
2,0.4558,1,0,0
2,0.4448,1,2,1
2,0.5203,1,1,1
2,0.4787,1,1,1
2,0.4367,1,1,1
2,0.7832,1,1,1
2,0.5347,1,2,2
2,0.573,0,0,0
2,0.6804,1,1,1
2,0.5354,1,0,0
2,0.7847,1,0,0
2,0.4935,1,1,1
2,0.6948,1,1,1
2,0.5435,1,2,2
2,0.4639,1,1,1
2,0.544,1,2,1
2,0.4399,1,2,1
2,0.5339,1,1,2
2,0.632,1,1,1
2,0.4673,1,0,0
2,1.0933,1,1,1
2,0.6468,1,2,1
2,0.8614,1,2,1
2,0.4877,1,2,1
2,0.7336,0,0,0
2,0.46,1,1,1
2,0.4696,1,1,2
2,0.5346,1,0,0
2,0.5647,1,1,1
2,0.5477,1,0,0
2,0.4954,1,1,1
2,0.5495,1,2,1
2,0.7135,1,1,1
2,0.573,1,2,1
2,0.8253,1,0,0
2,1.116,0,0,0
2,0.6276,0,0,0
2,0.5082,1,2,2
2,0.5829,1,1,2
2,1.0553,1,2,1
2,0.7416,1,1,1
2,1.0793,1,1,1
2,0.4939,0,2,1
2,0.6056,1,1,1
2,0.9732,0,2,1
2,0.645,1,0,0
2,0.4432,1,1,1
2,0.5564,1,0,0
2,0.6132,1,2,1
2,1.0192,1,2,1
2,0.6428,1,1,1
2,0.4989,1,0,0
2,0.5975,1,1,2
2,0.72,1,2,1
2,0.507,1,1,1
3,0.6662,1,1,1
3,0.7462,1,1,1
3,0.6965,1,2,1
3,0.7751,1,0,0
3,0.7659,1,1,1
3,0.5982,0,2,2
3,0.7114,0,0,0
3,1.0073,0,1,1
3,1.4873,1,1,1
3,0.5977,1,1,1
3,0.7187,1,0,0
3,1.318,0,2,1
3,1.4266,1,1,1
3,1.5427,0,2,1
3,0.8245,1,2,2
3,0.846,1,2,1
3,0.7998,0,1,1
3,0.8712,1,2,1
3,0.8151,1,0,0
3,1.198,1,2,1
3,0.9601,1,1,2
3,0.8301,0,2,1
3,1.1659,1,2,1
3,0.8371,1,1,1
3,0.9577,1,0,0
3,0.8323,1,1,2
3,0.7032,1,2,2
3,0.6797,1,0,0
3,0.742,1,2,1
3,0.7749,0,2,1
3,1.0936,1,0,0
3,0.9514,1,0,0
3,0.8239,1,1,2
3,1.4954,0,2,1
3,0.797,0,0,0
3,0.655,1,1,1
3,1.0381,1,0,0
3,1.2614,1,0,0
3,1.0294,1,2,1
3,0.7313,1,0,0
3,0.5666,1,1,2
3,0.9969,1,2,1
3,0.8316,0,0,0
3,0.9015,0,2,1
3,0.9709,1,2,1
3,0.8621,1,1,1
3,1.4144,1,0,0
3,0.9485,1,0,0
3,1.4545,1,0,0
3,1.728,0,1,2
3,1.0862,1,1,1
3,0.8538,1,1,1
3,1.03,0,0,0
3,1.6398,0,1,1
3,1.5482,1,1,1
3,1.3177,0,1,2
3,0.4762,1,0,0
3,1.2931,1,2,1
3,1.1001,1,2,1
3,1.0224,1,1,1
3,0.9932,0,1,1
3,0.8845,1,2,1
3,0.8595,1,2,1
3,1.838,1,2,2
3,0.9525,0,1,2
3,1.1893,1,1,1
3,1.0683,1,0,0
3,0.8612,1,1,1
3,1.1585,1,2,1
3,1.0301,1,2,1
3,0.694,1,1,1
3,0.6637,1,0,0
3,1.1972,0,1,1
3,0.8375,1,0,0
3,0.9117,1,2,1
3,0.8083,1,2,1
3,1.5659,1,1,1
3,1.1271,1,0,0
3,0.6391,1,0,0
3,0.8209,1,1,1
3,1.3172,0,1,1
3,0.9252,1,2,2
3,0.8371,1,2,2
3,1.0607,1,2,1
3,0.8938,1,1,1
3,1.1902,1,1,1
3,1.0703,1,0,0
3,0.9238,1,2,1
3,0.8959,0,1,1
3,1.5169,0,1,1
3,1.2282,1,1,1
3,0.9266,1,1,1
3,1.1975,1,2,1
3,0.9095,1,1,1
3,1.1726,1,0,0
3,1.1875,1,2,1
3,0.9168,1,1,1
3,1.7346,1,1,1
3,1.6926,1,2,2
3,0.7752,1,0,0
3,1.2046,1,2,1
3,1.3425,0,1,1
3,0.7408,1,1,1
3,0.8038,1,2,1
3,0.789,1,2,1
3,0.9,0,1,1
3,1.2251,1,1,1
3,0.9147,1,1,1
3,0.7715,1,1,1
3,0.6453,1,2,1
3,1.6454,1,1,1
3,0.7048,1,2,1
3,0.9821,1,1,2
3,0.8105,1,0,0
3,1.1654,0,1,2
3,0.747,1,0,0
3,1.2918,1,1,1
3,1.5384,1,0,0
3,0.6371,1,2,1
3,0.6851,1,1,2
3,0.7649,1,1,1
3,0.765,1,1,1
3,1.7328,1,0,0
3,0.6939,1,1,1
3,0.8278,1,2,1
3,0.6761,1,0,0
3,0.7316,0,2,1
3,0.7343,0,2,1
3,1.3323,0,2,2
3,1.6613,1,2,1
3,1.3977,1,0,0
3,1.0459,1,2,1
3,1.6295,1,2,2
3,0.9406,1,0,0
3,0.8347,1,1,1
3,1.731,1,0,0
3,1.2829,0,2,1
3,1.8034,1,1,2
3,1.2783,0,1,1
3,1.1879,1,0,0
3,1.092,1,2,2
3,1.1174,1,0,0
3,1.0528,1,2,2
3,1.3324,1,2,1
3,1.2926,0,2,1
3,1.1952,1,0,0
3,1.6599,1,2,1
3,0.8613,1,1,1
3,0.6753,1,0,0
3,1.5808,1,1,1
3,0.5717,1,1,1
3,0.938,1,0,0
3,0.9105,0,2,1
3,0.9656,0,1,1
3,0.6846,0,0,0
3,1.2767,1,1,1
3,1.3563,0,1,1
3,0.763,1,0,0
3,1.4836,1,0,0
3,1.7318,0,2,1
3,1.8388,1,2,1
3,1.0688,1,2,1
3,1.4359,1,2,1
3,1.2762,1,2,1
3,1.8988,1,2,1
3,1.1975,1,2,1
3,1.1426,0,1,2
3,1.2032,1,2,2
3,1.4254,1,0,0
3,0.6483,1,1,2
3,1.4462,1,2,1
3,1.7551,0,0,0
3,1.0833,0,0,0
3,0.5004,1,2,1
3,1.6366,1,2,1
3,0.5474,1,1,2
3,1.5393,1,2,1
3,0.8686,1,2,2
3,0.5776,1,2,1
3,0.8516,1,1,2
3,0.7154,1,1,1
3,0.5863,1,2,2
3,0.4521,1,2,1
3,0.8515,1,0,0
3,0.7471,1,0,0
3,0.8053,0,1,1
3,0.8689,1,2,1
3,1.3478,1,1,1
3,0.7315,1,1,2
3,0.7866,1,2,1
3,1.801,1,2,1
3,0.7894,1,1,1
3,0.7628,1,0,0
3,0.9806,1,2,1
3,1.0823,1,1,2
3,0.7079,1,1,1
3,1.4032,1,1,1
3,1.1226,1,0,0
3,1.2679,0,2,1
3,1.1462,1,1,1
3,0.4939,0,1,1
3,1.3055,1,2,1
3,0.8997,1,1,1
3,0.7857,1,1,1
3,0.5324,1,0,0
3,0.7399,1,0,0
3,1.0044,1,1,1
3,0.423,1,2,1
3,0.4349,1,2,1
3,0.6911,1,2,1
3,0.929,0,0,0
3,0.9153,1,0,0
3,1.2891,1,1,1
3,0.5086,1,2,1
3,0.7024,1,0,0
3,1.5237,1,0,0
3,1.4888,1,2,1
3,0.8497,1,2,1
3,0.6825,1,0,0
3,1.0736,1,1,1
3,1.2261,1,2,2
3,0.6093,1,2,1
3,0.7765,1,1,1
3,0.7225,0,2,2
3,0.9258,1,0,0
3,0.6963,1,1,1
3,0.8013,1,1,1
3,0.9406,1,2,2
3,0.9733,1,2,1
3,1.1295,1,2,1
3,0.8208,1,0,0
3,0.8125,0,1,1
3,1.7058,0,1,1
3,1.3017,0,1,1
3,0.8434,0,1,2
3,0.7539,1,1,1
4,1.3988,1,1,1
4,1.3399,1,2,1
4,0.823,0,1,1
4,0.7107,1,1,1
4,1.3578,1,2,1
4,1.2931,1,0,0
4,0.9824,1,1,1
4,0.8938,1,1,1
4,1.0707,0,2,1
4,0.8558,1,1,2
4,1.0001,1,0,0
4,1.0308,1,0,0
4,1.0067,1,2,1
4,1.1004,1,2,1
4,1.1665,1,0,0
4,0.8384,1,0,0
4,1.3338,1,2,1
4,0.9567,1,2,1
4,0.9821,0,0,0
4,0.9179,1,0,0
4,0.7426,1,1,1
4,1.4376,1,1,1
4,1.1573,0,0,0
4,1.2705,0,2,1
4,0.5304,1,1,2
4,1.0452,0,2,1
4,0.9656,1,1,1
4,1.1353,1,2,1
4,0.7652,1,1,2
4,1.0869,1,0,0
4,1.1341,1,2,1
4,0.9974,1,0,0
4,0.8918,1,0,0
4,1.694,1,2,1
4,0.9747,1,2,2
4,1.1655,1,2,1
4,0.9201,1,2,1
4,0.7495,1,1,2
4,1.8416,0,2,1
4,0.8922,1,1,1
4,0.8204,1,0,0
4,1.2207,1,1,1
4,0.9415,1,0,0
4,1.6457,1,1,1
4,0.9176,1,2,1
4,1.406,0,0,0
4,0.7742,1,0,0
4,1.1249,1,1,1
4,0.8696,1,2,1
4,0.9007,1,2,1
4,0.9954,1,1,2
4,0.8832,1,1,1
4,1.044,1,2,2
4,2.0116,1,2,1
4,0.7976,1,0,0
4,1.205,1,2,1
4,1.0276,1,1,1
4,1.1478,1,0,0
4,0.9808,1,0,0
4,1.5634,1,1,1
4,0.8045,0,1,1
4,0.8528,0,2,1
4,1.176,1,2,1
4,1.0534,1,0,0
4,0.7103,1,1,1
4,0.8945,0,2,2
4,0.7087,0,2,1
4,1.0696,0,1,1
4,0.9484,0,0,0
4,1.014,0,1,1
4,1.1029,1,1,1
4,1.0288,1,1,2
4,1.133,1,1,1
4,0.8686,1,2,1
4,1.4138,1,2,1
4,1.324,0,1,2
4,0.9639,0,1,1
4,1.2784,1,2,1
4,1.3486,1,0,0
4,2.196,1,1,1
4,1.2458,0,2,1
4,1.1563,1,2,1
4,0.8448,1,0,0
4,0.9647,0,1,1
4,0.9633,1,2,1
4,0.9296,1,1,2
4,0.9519,1,1,2
4,0.9647,1,2,1
4,1.038,0,1,1
4,2.107,1,1,1
4,0.6845,1,2,2
4,1.0106,1,1,1
4,0.7008,1,2,1
4,0.7641,1,2,1
4,0.8522,1,2,1
4,0.8501,1,2,1
4,1.2531,1,2,1
4,1.0874,0,1,2
4,1.2594,1,1,2
4,1.0042,1,0,0
4,0.8862,1,2,1
4,0.8539,1,2,2
4,0.8605,1,2,2
4,0.8771,0,2,2
4,1.1722,1,2,1
4,1.5954,1,1,1
4,1.0681,1,1,2
4,0.9568,1,2,2
4,0.9881,1,1,2
4,0.964,1,2,1
4,0.852,1,0,0
4,0.8658,1,1,1
4,1.1488,1,0,0
4,0.7662,1,2,1
4,0.9246,1,1,1
4,1.3885,0,1,1
4,0.7974,1,1,1
4,1.1396,1,0,0
4,0.8677,1,0,0
4,1.0987,0,0,0
4,0.9501,0,2,1
4,0.813,1,0,0
4,1.1015,0,2,2
4,0.9969,1,2,1
4,1.0499,1,1,2
4,0.5952,1,1,1
4,1.326,1,2,2
4,1.0197,1,0,0
4,1.4287,1,2,2
4,0.8281,1,2,1
4,0.8684,1,2,1
4,0.8919,1,1,1
4,1.1239,1,0,0
4,0.7794,1,2,2
